,GeneID,Function,OrganismID
390,0,cbiD,Candidatus_Desulfofervidaceae_sp._1
391,0,cbiD,Candidatus_Desulfofervidaceae_sp._2
392,0,cbiD,Desulfofervidales_sp._FWG156
393,0,cbiD,HotSeep1
394,0,cbiD,HotSeep1_B50
395,0,cbiD,HotSeep1_E37
396,0,cbiD,HotSeep1_E50
397,0,cbiD,HotSeep1_FWG170
398,WP_163299813.1,cbiD,Dissulfurirhabdus_thermomarina_ASM1049943v1
399,WP_163299813.1,cbiD,Dissulfurirhabdus_thermomarina_ASM1297923v1
400,"DIFG01000062.1_2,",cbiD,UBA5754_sp002419025
401,0,cbiD,Seep-SRB2_sp._1_(str._G37)
402,0,cbiD,Seep-SRB2_sp._1_(str._Meg22_1012_Bin_255)
403,0,cbiD,Seep-SRB2_sp._1_(str._Meg22_1214_Bin_80)
404,0,cbiD,Seep-SRB2_sp._1_(str._Meg22_1416_Bin_176)
405,0,cbiD,Seep-SRB2_sp._2_(str._FWG173)
406,0,cbiD,Seep-SRB2_sp._2_(str._FWG174)
407,"DFBQ01000042.1_17,",cbiD,Seep-SRB2_sp._3_(str._002367355)
408,PXF57524.1,cbiD,Seep-SRB2_sp._4_(str._E20)
409,"RKX60297.1,",cbiD,Seep-SRB2_sp._5_(str._003645605)
410,0,cbiD,Seep-SRB2_sp._6_(str._Meg22_02_Bin_69)
411,0,cbiD,Seep-SRB2_sp._7_(str._ML8_D)
412,0,cbiD,Seep-SRB2_sp._8_(str._Meg19_1012_Bin_147)
413,0,cbiD,Seep-SRB2_sp._8_(str._Meg22_1012_Bin_335)
414,0,cbiD,Seep-SRB2_sp._8_(str._Meg22_1214_Bin_60)
415,0,cbiD,Seep-SRB2_sp._8_(str._Meg22_1416_Bin_56)
416,0,cbiD,Seep-SRB2_sp._8_(str._Meg22_1618_Bin_149)
417,0,cbiD,Seep-SRB2_sp._8_(str._Meg22_46_Bin_87)
418,0,cbiD,Seep-SRB2_sp._8_(str._Meg22_810_Bin_10)
419,0,cbiD,JACNLL01_sp014381545
420,0,cbiD,JACNLL01_sp013202725
421,0,cbiD,Eth-SRB1_sp004193555
422,0,cbiD,Eth-SRB1_sp019314185
423,"MBW2569830.1,",cbiD,Eth-SRB1_sp019313565
424,0,cbiD,Seep-SRB1a_sp._1_(str._013792055)
425,"LWX51_13620,",cbiD,Seep-SRB1a_sp._2_(str._CR9063A)
426,"LWX08_10245,",cbiD,Seep-SRB1a_sp._2_(str._CR9063B)
427,0,cbiD,Seep-SRB1a_sp._2_(str._CR9063C)
428,0,cbiD,Seep-SRB1a_sp._3_(str._014237195)
429,0,cbiD,Seep-SRB1a_sp._3_(str._014237365)
430,0,cbiD,Seep-SRB1a_sp._4_(str._FWG171)
431,0,cbiD,Seep-SRB1a_sp._4_(str._FWG172)
432,0,cbiD,Seep-SRB1a_sp._5_(str._20073_SRB)
433,0,cbiD,Seep-SRB1a_sp._5_(str._20074_SRB)
434,0,cbiD,Seep-SRB1a_sp._5_(str._S7142MS3)
435,0,cbiD,Seep-SRB1a_sp._5_(str._SM7059A)
436,"QMMZ01000164.1_2,",cbiD,Seep-SRB1a_sp._6_(str._003647525)
437,0,cbiD,Seep-SRB1a_sp._8_(str._AB_03_Bin_172)
438,"MBW2164890.1,",cbiD,Seep-SRB1a_sp._9_(str._Meg22_02_Bin_90)
439,"MBW1833464.1,",cbiD,Seep-SRB1a_sp._9_(str._Meg22_24_Bin_68)
440,0,cbiD,Seep-SRB1a_sp._9_(str._Meg22_46_Bin_236)
441,0,cbiD,S7086C20_sp001751075
442,"OEU80324.1,",cbiD,C00003060_sp001751085
443,0,cbiD,B60-G16_sp003647275
444,"RLC12907.1,",cbiD,B23-G16_sp003647435
445,"RLC12907.1,",cbiD,B23-G16_sp003647435
446,"tpgHID59122.1,",cbiD,DTYH01_sp012961955
447,0,cbiD,JABXJX01_sp013375375
448,"NVM23601.1,",cbiD,JABXJW01_sp013375395
449,0,cbiD,Seep-SRB1g_sp._AB_1215_Bin_34
450,0,cbiD,Seep-SRB1g_(str._C00003104)
451,0,cbiD,Seep-SRB1g_(str._C00003106)
452,0,cbiD,Seep-SRB1g_(str._CR10073A)
453,"LWX55_06260,",cbiD,Seep-SRB1g_(str._CR10073B)
454,0,cbiD,Seep-SRB1g_(str._S7142MS4)
455,0,cbiET,Candidatus_Desulfofervidaceae_sp._1
456,0,cbiET,Candidatus_Desulfofervidaceae_sp._2
457,0,cbiET,Desulfofervidales_sp._FWG156
458,0,cbiET,HotSeep1
459,0,cbiET,HotSeep1_B50
460,0,cbiET,HotSeep1_E37
461,0,cbiET,HotSeep1_E50
462,0,cbiET,HotSeep1_FWG170
463,WP_163299979.1,cbiET,Dissulfurirhabdus_thermomarina_ASM1049943v1
464,WP_169755639.1,cbiET,Dissulfurirhabdus_thermomarina_ASM1297923v1
465,"DIFG01000042.1_3,",cbiET,UBA5754_sp002419025
466,PXF55896.1,cbiET,Seep-SRB2_sp._1_(str._G37)
467,"MBW2098313.1,",cbiET,Seep-SRB2_sp._1_(str._Meg22_1012_Bin_255)
468,"MBW1965923.1,",cbiET,Seep-SRB2_sp._1_(str._Meg22_1214_Bin_80)
469,"MBW1947314.1,",cbiET,Seep-SRB2_sp._1_(str._Meg22_1416_Bin_176)
470,"LWW99_11490,",cbiET,Seep-SRB2_sp._2_(str._FWG173)
471,"LWX01_06490,",cbiET,Seep-SRB2_sp._2_(str._FWG174)
472,"DFBQ01000042.1_18,",cbiET,Seep-SRB2_sp._3_(str._002367355)
473,"PXF57523.1,",cbiET,Seep-SRB2_sp._4_(str._E20)
474,"RKX60294.1,RKX58663.1,",cbiET,Seep-SRB2_sp._5_(str._003645605)
475,"MBW2163204.1,",cbiET,Seep-SRB2_sp._6_(str._Meg22_02_Bin_69)
476,0,cbiET,Seep-SRB2_sp._7_(str._ML8_D)
477,0,cbiET,Seep-SRB2_sp._8_(str._Meg19_1012_Bin_147)
478,0,cbiET,Seep-SRB2_sp._8_(str._Meg22_1012_Bin_335)
479,0,cbiET,Seep-SRB2_sp._8_(str._Meg22_1214_Bin_60)
480,0,cbiET,Seep-SRB2_sp._8_(str._Meg22_1416_Bin_56)
481,0,cbiET,Seep-SRB2_sp._8_(str._Meg22_1618_Bin_149)
482,0,cbiET,Seep-SRB2_sp._8_(str._Meg22_46_Bin_87)
483,0,cbiET,Seep-SRB2_sp._8_(str._Meg22_810_Bin_10)
484,0,cbiET,JACNLL01_sp014381545
485,0,cbiET,JACNLL01_sp013202725
486,"RZB29597.1,",cbiET,Eth-SRB1_sp004193555
487,0,cbiET,Eth-SRB1_sp019314185
488,"MBW2569829.1,",cbiET,Eth-SRB1_sp019313565
489,0,cbiET,Seep-SRB1a_sp._1_(str._013792055)
490,"LWX51_13615,",cbiET,Seep-SRB1a_sp._2_(str._CR9063A)
491,"LWX08_10250,",cbiET,Seep-SRB1a_sp._2_(str._CR9063B)
492,"LWX02_07345,",cbiET,Seep-SRB1a_sp._2_(str._CR9063C)
493,0,cbiET,Seep-SRB1a_sp._3_(str._014237195)
494,0,cbiET,Seep-SRB1a_sp._3_(str._014237365)
495,0,cbiET,Seep-SRB1a_sp._4_(str._FWG171)
496,"LWW97_03975,",cbiET,Seep-SRB1a_sp._4_(str._FWG172)
497,0,cbiET,Seep-SRB1a_sp._5_(str._20073_SRB)
498,0,cbiET,Seep-SRB1a_sp._5_(str._20074_SRB)
499,0,cbiET,Seep-SRB1a_sp._5_(str._S7142MS3)
500,0,cbiET,Seep-SRB1a_sp._5_(str._SM7059A)
501,"QMMZ01000164.1_3,",cbiET,Seep-SRB1a_sp._6_(str._003647525)
502,0,cbiET,Seep-SRB1a_sp._8_(str._AB_03_Bin_172)
503,"MBW2164889.1,",cbiET,Seep-SRB1a_sp._9_(str._Meg22_02_Bin_90)
504,"MBW1833463.1,",cbiET,Seep-SRB1a_sp._9_(str._Meg22_24_Bin_68)
505,"MBW1745146.1,",cbiET,Seep-SRB1a_sp._9_(str._Meg22_46_Bin_236)
506,0,cbiET,S7086C20_sp001751075
507,"OEU80323.1,",cbiET,C00003060_sp001751085
508,"RLB81634.1,",cbiET,B60-G16_sp003647275
509,"RLC12908.1,",cbiET,B23-G16_sp003647435
510,"RLC12908.1,",cbiET,B23-G16_sp003647435
511,"tpgHID58224.1,",cbiET,DTYH01_sp012961955
512,0,cbiET,JABXJX01_sp013375375
513,"NVM24042.1,",cbiET,JABXJW01_sp013375395
514,0,cbiET,Seep-SRB1g_sp._AB_1215_Bin_34
515,"OEU59438.1,",cbiET,Seep-SRB1g_(str._C00003104)
516,"OEU52227.1,",cbiET,Seep-SRB1g_(str._C00003106)
517,"LWX52_03560,",cbiET,Seep-SRB1g_(str._CR10073A)
518,"LWX55_06265,",cbiET,Seep-SRB1g_(str._CR10073B)
519,"MBT9448068.1,",cbiET,Seep-SRB1g_(str._S7142MS4)
520,0,cbiF,Candidatus_Desulfofervidaceae_sp._1
521,0,cbiF,Candidatus_Desulfofervidaceae_sp._2
522,0,cbiF,Desulfofervidales_sp._FWG156
523,0,cbiF,HotSeep1
524,0,cbiF,HotSeep1_B50
525,0,cbiF,HotSeep1_E37
526,0,cbiF,HotSeep1_E50
527,0,cbiF,HotSeep1_FWG170
528,WP_163299057.1,cbiF,Dissulfurirhabdus_thermomarina_ASM1049943v1
529,WP_163299057.1,cbiF,Dissulfurirhabdus_thermomarina_ASM1297923v1
530,"DIFG01000042.1_4,",cbiF,UBA5754_sp002419025
531,PXF54153.1,cbiF,Seep-SRB2_sp._1_(str._G37)
532,"MBW2097874.1,MBW2098599.1,",cbiF,Seep-SRB2_sp._1_(str._Meg22_1012_Bin_255)
533,"MBW1965842.1,MBW1966507.1,",cbiF,Seep-SRB2_sp._1_(str._Meg22_1214_Bin_80)
534,"MBW1946791.1,MBW1946381.1,",cbiF,Seep-SRB2_sp._1_(str._Meg22_1416_Bin_176)
535,0,cbiF,Seep-SRB2_sp._2_(str._FWG173)
536,"LWX01_06495,",cbiF,Seep-SRB2_sp._2_(str._FWG174)
537,"DFBQ01000028.1_11,",cbiF,Seep-SRB2_sp._3_(str._002367355)
538,"PXF53456.1,",cbiF,Seep-SRB2_sp._4_(str._E20)
539,"RKX61504.1,RKX58665.1,",cbiF,Seep-SRB2_sp._5_(str._003645605)
540,"MBW2163203.1,",cbiF,Seep-SRB2_sp._6_(str._Meg22_02_Bin_69)
541,0,cbiF,Seep-SRB2_sp._7_(str._ML8_D)
542,0,cbiF,Seep-SRB2_sp._8_(str._Meg19_1012_Bin_147)
543,0,cbiF,Seep-SRB2_sp._8_(str._Meg22_1012_Bin_335)
544,0,cbiF,Seep-SRB2_sp._8_(str._Meg22_1214_Bin_60)
545,0,cbiF,Seep-SRB2_sp._8_(str._Meg22_1416_Bin_56)
546,0,cbiF,Seep-SRB2_sp._8_(str._Meg22_1618_Bin_149)
547,0,cbiF,Seep-SRB2_sp._8_(str._Meg22_46_Bin_87)
548,0,cbiF,Seep-SRB2_sp._8_(str._Meg22_810_Bin_10)
549,0,cbiF,JACNLL01_sp014381545
550,0,cbiF,JACNLL01_sp013202725
551,"RZB29598.1,",cbiF,Eth-SRB1_sp004193555
552,0,cbiF,Eth-SRB1_sp019314185
553,"MBW2569828.1,",cbiF,Eth-SRB1_sp019313565
554,0,cbiF,Seep-SRB1a_sp._1_(str._013792055)
555,0,cbiF,Seep-SRB1a_sp._2_(str._CR9063A)
556,0,cbiF,Seep-SRB1a_sp._2_(str._CR9063B)
557,0,cbiF,Seep-SRB1a_sp._2_(str._CR9063C)
558,0,cbiF,Seep-SRB1a_sp._3_(str._014237195)
559,0,cbiF,Seep-SRB1a_sp._3_(str._014237365)
560,0,cbiF,Seep-SRB1a_sp._4_(str._FWG171)
561,0,cbiF,Seep-SRB1a_sp._4_(str._FWG172)
562,0,cbiF,Seep-SRB1a_sp._5_(str._20073_SRB)
563,0,cbiF,Seep-SRB1a_sp._5_(str._20074_SRB)
564,0,cbiF,Seep-SRB1a_sp._5_(str._S7142MS3)
565,0,cbiF,Seep-SRB1a_sp._5_(str._SM7059A)
566,"QMMZ01000164.1_4,",cbiF,Seep-SRB1a_sp._6_(str._003647525)
567,0,cbiF,Seep-SRB1a_sp._8_(str._AB_03_Bin_172)
568,"MBW2164888.1,",cbiF,Seep-SRB1a_sp._9_(str._Meg22_02_Bin_90)
569,"MBW1833462.1,",cbiF,Seep-SRB1a_sp._9_(str._Meg22_24_Bin_68)
570,"MBW1745147.1,",cbiF,Seep-SRB1a_sp._9_(str._Meg22_46_Bin_236)
571,0,cbiF,S7086C20_sp001751075
572,"OEU80332.1,",cbiF,C00003060_sp001751085
573,"RLB81654.1,",cbiF,B60-G16_sp003647275
574,"RLC10450.1,RLC12909.1,",cbiF,B23-G16_sp003647435
575,"RLC10450.1,RLC12909.1,",cbiF,B23-G16_sp003647435
576,"tpgHID58223.1,tpgHID57630.1,",cbiF,DTYH01_sp012961955
577,0,cbiF,JABXJX01_sp013375375
578,0,cbiF,JABXJW01_sp013375395
579,0,cbiF,Seep-SRB1g_sp._AB_1215_Bin_34
580,0,cbiF,Seep-SRB1g_(str._C00003104)
581,0,cbiF,Seep-SRB1g_(str._C00003106)
582,0,cbiF,Seep-SRB1g_(str._CR10073A)
583,0,cbiF,Seep-SRB1g_(str._CR10073B)
584,0,cbiF,Seep-SRB1g_(str._S7142MS4)
585,0,cbiG,Candidatus_Desulfofervidaceae_sp._1
586,0,cbiG,Candidatus_Desulfofervidaceae_sp._2
587,0,cbiG,Desulfofervidales_sp._FWG156
588,0,cbiG,HotSeep1
589,0,cbiG,HotSeep1_B50
590,0,cbiG,HotSeep1_E37
591,0,cbiG,HotSeep1_E50
592,0,cbiG,HotSeep1_FWG170
593,0,cbiG,Dissulfurirhabdus_thermomarina_ASM1049943v1
594,0,cbiG,Dissulfurirhabdus_thermomarina_ASM1297923v1
595,"DIFG01000042.1_5,",cbiG,UBA5754_sp002419025
596,PXF54153.1,cbiG,Seep-SRB2_sp._1_(str._G37)
597,"MBW2097874.1,",cbiG,Seep-SRB2_sp._1_(str._Meg22_1012_Bin_255)
598,"MBW1965842.1,",cbiG,Seep-SRB2_sp._1_(str._Meg22_1214_Bin_80)
599,"MBW1946791.1,",cbiG,Seep-SRB2_sp._1_(str._Meg22_1416_Bin_176)
600,0,cbiG,Seep-SRB2_sp._2_(str._FWG173)
601,"LWX01_06500,",cbiG,Seep-SRB2_sp._2_(str._FWG174)
602,"DFBQ01000028.1_11,",cbiG,Seep-SRB2_sp._3_(str._002367355)
603,"PXF53456.1,",cbiG,Seep-SRB2_sp._4_(str._E20)
604,"RKX61504.1,",cbiG,Seep-SRB2_sp._5_(str._003645605)
605,"MBW2163202.1,",cbiG,Seep-SRB2_sp._6_(str._Meg22_02_Bin_69)
606,0,cbiG,Seep-SRB2_sp._7_(str._ML8_D)
607,0,cbiG,Seep-SRB2_sp._8_(str._Meg19_1012_Bin_147)
608,0,cbiG,Seep-SRB2_sp._8_(str._Meg22_1012_Bin_335)
609,0,cbiG,Seep-SRB2_sp._8_(str._Meg22_1214_Bin_60)
610,0,cbiG,Seep-SRB2_sp._8_(str._Meg22_1416_Bin_56)
611,0,cbiG,Seep-SRB2_sp._8_(str._Meg22_1618_Bin_149)
612,0,cbiG,Seep-SRB2_sp._8_(str._Meg22_46_Bin_87)
613,0,cbiG,Seep-SRB2_sp._8_(str._Meg22_810_Bin_10)
614,0,cbiG,JACNLL01_sp014381545
615,0,cbiG,JACNLL01_sp013202725
616,"RZB29598.1,",cbiG,Eth-SRB1_sp004193555
617,0,cbiG,Eth-SRB1_sp019314185
618,0,cbiG,Eth-SRB1_sp019313565
619,0,cbiG,Seep-SRB1a_sp._1_(str._013792055)
620,"LWX51_13605,",cbiG,Seep-SRB1a_sp._2_(str._CR9063A)
621,"LWX08_10260,",cbiG,Seep-SRB1a_sp._2_(str._CR9063B)
622,"LWX02_07355,",cbiG,Seep-SRB1a_sp._2_(str._CR9063C)
623,0,cbiG,Seep-SRB1a_sp._3_(str._014237195)
624,0,cbiG,Seep-SRB1a_sp._3_(str._014237365)
625,0,cbiG,Seep-SRB1a_sp._4_(str._FWG171)
626,"LWW97_04005,",cbiG,Seep-SRB1a_sp._4_(str._FWG172)
627,0,cbiG,Seep-SRB1a_sp._5_(str._20073_SRB)
628,0,cbiG,Seep-SRB1a_sp._5_(str._20074_SRB)
629,0,cbiG,Seep-SRB1a_sp._5_(str._S7142MS3)
630,0,cbiG,Seep-SRB1a_sp._5_(str._SM7059A)
631,"QMMZ01000164.1_5,",cbiG,Seep-SRB1a_sp._6_(str._003647525)
632,0,cbiG,Seep-SRB1a_sp._8_(str._AB_03_Bin_172)
633,"MBW2164888.1,",cbiG,Seep-SRB1a_sp._9_(str._Meg22_02_Bin_90)
634,"MBW1833462.1,",cbiG,Seep-SRB1a_sp._9_(str._Meg22_24_Bin_68)
635,"MBW1745147.1,",cbiG,Seep-SRB1a_sp._9_(str._Meg22_46_Bin_236)
636,0,cbiG,S7086C20_sp001751075
637,"OEU80322.1,",cbiG,C00003060_sp001751085
638,"RLB81635.1,",cbiG,B60-G16_sp003647275
639,"RLC12910.1,RLC10449.1,",cbiG,B23-G16_sp003647435
640,"RLC12910.1,RLC10449.1,",cbiG,B23-G16_sp003647435
641,"tpgHID58222.1,",cbiG,DTYH01_sp012961955
642,0,cbiG,JABXJX01_sp013375375
643,"NVM23052.1,",cbiG,JABXJW01_sp013375395
644,0,cbiG,Seep-SRB1g_sp._AB_1215_Bin_34
645,0,cbiG,Seep-SRB1g_(str._C00003104)
646,"OEU52232.1,",cbiG,Seep-SRB1g_(str._C00003106)
647,"LWX52_03570,",cbiG,Seep-SRB1g_(str._CR10073A)
648,"LWX55_06275,",cbiG,Seep-SRB1g_(str._CR10073B)
649,0,cbiG,Seep-SRB1g_(str._S7142MS4)
650,0,cbiH,Candidatus_Desulfofervidaceae_sp._1
651,0,cbiH,Candidatus_Desulfofervidaceae_sp._2
652,0,cbiH,Desulfofervidales_sp._FWG156
653,0,cbiH,HotSeep1
654,0,cbiH,HotSeep1_B50
655,0,cbiH,HotSeep1_E37
656,0,cbiH,HotSeep1_E50
657,0,cbiH,HotSeep1_FWG170
658,"WP_163299963.1,WP_181448038.1,",cbiH,Dissulfurirhabdus_thermomarina_ASM1049943v1
659,"WP_169755439.1,WP_181448038.1,",cbiH,Dissulfurirhabdus_thermomarina_ASM1297923v1
660,"DIFG01000062.1_4,DIFG01000042.1_6,",cbiH,UBA5754_sp002419025
661,"PXF54305.1,PXF54567.1",cbiH,Seep-SRB2_sp._1_(str._G37)
662,"MBW2098300.1,MBW2098822.1,",cbiH,Seep-SRB2_sp._1_(str._Meg22_1012_Bin_255)
663,"MBW1966830.1,MBW1966757.1,",cbiH,Seep-SRB2_sp._1_(str._Meg22_1214_Bin_80)
664,"MBW1947258.1,",cbiH,Seep-SRB2_sp._1_(str._Meg22_1416_Bin_176)
665,"LWW99_11465,",cbiH,Seep-SRB2_sp._2_(str._FWG173)
666,"LWX01_06465,LWX01_06505,",cbiH,Seep-SRB2_sp._2_(str._FWG174)
667,"DFBQ01000144.1_2,DFBQ01000231.1_4,",cbiH,Seep-SRB2_sp._3_(str._002367355)
668,"PXF58400.1,PXF57921.1,PXF56416.1,",cbiH,Seep-SRB2_sp._4_(str._E20)
669,"RKX58336.1,",cbiH,Seep-SRB2_sp._5_(str._003645605)
670,"MBW2163201.1,MBW2164521.1,",cbiH,Seep-SRB2_sp._6_(str._Meg22_02_Bin_69)
671,0,cbiH,Seep-SRB2_sp._7_(str._ML8_D)
672,0,cbiH,Seep-SRB2_sp._8_(str._Meg19_1012_Bin_147)
673,0,cbiH,Seep-SRB2_sp._8_(str._Meg22_1012_Bin_335)
674,0,cbiH,Seep-SRB2_sp._8_(str._Meg22_1214_Bin_60)
675,0,cbiH,Seep-SRB2_sp._8_(str._Meg22_1416_Bin_56)
676,0,cbiH,Seep-SRB2_sp._8_(str._Meg22_1618_Bin_149)
677,0,cbiH,Seep-SRB2_sp._8_(str._Meg22_46_Bin_87)
678,0,cbiH,Seep-SRB2_sp._8_(str._Meg22_810_Bin_10)
679,0,cbiH,JACNLL01_sp014381545
680,0,cbiH,JACNLL01_sp013202725
681,"RZB29600.1,RZB32512.1,RZB29599.1,",cbiH,Eth-SRB1_sp004193555
682,0,cbiH,Eth-SRB1_sp019314185
683,0,cbiH,Eth-SRB1_sp019313565
684,0,cbiH,Seep-SRB1a_sp._1_(str._013792055)
685,"LWX51_13600,",cbiH,Seep-SRB1a_sp._2_(str._CR9063A)
686,"LWX08_10265,",cbiH,Seep-SRB1a_sp._2_(str._CR9063B)
687,"LWX02_07360,",cbiH,Seep-SRB1a_sp._2_(str._CR9063C)
688,0,cbiH,Seep-SRB1a_sp._3_(str._014237195)
689,0,cbiH,Seep-SRB1a_sp._3_(str._014237365)
690,0,cbiH,Seep-SRB1a_sp._4_(str._FWG171)
691,"LWW97_11235,LWW97_04010,",cbiH,Seep-SRB1a_sp._4_(str._FWG172)
692,0,cbiH,Seep-SRB1a_sp._5_(str._20073_SRB)
693,0,cbiH,Seep-SRB1a_sp._5_(str._20074_SRB)
694,0,cbiH,Seep-SRB1a_sp._5_(str._S7142MS3)
695,0,cbiH,Seep-SRB1a_sp._5_(str._SM7059A)
696,"QMMZ01000164.1_6,",cbiH,Seep-SRB1a_sp._6_(str._003647525)
697,0,cbiH,Seep-SRB1a_sp._8_(str._AB_03_Bin_172)
698,"MBW2164887.1,",cbiH,Seep-SRB1a_sp._9_(str._Meg22_02_Bin_90)
699,"MBW1833461.1,",cbiH,Seep-SRB1a_sp._9_(str._Meg22_24_Bin_68)
700,"MBW1745148.1,",cbiH,Seep-SRB1a_sp._9_(str._Meg22_46_Bin_236)
701,0,cbiH,S7086C20_sp001751075
702,"OEU80330.1,OEU80331.1,",cbiH,C00003060_sp001751085
703,"RLB81637.1,RLB81636.1,",cbiH,B60-G16_sp003647275
704,"RLB93668.1,RLC12905.1,RLC07266.1,RLC12911.1,RLC10448.1,",cbiH,B23-G16_sp003647435
705,"RLB93668.1,RLC12905.1,RLC07266.1,RLC12911.1,RLC10448.1,",cbiH,B23-G16_sp003647435
706,"tpgHID59454.1,tpgHID59140.1,",cbiH,DTYH01_sp012961955
707,0,cbiH,JABXJX01_sp013375375
708,"NVM23050.1,NVM23051.1,",cbiH,JABXJW01_sp013375395
709,"MBW2645764.1,",cbiH,Seep-SRB1g_sp._AB_1215_Bin_34
710,0,cbiH,Seep-SRB1g_(str._C00003104)
711,"OEU55471.1,OEU52226.1,",cbiH,Seep-SRB1g_(str._C00003106)
712,"LWX52_06520,LWX52_03575,",cbiH,Seep-SRB1g_(str._CR10073A)
713,"LWX55_13635,LWX55_06280,",cbiH,Seep-SRB1g_(str._CR10073B)
714,0,cbiH,Seep-SRB1g_(str._S7142MS4)
715,0,cbiJ,Candidatus_Desulfofervidaceae_sp._1
716,0,cbiJ,Candidatus_Desulfofervidaceae_sp._2
717,0,cbiJ,Desulfofervidales_sp._FWG156
718,0,cbiJ,HotSeep1
719,0,cbiJ,HotSeep1_B50
720,0,cbiJ,HotSeep1_E37
721,0,cbiJ,HotSeep1_E50
722,0,cbiJ,HotSeep1_FWG170
723,0,cbiJ,Dissulfurirhabdus_thermomarina_ASM1049943v1
724,0,cbiJ,Dissulfurirhabdus_thermomarina_ASM1297923v1
725,0,cbiJ,UBA5754_sp002419025
726,0,cbiJ,Seep-SRB2_sp._1_(str._G37)
727,0,cbiJ,Seep-SRB2_sp._1_(str._Meg22_1012_Bin_255)
728,0,cbiJ,Seep-SRB2_sp._1_(str._Meg22_1214_Bin_80)
729,0,cbiJ,Seep-SRB2_sp._1_(str._Meg22_1416_Bin_176)
730,0,cbiJ,Seep-SRB2_sp._2_(str._FWG173)
731,0,cbiJ,Seep-SRB2_sp._2_(str._FWG174)
732,0,cbiJ,Seep-SRB2_sp._3_(str._002367355)
733,0,cbiJ,Seep-SRB2_sp._4_(str._E20)
734,0,cbiJ,Seep-SRB2_sp._5_(str._003645605)
735,0,cbiJ,Seep-SRB2_sp._6_(str._Meg22_02_Bin_69)
736,0,cbiJ,Seep-SRB2_sp._7_(str._ML8_D)
737,0,cbiJ,Seep-SRB2_sp._8_(str._Meg19_1012_Bin_147)
738,0,cbiJ,Seep-SRB2_sp._8_(str._Meg22_1012_Bin_335)
739,0,cbiJ,Seep-SRB2_sp._8_(str._Meg22_1214_Bin_60)
740,0,cbiJ,Seep-SRB2_sp._8_(str._Meg22_1416_Bin_56)
741,0,cbiJ,Seep-SRB2_sp._8_(str._Meg22_1618_Bin_149)
742,0,cbiJ,Seep-SRB2_sp._8_(str._Meg22_46_Bin_87)
743,0,cbiJ,Seep-SRB2_sp._8_(str._Meg22_810_Bin_10)
744,0,cbiJ,JACNLL01_sp014381545
745,0,cbiJ,JACNLL01_sp013202725
746,0,cbiJ,Eth-SRB1_sp004193555
747,0,cbiJ,Eth-SRB1_sp019314185
748,0,cbiJ,Eth-SRB1_sp019313565
749,0,cbiJ,Seep-SRB1a_sp._1_(str._013792055)
750,0,cbiJ,Seep-SRB1a_sp._2_(str._CR9063A)
751,0,cbiJ,Seep-SRB1a_sp._2_(str._CR9063B)
752,0,cbiJ,Seep-SRB1a_sp._2_(str._CR9063C)
753,0,cbiJ,Seep-SRB1a_sp._3_(str._014237195)
754,0,cbiJ,Seep-SRB1a_sp._3_(str._014237365)
755,0,cbiJ,Seep-SRB1a_sp._4_(str._FWG171)
756,0,cbiJ,Seep-SRB1a_sp._4_(str._FWG172)
757,0,cbiJ,Seep-SRB1a_sp._5_(str._20073_SRB)
758,0,cbiJ,Seep-SRB1a_sp._5_(str._20074_SRB)
759,0,cbiJ,Seep-SRB1a_sp._5_(str._S7142MS3)
760,0,cbiJ,Seep-SRB1a_sp._5_(str._SM7059A)
761,0,cbiJ,Seep-SRB1a_sp._6_(str._003647525)
762,0,cbiJ,Seep-SRB1a_sp._8_(str._AB_03_Bin_172)
763,0,cbiJ,Seep-SRB1a_sp._9_(str._Meg22_02_Bin_90)
764,0,cbiJ,Seep-SRB1a_sp._9_(str._Meg22_24_Bin_68)
765,0,cbiJ,Seep-SRB1a_sp._9_(str._Meg22_46_Bin_236)
766,0,cbiJ,S7086C20_sp001751075
767,0,cbiJ,C00003060_sp001751085
768,0,cbiJ,B60-G16_sp003647275
769,0,cbiJ,B23-G16_sp003647435
770,0,cbiJ,B23-G16_sp003647435
771,0,cbiJ,DTYH01_sp012961955
772,0,cbiJ,JABXJX01_sp013375375
773,0,cbiJ,JABXJW01_sp013375395
774,0,cbiJ,Seep-SRB1g_sp._AB_1215_Bin_34
775,0,cbiJ,Seep-SRB1g_(str._C00003104)
776,0,cbiJ,Seep-SRB1g_(str._C00003106)
777,0,cbiJ,Seep-SRB1g_(str._CR10073A)
778,0,cbiJ,Seep-SRB1g_(str._CR10073B)
779,0,cbiJ,Seep-SRB1g_(str._S7142MS4)
780,0,cbiL,Candidatus_Desulfofervidaceae_sp._1
781,0,cbiL,Candidatus_Desulfofervidaceae_sp._2
782,0,cbiL,Desulfofervidales_sp._FWG156
783,0,cbiL,HotSeep1
784,0,cbiL,HotSeep1_B50
785,0,cbiL,HotSeep1_E37
786,0,cbiL,HotSeep1_E50
787,0,cbiL,HotSeep1_FWG170
788,WP_163298985.1,cbiL,Dissulfurirhabdus_thermomarina_ASM1049943v1
789,WP_163298985.1,cbiL,Dissulfurirhabdus_thermomarina_ASM1297923v1
790,"DIFG01000015.1_4,",cbiL,UBA5754_sp002419025
791,PXF55105.1,cbiL,Seep-SRB2_sp._1_(str._G37)
792,0,cbiL,Seep-SRB2_sp._1_(str._Meg22_1012_Bin_255)
