Plate	Well	Cycle	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166
1	B2	Time (s)	0	595.09	1186.974	1779.438	2371.929	2964.465	3556.786	4149.233	4741.661	5334.099	5926.581	6519.009	7111.5	7703.965	8296.474	8888.983	9481.5	10073.938	10666.429	11258.893	11851.367	12443.831	13036.277	13628.786	14221.224	14813.715	15406.188	15998.617	16591.108	17183.599	17776.072	18368.59	18961.072	19553.572	20146.072	20738.536	21331.036	21923.5	22516.009	23108.518	23700.947	24293.465	24885.92	25478.393	26070.884	26663.34	27255.849	27848.322	28440.75	29033.277	29625.777	30218.259	30810.715	31403.188	31995.617	32588.099	33180.554	33773	34365.465	34957.956	35550.429	36142.938	36735.411	37327.902	37920.322	38512.831	39105.313	39697.795	40290.277	40882.777	41475.224	42067.733	42660.215	43252.697	43845.179	44437.643	45030.161	45622.599	46215.072	46807.509	47400	47992.429	48584.884	49177.331	49769.822	50362.268	50954.697	51547.152	52139.617	52732.072	53324.5	53916.983	54509.429	55101.902	55694.411	56286.858	56880.161	57471.786	58065.054	58656.706	59249.965	59841.625	60434.884	61026.563	61619.804	62211.527	62804.688	63396.474	63989.643	64581.411	65174.358	65766.358	66359.161	66952.09	67543.786	68136.545	68729.384	69321.152	69914.125	70506.063	71098.777	71691.608	72283.438	72876.161	73468.956	74060.822	74653.581	75246.393	75838.25	76431.045	77023.831	77616.536	78208.224	78800.992	79393.242	79985.992	80578.67	81171.358	81764	82355.75	82948.509	83541.018	84133.545	84726.063	85318.617	85911.179	86503.474	87096.036	87688.652	88282.018	88873.786	89466.438	90059.5	90652.268	91244.25	91837.117	92429.483	93022.117	93614.706	94207.34	94799.947	95392.974	95986.054	96577.938	97170.563	97763.117
1	B2	Result	0.068418935	0.070793231	0.066053525	0.064892134	0.065167809	0.065911266	0.065767309	0.066292913	0.067431462	0.06415104	0.067171405	0.067622021	0.068607341	0.065460597	0.064673585	0.065879782	0.064308505	0.065323344	0.066099963	0.065593868	0.064919429	0.066641021	0.066238636	0.065434842	0.065731443	0.065779769	0.064443086	0.067648752	0.066817105	0.067048113	0.061816283	0.066405466	0.065705071	0.063981637	0.061028347	0.061641333	0.060680636	0.06122475	0.060858511	0.062509257	0.066547486	0.063483408	0.063554226	0.063265049	0.064344618	0.059786392	0.062281357	0.063291535	0.06428045	0.06336184	0.060267906	0.06109515	0.060081378	0.062878495	0.062893905	0.059779017	0.059762798	0.060383658	0.073540044	0.068715076	0.070180807	0.074526553	0.072561027	0.070888475	0.069738469	0.069917676	0.072093233	0.072081847	0.070540582	0.064705412	0.07069345	0.068229733	0.066064851	0.069465376	0.066042528	0.064849511	0.056968778	0.068663587	0.065136006	0.05887113	0.056324674	0.060533042	0.063678376	0.059131191	0.058538691	0.056561754	0.05689808	0.058332001	0.057686819	0.056507152	0.056836265	0.056279425	0.058156604	0.058323164	0.058266933	0.056766473	0.058275284	0.055614654	0.059708246	0.058966022	0.056758576	0.058069868	0.057768854	0.057715058	0.060676233	0.056355058	0.059264541	0.059910825	0.05801221	0.058050992	0.058391751	0.060016003	0.060388421	0.060531165	0.058035309	0.058392863	0.056683954	0.058023631	0.060737301	0.056898334	0.058346797	0.057453364	0.055774727	0.057793918	0.057664408	0.058269633	0.057790236	0.057586429	0.057341512	0.055372974	0.055522313	0.055642127	0.058345078	0.05866241	0.058989479	0.057093643	0.056145042	0.060868397	0.056313126	0.055257159	0.057535453	0.057149015	0.060310791	0.058267795	0.058741119	0.056681613	0.057555071	0.055628172	0.057415978	0.05686813	0.058533613	0.053777199	0.056106322	0.056502037	0.055746423	0.052519805	0.053138465	0.052987087	0.055682004	0.054980867	0.054349541	0.052607755	0.054770084	0.052289934	0.054876591	0.052204173
1	B3	Time (s)	0.661	595.75	1187.634	1780.099	2372.59	2965.125	3557.447	4149.893	4742.322	5334.759	5927.242	6519.67	7112.161	7704.625	8297.134	8889.643	9482.152	10074.599	10667.09	11259.554	11852.027	12444.492	13036.938	13629.447	14221.884	14814.375	15406.849	15999.277	16591.768	17184.259	17776.733	18369.25	18961.733	19554.233	20146.733	20739.197	21331.697	21924.161	22516.67	23109.179	23701.608	24294.125	24886.581	25479.054	26071.545	26664	27256.509	27848.983	28441.411	29033.938	29626.438	30218.92	30811.375	31403.849	31996.277	32588.759	33181.215	33773.652	34366.125	34958.617	35551.09	36143.599	36736.072	37328.563	37920.983	38513.492	39105.974	39698.456	40290.938	40883.438	41475.884	42068.393	42660.875	43253.358	43845.84	44438.304	45030.822	45623.259	46215.733	46808.17	47400.661	47993.09	48585.545	49177.992	49770.483	50362.929	50955.358	51547.813	52140.277	52732.733	53325.161	53917.643	54510.09	55102.563	55695.063	56287.518	56880.822	57472.447	58065.715	58657.367	59250.625	59842.286	60435.545	61027.224	61620.465	62212.188	62805.349	63397.134	63990.304	64582.072	65175.018	65767.018	66359.822	66952.75	67544.447	68137.206	68730.045	69321.813	69914.786	70506.724	71099.438	71692.268	72284.099	72876.822	73469.617	74061.483	74654.242	75247.054	75838.911	76431.706	77024.492	77617.197	78208.884	78801.652	79393.902	79986.652	80579.331	81172.018	81764.661	82356.411	82949.17	83541.67	84134.206	84726.724	85319.277	85911.84	86504.134	87096.697	87689.313	88282.679	88874.447	89467.099	90060.161	90652.929	91244.911	91837.777	92430.143	93022.777	93615.367	94207.992	94800.608	95393.634	95986.715	96578.599	97171.224	97763.777
1	B3	Result	0.072161494	0.073186547	0.066820638	0.068590082	0.065886444	0.068031849	0.069039986	0.071217103	0.068873093	0.066752143	0.064642499	0.069330683	0.07060121	0.067346439	0.065391457	0.068556944	0.068269897	0.067386976	0.067618626	0.066675526	0.067639594	0.064552094	0.065779011	0.066248879	0.064857182	0.065103048	0.064351027	0.064815997	0.066539377	0.06260802	0.06353683	0.063308361	0.062755361	0.063719591	0.062734024	0.062642294	0.063123012	0.062768574	0.062108041	0.063774648	0.063965178	0.06298117	0.062461138	0.062038758	0.06328654	0.062383109	0.06169043	0.063059975	0.063132489	0.064416237	0.062779909	0.064328387	0.062892729	0.06459426	0.06174045	0.062469618	0.063921215	0.067394453	0.06835265	0.063229707	0.0613198	0.065871464	0.064012675	0.06466305	0.061203478	0.067670566	0.066211556	0.069646883	0.068226045	0.067233554	0.065629557	0.067878726	0.069406126	0.069194929	0.067169581	0.064014167	0.068330437	0.064856973	0.066933537	0.069040492	0.066299425	0.068928252	0.067665263	0.070273992	0.067238441	0.068054466	0.069212835	0.069116084	0.069931106	0.069944611	0.06868802	0.070358138	0.070853366	0.070402081	0.072541265	0.070566857	0.070058165	0.069823954	0.0712354	0.071154025	0.070610121	0.074941184	0.072757277	0.073464102	0.078607261	0.075021355	0.076920511	0.080222142	0.078685418	0.078532264	0.075961266	0.080049552	0.078332506	0.081037451	0.07883487	0.080625512	0.083142038	0.082438824	0.085118322	0.083265811	0.088062668	0.088943465	0.088399996	0.091612099	0.093466085	0.093593231	0.094557412	0.096335413	0.100903931	0.100030617	0.103661947	0.104925805	0.110682082	0.111132999	0.11401628	0.115193459	0.117836908	0.125287123	0.126423711	0.125362144	0.13355805	0.136869353	0.140144071	0.142989868	0.147873762	0.152378598	0.152779081	0.162668535	0.166064763	0.174001715	0.180675945	0.179639497	0.190662095	0.195305714	0.201569545	0.209429216	0.215235716	0.22410244	0.235353366	0.244556722	0.253026664	0.262310803	0.275466049	0.283097947	0.296222359	0.307655561
1	B4	Time (s)	1.313	596.411	1188.295	1780.75	2373.25	2965.786	3558.108	4150.554	4742.983	5335.411	5927.902	6520.331	7112.822	7705.286	8297.795	8890.304	9482.813	10075.259	10667.75	11260.215	11852.688	12445.152	13037.599	13630.108	14222.545	14815.036	15407.509	15999.938	16592.429	17184.92	17777.393	18369.911	18962.393	19554.893	20147.393	20739.858	21332.358	21924.822	22517.331	23109.84	23702.268	24294.786	24887.242	25479.715	26072.206	26664.661	27257.17	27849.643	28442.072	29034.599	29627.099	30219.581	30812.036	31404.509	31996.938	32589.42	33181.875	33774.313	34366.786	34959.277	35551.75	36144.25	36736.733	37329.224	37921.643	38514.152	39106.634	39699.108	40291.599	40884.099	41476.545	42069.054	42661.536	43254.018	43846.5	44438.956	45031.483	45623.92	46216.384	46808.831	47401.322	47993.75	48586.206	49178.652	49771.143	50363.59	50956.018	51548.474	52140.938	52733.393	53325.822	53918.304	54510.75	55103.224	55695.724	56288.179	56881.483	57473.108	58066.375	58658.027	59251.286	59842.947	60436.206	61027.884	61621.125	62212.849	62806.009	63397.795	63990.965	64582.733	65175.679	65767.679	66360.483	66953.411	67545.108	68137.867	68730.697	69322.474	69915.438	70507.375	71100.09	71692.92	72284.75	72877.474	73470.268	74062.134	74654.893	75247.706	75839.563	76432.358	77025.143	77617.849	78209.536	78802.304	79394.554	79987.304	80579.983	81172.67	81765.313	82357.063	82949.822	83542.322	84134.858	84727.375	85319.929	85912.492	86504.786	87097.349	87689.965	88283.331	88875.099	89467.75	90060.813	90653.581	91245.563	91838.429	92430.795	93023.429	93616.018	94208.643	94801.259	95394.277	95987.367	96579.25	97171.867	97764.429
1	B4	Result	0.067328635	0.069574426	0.064329195	0.064586572	0.063576421	0.067417635	0.0643511	0.06755024	0.065554951	0.064353457	0.062741971	0.062710445	0.066751578	0.062719242	0.064025469	0.064597377	0.064185014	0.064163028	0.06329978	0.06376881	0.063099541	0.063388331	0.06310211	0.064509496	0.064717695	0.064392184	0.063841388	0.063519882	0.064692898	0.062476286	0.062668803	0.063111266	0.062240397	0.064461441	0.061974016	0.06454809	0.064181967	0.063303602	0.060894261	0.064405684	0.064209703	0.062598028	0.062184621	0.062932062	0.063531254	0.063108602	0.062193006	0.063389182	0.064178918	0.066038492	0.063395108	0.063764159	0.065052137	0.0688096	0.070589052	0.064694002	0.067965274	0.065871713	0.072258544	0.070150669	0.065329628	0.072147553	0.073935623	0.064520064	0.070651153	0.077212533	0.076542668	0.077677447	0.078843866	0.074109323	0.075568436	0.074707513	0.082910536	0.0784666	0.080888896	0.081300098	0.084504302	0.084103893	0.083142984	0.084221405	0.086073649	0.090523437	0.092278861	0.093013006	0.093538046	0.093836926	0.098417141	0.10043367	0.100588563	0.100759777	0.104754725	0.109164423	0.109696968	0.113780087	0.1175137	0.122406615	0.121533543	0.126284939	0.131227067	0.137260941	0.13828994	0.147126257	0.151441365	0.152588651	0.160334647	0.16415444	0.173239741	0.176526609	0.185776085	0.193037274	0.197795933	0.206800571	0.214529079	0.222508141	0.229916409	0.238253173	0.24827657	0.259227383	0.270047015	0.279678029	0.295947057	0.309336317	0.321834558	0.337085158	0.353550553	0.368122017	0.382490075	0.399121147	0.422011209	0.4378124	0.462308401	0.479996115	0.504590392	0.528402352	0.554223204	0.573032165	0.610168362	0.634191525	0.65976392	0.689491558	0.712642395	0.743763578	0.769980609	0.797198856	0.818899274	0.847087264	0.873340619	0.898317575	0.924227273	0.953200912	0.994628406	1.02023437	1.044840646	1.07350204	1.099926996	1.119189239	1.120974588	1.172624207	1.19240942	1.192758203	1.192494369	1.189457297	1.186603308	1.18786633	1.181844139	1.179954123
1	B5	Time (s)	1.974	597.063	1188.947	1781.411	2373.902	2966.438	3558.759	4151.206	4743.634	5336.072	5928.554	6520.983	7113.474	7705.938	8298.447	8890.956	9483.465	10075.911	10668.402	11260.867	11853.34	12445.804	13038.25	13630.759	14223.197	14815.688	15408.161	16000.59	16593.081	17185.572	17778.045	18370.563	18963.045	19555.545	20148.045	20740.509	21333.009	21925.474	22517.983	23110.492	23702.92	24295.438	24887.893	25480.367	26072.858	26665.313	27257.822	27850.295	28442.724	29035.25	29627.75	30220.233	30812.688	31405.161	31997.59	32590.072	33182.527	33774.974	34367.438	34959.929	35552.402	36144.911	36737.384	37329.875	37922.295	38514.804	39107.286	39699.768	40292.25	40884.75	41477.197	42069.706	42662.188	43254.67	43847.152	44439.617	45032.134	45624.572	46217.045	46809.483	47401.974	47994.402	48586.858	49179.304	49771.795	50364.242	50956.67	51549.125	52141.59	52734.045	53326.474	53918.956	54511.402	55103.875	55696.375	56288.831	56882.134	57473.759	58067.018	58658.67	59251.929	59843.59	60436.849	61028.527	61621.768	62213.492	62806.652	63398.438	63991.608	64583.375	65176.322	65768.322	66361.125	66954.054	67545.75	68138.509	68731.349	69323.117	69916.09	70508.027	71100.742	71693.563	72285.393	72878.117	73470.911	74062.777	74655.536	75248.349	75840.206	76433	77025.777	77618.483	78210.17	78802.938	79395.188	79987.938	80580.617	81173.304	81765.947	82357.697	82950.456	83542.956	84135.492	84728	85320.554	85913.125	86505.411	87097.974	87690.59	88283.956	88875.724	89468.375	90061.438	90654.206	91246.179	91839.045	92431.411	93024.045	93616.634	94209.259	94801.875	95394.902	95987.983	96579.858	97172.492	97765.045
1	B5	Result	0.072886027	0.074225777	0.068008687	0.068348955	0.067952941	0.070851405	0.067426443	0.068057679	0.068702646	0.067186044	0.067359282	0.066815737	0.07360052	0.071336682	0.072573769	0.072840236	0.075792582	0.0736597	0.075152284	0.075035223	0.075018623	0.07356102	0.075916612	0.074845453	0.074085446	0.072605838	0.073821253	0.076342252	0.076483609	0.074660107	0.074322832	0.076450913	0.076387921	0.077303959	0.075519167	0.076790427	0.074775773	0.075337686	0.074992727	0.07848233	0.078553768	0.078317907	0.07701371	0.078410794	0.078523017	0.077918048	0.078517194	0.081558348	0.082851592	0.083404714	0.083090349	0.084370106	0.084509309	0.085063134	0.086562397	0.086954379	0.087902997	0.089203253	0.090022461	0.094244444	0.09329979	0.094246298	0.096945199	0.096226667	0.098401442	0.103344896	0.104250292	0.105673759	0.109770165	0.108679691	0.113212651	0.118479155	0.12297665	0.12447606	0.126916108	0.125238958	0.132647067	0.137628338	0.142293277	0.149252152	0.149548784	0.160774216	0.160546833	0.164377013	0.175176957	0.179012963	0.182212293	0.187398821	0.195932725	0.203797251	0.210244727	0.223002952	0.230263636	0.234934485	0.24763743	0.262225991	0.271838999	0.285125655	0.293135488	0.308678883	0.31970529	0.330229604	0.342350984	0.362428504	0.377723765	0.392784935	0.413063449	0.427944469	0.443734515	0.46632939	0.479839438	0.507372892	0.519587183	0.540551722	0.568025637	0.587161148	0.61079272	0.630902278	0.668582523	0.679380751	0.716214299	0.742540073	0.761144781	0.789809287	0.824482703	0.847475159	0.880423582	0.902964985	0.94119184	0.981370652	1.003904271	1.033882999	1.068263841	1.097973585	1.127657771	1.158513999	1.181375647	1.201007867	1.231969833	1.244320321	1.257432818	1.257569528	1.256465149	1.251607084	1.251313639	1.246564293	1.239089441	1.244410014	1.241790581	1.231748724	1.238795304	1.234459734	1.2314147	1.230497432	1.230395007	1.225713396	1.230159426	1.228855491	1.23300364	1.289413738	1.360726357	1.342702079	1.350377107	1.364991832	1.35397141	1.355211949
1	B6	Time (s)	2.625	597.724	1189.608	1782.072	2374.563	2967.099	3559.42	4151.867	4744.295	5336.733	5929.215	6521.643	7114.134	7706.599	8299.108	8891.617	9484.125	10076.572	10669.063	11261.527	11854	12446.465	13038.911	13631.42	14223.858	14816.349	15408.822	16001.25	16593.742	17186.233	17778.706	18371.224	18963.706	19556.206	20148.706	20741.17	21333.67	21926.134	22518.643	23111.152	23703.581	24296.099	24888.554	25481.027	26073.518	26665.974	27258.483	27850.956	28443.384	29035.911	29628.411	30220.893	30813.349	31405.822	31998.25	32590.733	33183.188	33775.625	34368.09	34960.581	35553.054	36145.563	36738.036	37330.527	37922.947	38515.456	39107.938	39700.42	40292.902	40885.402	41477.849	42070.358	42662.84	43255.322	43847.804	44440.268	45032.786	45625.224	46217.697	46810.134	47402.625	47995.054	48587.5	49179.947	49772.438	50364.884	50957.313	51549.768	52142.233	52734.688	53327.117	53919.599	54512.045	55104.518	55697.018	56289.474	56882.777	57474.402	58067.67	58659.313	59252.572	59844.233	60437.492	61029.17	61622.411	62214.134	62808.233	63399.081	63992.242	64584.009	65176.956	65768.956	66361.759	66954.688	67546.384	68139.143	68731.983	69323.75	69916.724	70508.652	71101.367	71694.197	72286.027	72878.75	73471.545	74063.411	74656.161	75248.974	75840.831	76433.625	77026.411	77619.108	78210.795	78803.563	79395.813	79988.563	80581.233	81173.92	81766.563	82358.304	82951.063	83543.563	84136.099	84728.617	85321.17	85913.733	86506.027	87098.59	87691.206	88284.572	88876.34	89468.983	90062.054	90654.813	91246.795	91839.661	92432.027	93024.661	93617.242	94209.867	94802.465	95395.492	95988.572	96580.456	97173.081	97765.634
1	B6	Result	0.065241806	0.066344281	0.063506112	0.063546216	0.062372637	0.06417997	0.064064848	0.063750474	0.064908786	0.063424042	0.0645799	0.066142949	0.068385422	0.066813166	0.067576879	0.068300401	0.068252075	0.067759614	0.067942838	0.069408672	0.070543446	0.07050797	0.072798175	0.072694269	0.071343304	0.073725909	0.073883742	0.075696556	0.075389931	0.074547566	0.075078994	0.078435442	0.079204209	0.079904744	0.080417493	0.082838707	0.083535892	0.083216955	0.085104665	0.087821494	0.091838627	0.094175884	0.091251709	0.093561709	0.096691783	0.100086901	0.101985264	0.106027767	0.110036863	0.112617347	0.116146876	0.117658162	0.122464818	0.125920108	0.130250999	0.134460405	0.138911796	0.144828162	0.150365049	0.156922668	0.162077814	0.169377947	0.177403787	0.180303901	0.188560703	0.197437	0.22591939	0.215454924	0.225100917	0.237980944	0.240670085	0.257282448	0.261492622	0.273612684	0.282839769	0.295202333	0.315984946	0.327683622	0.347033608	0.362839001	0.377483267	0.395554507	0.411561114	0.431531113	0.453045732	0.474959117	0.499694216	0.513625574	0.53636471	0.557640362	0.57362324	0.595725954	0.62692548	0.651563752	0.683650053	0.702224588	0.733376396	0.772242856	0.792439437	0.83102951	0.860755992	0.897431314	0.9197294	0.949485791	0.98292048	1.009189129	1.025734043	1.083413315	1.090070558	1.127160501	1.144471836	1.192923856	1.189665675	1.199224067	1.203040075	1.215667462	1.214940023	1.207159448	1.200547218	1.207890677	1.204108858	1.197573328	1.198616171	1.204281664	1.198322439	1.199375224	1.200466704	1.201748729	1.196146035	1.190923715	1.203255701	1.196553349	1.190813637	1.192092037	1.193641734	1.188084936	1.184257269	1.192683172	1.190955806	1.18660624	1.187122869	1.190028381	1.199705386	1.198914814	1.200548029	1.19901731	1.197447705	1.196628761	1.196292138	1.181312656	1.131973696	1.390363073	1.263282776	1.161305165	1.232941628	1.368422079	1.169811893	1.161264491	1.301751256	1.299120831	1.226384807	1.34470706	1.333832812	1.130596781	1.282915211	1.306797218
