short_codes,trial_IDs,Time (s),Raw_OD(590),mNeonGreen,mRuby
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,40883.996999999996,0.108679690957069,17800.0,5701.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,41476.399,0.113212651014328,18086.0,5925.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,42068.902,0.118479155004025,18106.0,6056.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,42661.363000000005,0.122976650297642,18223.0,6589.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,43253.854,0.124476060271263,18215.0,6825.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,43846.31566666666,0.126916107535362,18313.0,7313.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,44438.744000000006,0.125238958001137,18415.0,7617.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,45031.27066666667,0.132647067308426,20715.0,8784.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,45623.69966666666,0.137628337740898,18609.0,8313.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,46216.14866666667,0.142293277382851,18721.0,8681.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,46808.58666666667,0.149252152442932,20077.0,9393.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,47401.07166666666,0.149548783898354,21372.0,10708.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,47993.47933333333,0.16077421605587,21360.0,10998.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,48585.92566666667,0.160546833276749,19641.0,11058.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,49178.35133333333,0.164377012848854,19911.0,11245.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,49770.80333333334,0.175176957249641,20750.0,11877.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,50363.24133333333,0.179012963175774,21941.0,13300.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,50955.67566666667,0.182212293148041,20240.0,12464.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,51548.071333333326,0.187398821115494,20612.0,13381.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,52140.55966666667,0.195932725071907,21238.0,14491.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,52732.958333333336,0.203797250986099,21282.0,14480.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,53325.38700000001,0.210244727134705,21559.0,15281.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,53917.842333333334,0.223002952337265,21784.0,15781.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,54510.29766666667,0.230263635516167,22144.0,16718.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,55102.693333333336,0.234934484958649,22630.0,17611.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,55695.193333333336,0.247637429833412,23137.0,18207.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,56287.592333333334,0.262225991487503,23103.0,19272.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,56880.931333333334,0.271838998794556,23975.0,20057.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,57472.518000000004,0.285125654935837,24381.0,21013.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,58065.75,0.293135488033295,24788.0,21826.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,58657.42266666667,0.308678883314133,25441.0,22745.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,59250.655,0.31970528960228,26011.0,24176.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,59842.32766666667,0.330229604244232,26518.0,24823.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,60435.57166666666,0.34235098361969,26866.0,26058.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,61027.27666666667,0.362428504228592,27499.0,26708.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,61620.46133333333,0.37772376537323,28252.0,28509.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,62212.17266666666,0.392784935235977,28600.0,29464.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,62805.916666666664,0.413063448667526,30551.0,31361.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,63397.09533333334,0.427944469451904,29657.0,32744.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,63990.22933333333,0.443734514713287,30524.0,34196.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,64581.95533333334,0.466329389810562,31914.0,35779.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,65174.943666666666,0.479839438199997,33188.0,36907.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,65766.872,0.507372891902924,33172.0,38149.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,66359.68466666667,0.519587182998657,34224.0,39787.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,66952.64566666668,0.540551722049713,34691.0,40958.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,67544.30333333333,0.568025636672974,36351.0,42219.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,68137.04466666667,0.587161147594452,37657.0,45323.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,68729.88699999999,0.610792720317841,37676.0,44582.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,69321.70566666668,0.630902278423309,38412.0,47614.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,69914.64866666666,0.66858252286911,39934.0,49966.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,70506.55066666666,0.679380750656128,38862.0,51434.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,71099.25033333334,0.716214299201965,41060.0,53168.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,71692.08933333332,0.742540073394775,42373.0,55283.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,72283.91366666666,0.761144781112671,42505.0,56534.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,72876.62233333335,0.789809286594391,42966.0,59350.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,73469.44633333334,0.824482703208923,45229.0,61428.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,74061.31833333334,0.847475159168243,47520.0,63142.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,74654.02366666666,0.880423581600189,48132.0,66054.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,75246.85433333334,0.902964985370636,48900.0,66304.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,75838.72933333334,0.941191840171814,49322.0,69672.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,76431.479,0.981370651721954,52317.0,70033.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,77024.241,1.00390427112579,54984.0,73748.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,77616.93766666665,1.03388299942017,55096.0,75417.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,78208.655,1.06826384067535,57103.0,76443.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,78803.01166666666,1.09797358512878,60084.0,78775.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,79393.643,1.12765777111053,60807.0,80780.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,79986.387,1.15851399898529,63134.0,82776.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,80579.04166666667,1.18137564659119,65923.0,84558.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,81171.73233333333,1.20100786685944,68886.0,87468.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,81764.39,1.23196983337402,72311.0,87083.0
G4,r1_ecoli_mRuby-r10_pf-5_ecoli,82356.08633333334,1.24432032108307,71751.0,91050.0
