rxn,pf_cpd00106,pf_cpd00064,pf_cpd00073,pf_cpd00036,pf_cpd00136,pf_cpd00154,pf_cpd00033,pf_cpd00118,pf_cpd00129,pf_cpd00246,pf_cpd00276,pf_cpd00082,pf_cpd00367,pf_cpd00080,pf_cpd00107,pf_cpd01017,pf_cpd00797,pf_cpd00051,pf_cpd00308,pf_cpd00179,pf_cpd00355,pf_cpd00100,pf_cpd00281,pf_cpd00060,pf_cpd00137,pf_cpd00214,pf_cpd00119,pf_cpd00027,pf_cpd11579,pf_cpd00210,pf_cpd00550,pf_cpd00264,pf_cpd00054,pf_cpd00041,pf_cpd00122,pf_cpd15603,pf_cpd00039,pf_cpd00309,pf_cpd00588,pf_cpd00028,pf_cpd00117,pf_cpd00307,pf_cpd00653,pf_cpd00138,pf_cpd00159,pf_cpd00023,pf_cpd03048,pf_cpd00065,pf_cpd03847,pf_cpd00609,pf_cpd00311,pf_cpd01914,pf_cpd00024,pf_cpd00162,pf_cpd00794,pf_cpd00105,pf_cpd01015,pf_cpd00069,pf_cpd00322,pf_cpd00098,pf_cpd00092,pf_cpd00053,pf_cpd00156,pf_cpd01080,pf_cpd00066,pf_cpd00130,pf_cpd00128,pf_cpd00731,pf_cpd00020,pf_cpd00029,pf_cpd00047,pf_cpd00363,pf_cpd00221,ecoli_cpd00182,ecoli_cpd00106,ecoli_cpd00064,ecoli_cpd00108,ecoli_cpd00036,ecoli_cpd00154,ecoli_cpd00033,ecoli_cpd00412,ecoli_cpd00118,ecoli_cpd00161,ecoli_cpd00129,ecoli_cpd00039,ecoli_cpd00246,ecoli_cpd00020,ecoli_cpd00276,ecoli_cpd00082,ecoli_cpd00080,ecoli_cpd00023,ecoli_cpd00367,ecoli_cpd00107,ecoli_cpd00573,ecoli_cpd00184,ecoli_cpd00224,ecoli_cpd00314,ecoli_cpd01017,ecoli_cpd00222,ecoli_cpd01217,ecoli_cpd00051,ecoli_cpd00179,ecoli_cpd00355,ecoli_cpd00100,ecoli_cpd00079,ecoli_cpd00060,ecoli_cpd00438,ecoli_cpd00249,ecoli_cpd00214,ecoli_cpd00119,ecoli_cpd00654,ecoli_cpd03198,ecoli_cpd01171,ecoli_cpd00176,ecoli_cpd00550,ecoli_cpd00264,ecoli_cpd00054,ecoli_cpd00644,ecoli_cpd00041,ecoli_cpd00122,ecoli_cpd00035,ecoli_cpd15603,ecoli_cpd00277,ecoli_cpd00164,ecoli_cpd00309,ecoli_cpd00132,ecoli_cpd03279,ecoli_cpd01262,ecoli_cpd00137,ecoli_cpd00588,ecoli_cpd00280,ecoli_cpd00028,ecoli_cpd00117,ecoli_cpd00307,ecoli_cpd00653,ecoli_cpd08021,ecoli_cpd00138,ecoli_cpd00142,ecoli_cpd00159,ecoli_cpd00065,ecoli_cpd03847,ecoli_cpd00609,ecoli_cpd00311,ecoli_cpd00024,ecoli_cpd00162,ecoli_cpd00027,ecoli_cpd00794,ecoli_cpd00105,ecoli_cpd00226,ecoli_cpd00751,ecoli_cpd00139,ecoli_cpd01329,ecoli_cpd01015,ecoli_cpd00069,ecoli_cpd00322,ecoli_cpd00059,ecoli_cpd00092,ecoli_cpd00053,ecoli_cpd00156,ecoli_cpd00811,ecoli_cpd01080,ecoli_cpd00151,ecoli_cpd00208,ecoli_cpd00396,ecoli_cpd00305,ecoli_cpd00066,ecoli_cpd00130,ecoli_cpd00158,ecoli_cpd00235,ecoli_cpd00383,ecoli_cpd00128,ecoli_cpd00042,ecoli_cpd00731,ecoli_cpd01757,ecoli_cpd00136,ecoli_cpd00221
EX_cpd00001_e0,1.8100835307555965,2.1008602510500953,2.507705642452739,2.8894056983204535,2.8574330960154657,5.58815926266165,3.379866512153889,4.531210472662403,2.2074656927678684,2.837189515295324,4.157863827182256,4.377955031608345,2.50770564245258,2.676102171587135,4.416804241336678,-0.18958896014335277,5.356021622857965,-0.3031132019366273,4.53329638430426,8.406312796512942,4.526570956185221,4.48265812876326,2.550705607686562,2.401037849933204,2.9601378101031592,4.26574008882967,-2.6976092637403184,5.3241047207292596,4.519014018909601,4.501872040026224,2.835389575013923,4.531463026986804,2.803851256414613,1.810083530755664,2.788798430419476,-0.18958896014337798,4.405679134921843,4.275270524847165,6.68019878298468,4.522567502450917,2.15743210901467,-3.2018267420818693,5.3192676917228425,5.324104720726257,4.033114431611892,1.9316314985214569,4.530193570355276,4.476375141369608,4.195565788545962,4.282101060294302,1.4288684382865544,2.844939038163309,2.220024999130938,3.148770557139171,8.406312796516188,5.5881592626627175,2.507705642452588,4.43562340069882,2.5665601891420855,4.645359231407328,-2.0329606712929595,0.9402861804660195,3.7600808111056256,4.224212962238912,4.403378412447787,3.5120915642233803,4.213699274239043,1.2259835876193341,2.8353895750138336,4.533296384304258,5.545909354884841,4.830073310582272,4.033114431611769,0.46456431944207743,1.0970607274776671,-0.4095265843583784,1.8196670620236632,1.0256637686686103,1.8344889371325765,0.09073197043534564,1.1936946860080253,1.0496703579400937,0.04983071350146964,-0.3492517288985302,-0.44447417855760896,0.9985527500798753,-0.4638026100420536,1.2661035736022992,1.8880450048208581,1.8880450048208988,1.2509935581881375,0.5747437839309769,-0.41783403881370523,1.7503294021938471,1.2606369521377867,1.8344889371325983,2.9358811117650254,-0.4725434572832344,1.750329402194061,1.0121286709593,-0.49191459319223196,1.6783639679262643,1.0468174294611907,-0.4618382986303934,1.266103573602425,-0.463335208891654,0.5124436269866326,1.1428249180553454,-0.4725645398452345,-0.46020258534396435,0.6214097965398283,1.4865219689006377,2.935881111764978,1.199466991686176,-0.46380261004066975,1.0498691275471925,0.030504620353924122,1.0485245096165583,1.0970607274778397,1.5609622930022786,-0.4652758436001951,-0.47254345728197644,1.015128776211168,1.2154804338520755,-0.4055068005830259,0.524624026285939,1.0466855604704208,0.7873731834178302,1.921819530405607,2.9358811117649304,1.2154804338520506,1.0437306543856486,-0.4652758436004217,-0.47229783460985214,1.7503294021939102,-0.46331153218841836,1.8880450048208473,-0.46380261004116663,-0.46331153218761945,-0.4777103412020417,-0.4554169147970888,1.1851216164125262,0.5904418223944289,1.8021079974713876,-0.4635570711156876,1.8880450048207904,1.6783639679260993,1.7625722405286135,-0.4294855023710206,1.0451928233821883,-0.4601195261445032,-0.192997154823508,-0.4645392268224258,-0.4699645168659977,-0.4362027101800953,1.2353304298702794,-0.4589608674274579,-0.31319224596430384,-0.3869611404199243,-0.46331153218603194,-0.47256453984430075,1.0435452095121984,1.4865219689009226,1.0451928233823107,1.0468291217910048,-0.4816827983103924,1.6751457951144926,1.6783639679272127,1.266103573602454,-0.38536489474227403,-0.4459377054697806,-0.38464138955973587,-0.47018662212961226,0.24445303813846714,1.0496469732804394,-0.4633115321892382
EX_cpd00007_e0,-1.0043157677918813,-1.2316443650626177,-1.787178654371857,-1.1288529409724068,-3.940281795498931,-1.4522999806368015,-1.744181431444936,-2.02490790978951,-1.2671795123018303,-1.167597041934028,-1.1662408935417274,-1.008549278688653,-1.8988773202700882,-0.8799988264499542,-2.0029458107690172,-1.6846863968508172,-1.898877320270115,-1.2909596422012137,-2.025520587872636,-0.9163321306399278,-2.023074552471908,-1.2153084992136978,-1.3815928172747172,-3.2673093249889678,-1.021620806957419,-1.9324483780581352,-1.2069777038713476,-1.1662408935416468,-2.044847030793936,-2.038884603356239,-1.4349443063803784,-2.025020156155921,-1.395521408131375,-1.004315767791905,-1.1155347677355087,-1.6846863968508103,-1.9836048986161978,-1.959394496695518,-1.1933627747868407,-2.022298181771122,-1.525338635180127,-1.3876183024588002,-1.165434722040137,-1.1662408935416864,-1.5253386351801437,-1.1752347808863879,-2.0448470307939335,-2.0087911301901733,-1.912389594952663,-1.175234780886383,-1.0873556969091702,-3.3412928563606714,-0.9835683811351359,-1.6388140821915778,-0.9163321306398874,-1.452299980636774,-1.8988773202700857,-1.9958332783175352,-2.1391710633292593,-2.137653588954586,-1.455667321807694,-1.2671795123018024,-2.647280670339948,-1.9158375274218324,-1.9883844640139023,-1.0043157677918526,-1.9457806496626349,-1.6388925778690695,-1.4349443063803413,-2.02552058787263,-2.0254691416214228,-1.6814430614011286,-1.5253386351800928,-0.5566631835431318,-0.5780850676367342,-0.02523091410205171,-0.7114893140144376,-0.5061123257306231,-0.6426728122590519,-0.1636050277330661,-0.610437215432436,-0.001964311411713165,-0.16360502773306873,-0.09615862116079091,-0.028543802049018133,-0.5775937246864862,-0.0019643114117123294,-0.6219414312184526,-0.6219414312184528,-0.7056082243947417,-0.3896007673355333,-0.590106296404537,-0.037538884754009925,-0.5508624105077591,-0.6218905789257592,-0.6426728122590699,-0.8382688855553094,-0.02235910289135237,-0.5508624105077765,-0.459112960648235,-0.09615862116080183,-0.6452599184045993,-0.00140307957979535,-0.0019643114117134644,-0.6219414312184572,-0.013341374090996125,-0.8728002810677445,-0.6104372154324329,-0.024916275954453837,-0.007926360007375826,-0.591361052450178,-0.7242214626815939,-0.8382688855553025,-0.5508624105077828,-0.0019643114117118545,-0.0019643114117139666,-0.1636050277330678,-0.0019643114117139366,-0.5780850676367264,-0.9477255051567893,-0.0019643114117129613,-0.022359102891361452,-0.789350530956546,-0.448376380645862,-0.03197160238350556,-0.5755746825501298,-0.5775937246864886,-0.5389669018699128,-0.8082084504718668,-0.8382688855552948,-0.4483763806458591,-0.0016836954957542387,-0.001964311411714154,-0.020978275845095103,-0.5508624105077701,-0.0019643114117131287,-0.6219414312184524,-0.0019643114117139865,-0.001964311411714142,-0.0047201919145112535,-0.037421574809900514,-0.40167050766191514,-0.4430731983267285,-0.8101554245313524,-0.0019643114117151813,-0.6219414312184385,-0.6452599184046092,-0.6851378579398243,-0.031971602383512286,-0.615146412762239,-0.0019643114117123355,-0.3159461148892765,-0.0019643114117147255,-0.012348276376620825,-0.02417985103372431,-0.6025057614928827,-0.020978275845098093,-0.09615862116079225,-0.07332343549508631,-0.001964311411702927,-0.024916275954454135,-0.0019643114117152485,-0.72422146268158,-0.6151464127622358,-0.0019643114117141,-0.01545194900313563,-0.5780850676367284,-0.6452599184046109,-0.6219414312184649,-0.034204112790018636,-0.03197160238351112,-0.09615862116079198,-0.00196431141171356,-0.8424226712504567,-0.0019643114117141934,-0.0019643114117114412
EX_cpd00009_e0,-0.07625410303807138,-0.07625410303806611,-0.07625410303807939,-0.07625410303807273,-0.07625410303808397,-0.07625410303807638,-0.07625410303805909,-0.07625410303807,-0.0762541030380761,-0.07625410303807421,-0.07625410303807394,-0.07625410303807259,-0.07625410303807933,1.3470907995508878,-0.07625410303807671,-0.07625410303835133,-0.07625410303808124,-0.07625410303807476,-0.07625410303807569,-0.076254103038068,-0.07569287120615206,-0.07625410303807048,-0.07625410303807151,-0.07625410303809058,-0.0762541030380714,-0.07625410303808908,-0.07625410303806988,-0.0762541030380734,-0.0762541030380811,-0.07625410303807327,-0.07625410303807532,-0.07625410303807956,-0.07625410303807577,-0.0762541030380809,-0.07625410303807097,-0.07625410303826868,-0.0762541030380765,-0.07625410303807119,-0.0762541030380761,-0.07625410303805699,-0.07625410303807582,-0.07625410303806864,-0.0762541030380688,-0.07625410303808663,-0.07625410303807412,-0.0762541030380698,-0.07625410303807667,-0.07625410303807291,-0.07625410303806922,-0.07625410303807321,-0.0762541030380769,-0.07625410303809091,-0.07625410303806408,-0.07625410303807037,-0.07625410303807353,-0.07625410303807638,-0.0762541030380786,-0.07625410303806979,-0.07625410303808328,-0.07625410303808398,-0.0762541030380683,-0.07625410303807151,-0.07625410303808816,-0.07625410303808373,-0.07625410303806918,-0.07625410303807745,-0.07625410303806918,-0.07625410303807728,-0.07625410303807365,-0.07625410303807853,-0.0762541030380751,-0.07625410303806705,-0.07625410303807245,-0.07625410303808157,-0.07625410303807748,-0.07625410303807988,-0.07625410303808858,-0.07625410303809722,-0.07625410303810548,-0.0762541030380918,-0.07625410303807298,-0.0762541030380859,-0.0762541030380365,-0.07625410303809248,-0.0762541030380824,-0.07625410303808937,-0.0762541030380706,-0.07625410303806966,-0.07625410303807367,0.6293541213566543,-0.07625410303810311,-0.07625410303808842,-0.07625410303806861,-0.07625410303807784,-0.07625410303808808,-0.07625410303807569,-0.07625410303808743,-0.07625410303808532,-0.07625410303810203,-0.07625410303809627,-0.07625410303806694,-0.07625410303808716,-0.07569287120616457,-0.07625410303809145,0.5456873281803749,-0.07625410303807885,-0.07625410303808726,-0.07625410303808788,-0.07625410303807668,-0.07625410303808373,-0.07625410303810234,-0.07625410303808926,-0.07625410303807906,-0.07625410303808584,-0.07625410303810957,-0.07625410303806546,-0.07625410303807476,-0.07625410303808927,-0.07625410303808801,-0.07625410303807846,-0.07625410303808253,-0.07625410303809128,-0.07625410303809022,-0.07625410303808926,-0.07625410303808214,-0.07625410303808969,-0.07625410303809325,-0.07625410303807902,-0.07625410303809055,-0.07625410303807091,-0.07625410303807875,-0.07625410303807509,-0.0762541030380856,-0.07625410303808576,-0.07625410303808315,-0.0762541030380825,-0.07625410303807728,-0.07625410303808658,-0.07625410303810079,-0.07625410303807335,-0.07625410303808004,-0.07625410303808045,-0.07625410303808172,-0.07625410303808423,-0.0762541030380834,-0.07625410303808253,-0.07625410303808529,-0.07625410303807112,-0.07625410303809721,-0.07625410303808743,-0.0762541030380877,-0.07625410303813342,-0.07625410303809059,-0.07625410303809155,-0.07625410303806295,-0.0762541030380727,-0.07625410303808322,-0.07625410303808591,-0.07625410303806328,-0.07625410303809485,-0.0762541030380903,-0.07625410303805134,-0.07625410303809874,-0.07625410303809327,-0.07625410303809374,-0.07625410303808804,-0.07625410303807936,-0.07625410303807806,0.5456873281803977,-0.0762541030380741,-0.07625410303806882,-0.07625410303808502,-0.07625410303808837,-0.07625410303808937,-0.07625410303809417,-0.07625410303808233
EX_cpd00011_e0,3.058444114105822,2.4086338055476166,3.9265477755686446,2.2281962929020223,4.292472262323745,3.432644087033864,2.968392460013599,2.3762565288665916,2.5863095417438444,2.137015803053154,3.168589545096242,2.222439855980647,2.2510677870950415,0.5204466880014155,2.298827950462959,3.4352938405655,1.3016291269599558,3.996169833441111,5.441255360960756,7.167129751525183,2.375545635212823,0.8078549789417906,1.776783249333596,2.9089298036860765,3.081517499660295,2.1102249132019137,2.3887417838602176,3.168589545101481,2.3634988432818655,2.3687159672898446,2.8943951470244955,2.3765090831910025,2.8470876691258096,3.058444114105828,2.864352790262754,3.4352938405654974,2.30725156339214,2.4074997706709897,3.331320832570064,2.3735064928902383,1.8774589480260664,4.105478895628903,3.1637525160951085,3.168589545098501,1.877458948026058,2.1265858846665213,2.374678394727539,2.358621501057889,2.040050612918203,3.3018206655529587,1.7358090779286657,3.6487651174029194,2.6070078724169696,0.993115073553478,7.167129751528304,3.432644087034952,4.149945107365257,2.341849606954185,1.2431716201702656,0.9931150735534233,4.377674973024661,2.5863095417439177,2.94310404928863,2.0686977866111578,2.3251229818357286,3.0584441141058463,2.377900122446361,1.9697926401343588,2.894395147024505,2.3776409007186836,3.3903941792570924,0.993115073553295,1.8774589480260726,0.10915994340857373,0.6162002984918907,0.03811523085511279,0.03811523085521064,0.5442275565858217,0.07718834102488221,0.07676741715137449,0.09816661687014346,3.7426045122216003,0.07676741715064868,0.03811523085555244,0.03811523085519793,0.1091599434085485,0.038115230855122105,0.07718834102500907,0.07718834102505645,0.07718834102503667,0.038115230855716,0.09816661687013918,0.0,0.07718834102500917,0.07876476209854716,0.07718834102508494,0.07718834102502929,0.060474333746452794,0.07718834102507785,0.10915994340857105,0.13427385201551476,0.16754747887114255,3.7426045122215963,0.038115230855098235,0.07718834102503624,0.03811523085537412,0.42678774984913487,0.09816661687012909,0.03811523085504868,0.030188870847069924,0.09816661686984401,0.0546670241224956,0.07718834102503877,0.07718834102505437,0.03811523085560574,3.7432125133727774,0.07676741715112596,3.743259282692157,0.6162002984920136,1.3003368958556787,0.038115230855349715,0.0604743337465682,0.8432014633277608,0.0771883410250337,0.03811523085536882,0.6136899134053612,0.10915994340854422,0.03811523085528567,1.597446620806123,0.07718834102503914,0.07718834102503824,3.738862966675511,0.03811523085526372,0.05909350670032187,0.07718834102503574,0.03811523085536929,0.07718834102503941,0.03811523085543415,0.03811523085566363,0.033395038940275464,0.03811523085509394,0.07718834102504876,0.10915994340844844,1.505181947766203,0.03811523085508423,0.07718834102499869,0.16754747887106938,0.03811523085518567,0.03811523085522701,0.038115230855011784,0.03909738656118994,0.0381152308547821,0.04007954226647794,0.025766954478644157,0.03811523085485707,0.6796941025179808,0.059093506700482634,0.038115230855162836,0.0,0.03811523085622306,0.0381152308553785,3.741642960190981,0.05466702412271371,0.03811523085517583,3.7400321996586317,0.022663281852398805,0.6162002984919462,0.16754747887197605,0.07718834102510279,0.03811523085499433,0.03811523085494123,0.002967898881927889,0.03811523085529583,0.6156446444301027,3.743352821330829,0.03811523085508466
EX_cpd00013_e0,-0.8611666496308298,1.6021220804944118,2.7131906591128296,-0.8611666496308321,-0.8611666496309023,-0.8611666496308422,0.8830147818142566,-0.8600441859669959,0.4060128626710316,-0.7332802400968086,0.3050742439108973,-0.8611666496308314,1.0377106706393895,-0.8611666496308437,-0.8236277648768194,2.029032338537469,-0.8611666496308474,4.302671919173568,-0.8611666496308367,-0.8611666496308329,-0.8600441859669965,-0.8611666496308279,0.5204261676439399,0.4705369150594857,-0.8611666496308273,-0.8611666496308329,2.759766461983309,-0.8611666496308393,-0.8611666496308333,-0.8388075467394763,1.3534944059658274,-0.8603248018829649,1.3377252466662632,0.8408413838369901,0.2543681181046814,2.0290323385374767,-0.8040790455327946,-0.7332802400968106,-0.8611666496308399,-0.8600441859670088,1.0145156729663483,3.8703139110174263,-0.8611666496308277,-0.8611666496308228,-0.8611666496308329,0.31406813125557254,-0.8611666496308359,-0.8517262658018192,-0.8611666496308419,-0.861166649630834,0.3540754568123397,0.6185039778028487,-0.8611666496308162,1.1344719933373257,-0.8611666496308402,-0.8611666496308353,1.0377106706393764,-0.8488183732542111,-0.029040042974886437,-0.8611666496308493,2.565349801530506,1.6731923749729294,0.4773717641799906,-0.8611666496308417,-0.8457147006276919,-0.8611666496308432,-0.7013086377133025,1.071716169131018,-0.8611666496308328,-0.8611666496308447,-0.8611666496308329,-0.8611666496308215,-0.8611666496308307,-0.17661705655367788,-0.8611666496308411,-0.8107048214267444,-0.86116664963085,-0.8611666496308702,-0.8611666496308967,-0.6975616218978015,-0.81921009794063,-0.8600441859670276,-0.6975616218977179,-0.7650080284700697,-0.8040790455328237,-0.7332802400968139,-0.8611666496308387,-0.23922521841237007,-0.8611666496308389,-0.8611666496308615,-0.7650080284701083,-0.22910380153612014,-0.8236277648768402,-0.8611666496308357,-0.8580138074838186,-0.8611666496308334,-0.861166649630868,-0.8164484438481545,-0.8611666496308886,-0.7332802400968133,-0.47653216498760964,-0.8611666496308462,-0.8600441859670434,-0.861166649630855,-0.8611666496308591,-0.8478252755398554,0.13952004097093054,-0.8192100979406635,-0.8611666496308212,-0.8373875696087307,-0.22784904549049886,-0.8611666496308588,-0.8611666496308459,-0.8611666496308594,-0.859202338219203,-0.8603248018829479,-0.697561621897769,-0.8606054177989225,-0.2830815819941271,0.08655885552547579,-0.8592023382191489,-0.8164484438487044,0.05607029085973447,-0.8611666496308581,-0.7332802400968338,0.28998271546938836,-0.733280240096814,-0.8611666496308445,-0.8611666496308653,-0.8611666496308338,-0.8611666496308442,-0.8600441859670414,-0.859202338219151,-0.7982318220955867,-0.8611666496308524,-0.8611666496308683,-0.8611666496308431,-0.8611666496308574,-0.8611666496308722,-0.8517262658018155,-0.8611666496308414,-0.8611666496308459,-0.29020704177008433,-0.8611666496308589,-0.8592023382191178,-0.8611666496308531,-0.8611666496307665,-0.8611666496308386,-0.7332802400968227,-0.8611666496308543,-0.861166649630851,-0.8611666496308568,-0.8592023382191315,-0.8488183732542478,-0.8369867985970927,-0.8611666496308348,-0.8192100979406556,-0.6688494073092828,-0.7878432141357263,-0.8611666496309786,-0.8611666496305757,-0.8580138074837609,-0.8611666496308776,-0.8611666496308681,-0.8600441859670266,-0.8457147006277264,-0.8611666496308557,-0.8611666496309969,-0.861166649630831,-0.8611666496308414,-0.701308637713273,-0.6464903044179019,-0.8572380268074411,-0.018743978380399363,-0.8611666496308671,-0.8611666496308382
EX_cpd00020_e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.21466105559666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019643114117123294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00023_e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1752347808863879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3896007673355333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00024_e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2713191784364843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8101554245313524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00027_e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1662408935416468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6219414312184385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00028_e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00028061591595918145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00028061591595913114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
