rxn,pf_cpd00106,pf_cpd00064,pf_cpd00073,pf_cpd00036,pf_cpd00136,pf_cpd00154,pf_cpd00033,pf_cpd00118,pf_cpd00129,pf_cpd00246,pf_cpd00276,pf_cpd00082,pf_cpd00367,pf_cpd00080,pf_cpd00107,pf_cpd01017,pf_cpd00797,pf_cpd00051,pf_cpd00308,pf_cpd00179,pf_cpd00355,pf_cpd00100,pf_cpd00281,pf_cpd00060,pf_cpd00137,pf_cpd00214,pf_cpd00119,pf_cpd00027,pf_cpd11579,pf_cpd00210,pf_cpd00550,pf_cpd00264,pf_cpd00054,pf_cpd00041,pf_cpd00122,pf_cpd15603,pf_cpd00039,pf_cpd00309,pf_cpd00588,pf_cpd00028,pf_cpd00117,pf_cpd00307,pf_cpd00653,pf_cpd00138,pf_cpd00159,pf_cpd00023,pf_cpd03048,pf_cpd00065,pf_cpd03847,pf_cpd00609,pf_cpd00311,pf_cpd01914,pf_cpd00024,pf_cpd00162,pf_cpd00794,pf_cpd00105,pf_cpd01015,pf_cpd00069,pf_cpd00322,pf_cpd00098,pf_cpd00092,pf_cpd00053,pf_cpd00156,pf_cpd01080,pf_cpd00066,pf_cpd00130,pf_cpd00128,pf_cpd00731,pf_cpd00020,pf_cpd00029,pf_cpd00047,pf_cpd00363,pf_cpd00221,ecoli_cpd00182,ecoli_cpd00106,ecoli_cpd00064,ecoli_cpd00108,ecoli_cpd00036,ecoli_cpd00154,ecoli_cpd00033,ecoli_cpd00412,ecoli_cpd00118,ecoli_cpd00161,ecoli_cpd00129,ecoli_cpd00039,ecoli_cpd00246,ecoli_cpd00020,ecoli_cpd00276,ecoli_cpd00082,ecoli_cpd00080,ecoli_cpd00023,ecoli_cpd00367,ecoli_cpd00107,ecoli_cpd00573,ecoli_cpd00184,ecoli_cpd00224,ecoli_cpd00314,ecoli_cpd01017,ecoli_cpd00222,ecoli_cpd01217,ecoli_cpd00051,ecoli_cpd00179,ecoli_cpd00355,ecoli_cpd00100,ecoli_cpd00079,ecoli_cpd00060,ecoli_cpd00438,ecoli_cpd00249,ecoli_cpd00214,ecoli_cpd00119,ecoli_cpd00654,ecoli_cpd03198,ecoli_cpd01171,ecoli_cpd00176,ecoli_cpd00550,ecoli_cpd00264,ecoli_cpd00054,ecoli_cpd00644,ecoli_cpd00041,ecoli_cpd00122,ecoli_cpd00035,ecoli_cpd15603,ecoli_cpd00277,ecoli_cpd00164,ecoli_cpd00309,ecoli_cpd00132,ecoli_cpd03279,ecoli_cpd01262,ecoli_cpd00137,ecoli_cpd00588,ecoli_cpd00280,ecoli_cpd00028,ecoli_cpd00117,ecoli_cpd00307,ecoli_cpd00653,ecoli_cpd08021,ecoli_cpd00138,ecoli_cpd00142,ecoli_cpd00159,ecoli_cpd00065,ecoli_cpd03847,ecoli_cpd00609,ecoli_cpd00311,ecoli_cpd00024,ecoli_cpd00162,ecoli_cpd00027,ecoli_cpd00794,ecoli_cpd00105,ecoli_cpd00226,ecoli_cpd00751,ecoli_cpd00139,ecoli_cpd01329,ecoli_cpd01015,ecoli_cpd00069,ecoli_cpd00322,ecoli_cpd00059,ecoli_cpd00092,ecoli_cpd00053,ecoli_cpd00156,ecoli_cpd00811,ecoli_cpd01080,ecoli_cpd00151,ecoli_cpd00208,ecoli_cpd00396,ecoli_cpd00305,ecoli_cpd00066,ecoli_cpd00130,ecoli_cpd00158,ecoli_cpd00235,ecoli_cpd00383,ecoli_cpd00128,ecoli_cpd00042,ecoli_cpd00731,ecoli_cpd01757,ecoli_cpd00136,ecoli_cpd00221
EX_cpd00053_e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2671795123018805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09615862116079225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00054_e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1988918962971016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1636050277330678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00058_e0,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.0002806159159591484,-0.00028061591595913103,-0.00028061591595913103,-0.0002806159159591316,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913076,-0.000280615915959098,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.0002806159159591315,-0.00028061591595913103,-0.00028061591595913103,-0.0002806159159591265,-0.00028061591595913103,-0.00028061591595913017,-0.00028061591595913103,-0.00028061591595913103,-0.0002806159159591311,-0.00028061591595913066,-0.00028061591595913103,-0.0002806159159591347,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.0002806159159591082,-0.000280615915959131,-0.00028061591595913147,-0.00028061591595913103,-0.00028061591595913624,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.0002806159159591299,-0.0002806159159591307,-0.00028061591595913244,-0.00028061591595913103,-0.00028061591595913103,-0.0002806159159591302,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913066,-0.0002806159159591318,-0.00028061591595913076,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595912426,-0.0002806159159591289,-0.0002806159159591322,-0.00028061591595913103,-0.00028061591595913136,-0.00028061591595913434,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.00028061591595913103,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131
EX_cpd00059_e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6025057614928827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00060_e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3317035646903101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013341374090996125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07379951826943544,0.0,0.0,0.0,0.0
EX_cpd00063_e0,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.0002806159159591484,-0.000280615915959131,-0.000280615915959131,-0.0002806159159591315,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.0002806159159591307,-0.000280615915959098,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.0002806159159591315,-0.000280615915959131,-0.000280615915959131,-0.0002806159159591265,-0.000280615915959131,-0.0002806159159591301,-0.000280615915959131,-0.000280615915959131,-0.00028061591595913103,-0.0002806159159591306,-0.000280615915959131,-0.00028061591595913467,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.0002806159159591082,-0.000280615915959131,-0.00028061591595913147,-0.000280615915959131,-0.00028061591595913624,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.0002806159159591299,-0.0002806159159591307,-0.00028061591595913244,-0.000280615915959131,-0.000280615915959131,-0.0002806159159591302,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.00028061591595913066,-0.0002806159159591318,-0.0002806159159591307,-0.000280615915959131,-0.000280615915959131,-0.0002806159159591242,-0.0002806159159591289,-0.00028061591595913206,-0.000280615915959131,-0.0002806159159591313,-0.00028061591595913434,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131,-0.000280615915959131
EX_cpd00064_e0,0.0,-1.2316443650626134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02523091410205171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00065_e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004720191914502347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0047201919145112535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00066_e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015451949003134624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015451949003135632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00067_e0,-2.7521204809344018,-2.7403998974330226,-5.866659677308215,-2.3369965703322615,-2.0223960609019938,-1.7610655615285427,-2.70709465388827,-2.409623608735584,-3.0157972885372555,-1.0963966232745799,-1.794072379263732,-0.6113852678709165,-4.247029021783889,0.6518955860006846,-2.29695401368958,-0.7035738670368799,-1.8734323714461114,-5.782012579658269,-5.475333334483224,-8.16674583325982,-2.407865082328901,0.6518955860006491,-1.8301111761651108,0.7192535105906775,-2.7636571737103828,-2.103316332885907,-2.1267666687356823,-1.794072379273626,-2.3149308180416344,-2.3175393800456234,-1.5627654695967261,-2.4098901938557957,-1.5469963102967808,-2.7521204809345035,-1.4137764357241045,-0.7035738670368639,-2.319155985564159,-2.474325096876877,-2.8925085696979824,-2.4068455111676363,-1.2237867365966533,-4.8527980585793244,-2.079384773527248,-1.7940723792681246,-1.2237867365967443,-1.7156082296241508,-2.320520593764474,-2.3854078867943094,-2.018113665565821,-1.7156082296242239,-0.8266064685837384,0.7192535105906732,-1.8907427708748354,0.2761826823093194,-8.16674583326585,-1.7610655615302275,-6.1459063420541,-2.3503236441250457,-0.17995040473934887,-0.2224463625167309,-3.4117359103944107,-2.3822075323864684,-2.6096192007960117,-2.057636493636074,-2.3310974773730186,-2.7521204809342628,-2.491496875148072,-1.2197823140927258,-1.5627654695965454,-2.411718874241107,-3.9305494684054643,-0.9991191934342609,-1.2237867365964907,2.7870697623174507,2.4757174055970737,5.77391914122869,4.165504526381371,2.907553857033777,3.655799858341241,5.089799557093382,2.916420255601856,2.2308289747193975,5.0897995570938726,5.511514016193576,5.78010094963563,3.427455110434087,5.936861643623582,3.5728743341785627,3.572874334178368,2.496325058094069,3.924105008868805,2.8554274985183117,5.785263897314065,3.8394206618435502,2.946051082861368,3.6557998583407803,2.761646380415255,5.808807063637275,3.8394206618433353,3.8717579755775273,5.2198880178121865,3.3950708693844454,2.2294258951396007,5.936861643623661,3.572874334178433,5.887526971530547,0.06900213967272702,3.526857471034388,5.676377844907163,5.876853751355531,2.267830714205953,4.117122361446203,2.7616463804152187,3.839420661843459,5.936861643623315,2.2305717434630896,5.128451743389429,2.231156359954684,2.4757174055970004,0.9699693357031467,5.936861643623401,5.808807063638218,0.19765059662520904,4.223743273825688,5.5445827816234825,2.4706966354238378,2.849861385747608,4.462068831275096,0.04564343532849203,2.761646380415227,4.223743273825645,2.229659741736223,5.936861643623512,5.740140711485407,3.839420661843487,5.936861643623402,3.5728743341784,5.93686164362332,5.9368616436231445,5.89702589227274,5.604378054731905,4.298472670599841,3.3324462033218687,0.33022535068889874,5.937352721476526,3.572874334178535,3.395070869384326,4.06009870208293,5.544582781623585,4.406361779512062,5.935879487917567,5.075375995472391,5.932441942947619,5.860876945875263,5.793103742456995,2.892625893783108,5.776401604656493,5.439395050323343,5.670718441418451,5.934897332211157,5.626545292997314,2.229786966872176,4.117122361446074,4.406361779511959,2.230524974143772,5.839927155645994,2.475717405597105,3.395070869383371,3.5728743341782527,5.747554162875051,5.48157238066912,5.480474705223704,5.937843799329343,2.83943038409124,2.230361281526154,5.936861643623636
EX_cpd00069_e0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01234827637662006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012348276376620825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00073_e0,0.0,0.0,-1.7871786543718353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
