Gene	WT_20nM/5uM	pdxBJ_20nM/5uM	pdxBJ/WT_20nM
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b0957	0.188233455	-0.461380959	-1.18758161
b1319	-2.548954035	0.511314553	1.138713093
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b3875	-3.250349778	-0.618205315	0.843690199
b0875	-0.107072623	0.464591098	1.270483376
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b2341	0.03739405	-0.635880734	-0.549187027
b3846	-0.00245871	-1.488474381	-1.067344593
b1395	-0.579414391	0.392726363	0.975318838
b4040	0.166312724	-0.275214113	-0.533690308
b0353	-0.342900993	0.293694364	1.487986116
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0126	0.101693772	-0.57140764	-0.349462764
b0339	-0.52741266	0.023427185	0.50326049
b0261	0.047445639	-0.297861692	-1.080734581
b0261	0.047445639	-0.297861692	-1.080734581
b2344	0.636373079	-2.319411356	-2.469906671
b2344	0.636373079	-2.319411356	-2.469906671
b0428	0.299331476	-0.276898761	-0.033889249
b3630	0.150733918	0.072581942	-0.354609082
b3625	0.042109141	0.039188974	-0.413644891
b3621	0.068821933	0.122001929	-0.39130403
b3620	0.141319108	-0.135689534	-1.025095545
b3632	0.180636474	0.651165335	-0.046555086
b3623	-0.087467731	0.167767859	-0.204208324
b2104	0.318808315	0.185119699	0.860308579
b2388	0.285808435	0.048915211	-0.242028367
b0394	0.098201777	-0.634154065	-0.582786625
b2223	-1.607187846	0.206502917	0.553747562
b3469	1.027988804	-0.397804451	-0.7926548
b3915	0.135505665	0.475617453	0.07666491
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2306	-0.037186245	-1.511147336	-0.587361756
b2307	0.105303632	-1.453621989	-0.64732596
b2308	0.269149562	-1.801558294	-1.233985673
b2309	0.52883895	-2.063000146	-1.464754165
b0112	0.46588198	-1.264834703	-0.53633926
b2020	0.315050001	-0.847230269	-0.945799037
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2022	0.428524034	-0.627090193	-0.492313094
b0349	0.175133092	0.61007243	1.443632518
b0349	0.175133092	0.61007243	1.443632518
b3805	0.238138099	0.080289222	-0.63358434
b2103	0.314772399	0.30501191	0.718932629
b2418	0.499835682	-0.117626765	-0.300995242
b0813	0.199100839	-0.527874642	-0.247896666
b3824	0.465413013	-0.795436563	0.026140127
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0352	0.085136374	0.097552832	1.109164622
b1396	-0.115620633	0.09568197	0.697394843
b0142	0.084671002	-0.466016721	-0.842746397
b0348	-1.934665131	0.099516081	0.782617269
b0353	-0.342900993	0.293694364	1.487986116
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0508	-1.251937786	-0.146793924	0.955641739
b1813	0.17075974	0.621299529	0.051565613
b1033	0.242969041	-0.037480185	0.057471127
b3553	0.528145387	-0.168463355	-0.022835121
b1033	0.242969041	-0.037480185	0.057471127
b3553	0.528145387	-0.168463355	-0.022835121
b0002	0.291271464	1.124432774	1.558067399
b3940	0.234729433	-0.376456568	-0.37405977
b0003	0.218047687	0.883391439	1.179965102
b4013	-0.091878975	-0.094184341	0.69872338
b2021	0.394673985	-0.730804289	-0.682544523
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2866	-0.065537747	0.029475043	0.210746485
b2867	-0.34584808	0.119444401	0.643760982
b2868	-0.154673157	-0.205345132	0.13268757
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2221	-1.461123606	0.030986447	0.378964645
b2222	-2.40355174	-0.014446101	0.821741383
b0125	0.573841204	-0.029487211	-0.412438641
b0238	1.341453672	-0.315731913	-0.782291935
b0972	-0.131960686	-0.636024002	-0.738318071
b0973	-0.377291391	-0.056766637	-0.376104744
b0974	-0.181945319	-0.2157073	-0.271694036
b2719	-0.253003344	-0.054116827	0.071604334
b2720	-0.591628314	0.184615692	0.344717131
b2721	-0.50449051	-0.017592159	-0.651163571
b2722	-0.137613062	-0.427195446	-2.058248143
b2723	0.011348342	-0.249876505	-2.066178608
b2724	0.017832466	-0.226556186	-2.239787534
b2994	0.701572435	-0.39726515	-0.739803978
b2995	1.092652155	-0.547323059	-1.537608964
b2996	0.86127799	-0.592322102	-1.792267764
b2997	0.748494026	-0.966320835	-2.301703897
b0972	-0.131960686	-0.636024002	-0.738318071
b0973	-0.377291391	-0.056766637	-0.376104744
b0974	-0.181945319	-0.2157073	-0.271694036
b2994	0.701572435	-0.39726515	-0.739803978
b2995	1.092652155	-0.547323059	-1.537608964
b2996	0.86127799	-0.592322102	-1.792267764
b2997	0.748494026	-0.966320835	-2.301703897
b0972	-0.131960686	-0.636024002	-0.738318071
b0973	-0.377291391	-0.056766637	-0.376104744
b0974	-0.181945319	-0.2157073	-0.271694036
b2994	0.701572435	-0.39726515	-0.739803978
b2995	1.092652155	-0.547323059	-1.537608964
b2996	0.86127799	-0.592322102	-1.792267764
b2997	0.748494026	-0.966320835	-2.301703897
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b4064	0.17613963	-2.235995782	-1.398418584
b4464	-0.220147504	-0.020298604	0.370618886
b2529	0.055725116	-0.300072155	-0.726938142
b2530	0.26048781	-0.305174902	-0.766886034
b2529	0.055725116	-0.300072155	-0.726938142
b2530	0.26048781	-0.305174902	-0.766886034
b2529	0.055725116	-0.300072155	-0.726938142
b2530	0.26048781	-0.305174902	-0.766886034
b2528	-0.075496107	-0.214926001	-0.446377562
b2529	0.055725116	-0.300072155	-0.726938142
b2529	0.055725116	-0.300072155	-0.726938142
b2528	-0.075496107	-0.214926001	-0.446377562
b2529	0.055725116	-0.300072155	-0.726938142
b1136	0.413755507	0.153820279	0.015879229
b0593	0.386530504	-1.14246105	-0.96975365
b2265	0.307039104	0.657713973	-0.11449291
b0595	-0.048927918	-1.41542898	-1.277221853
b4015	0.283460577	1.145402434	0.587351358
b2530	0.26048781	-0.305174902	-0.766886034
b4267	-0.166360902	-0.261888721	0.080360352
b4267	-0.166360902	-0.261888721	0.080360352
b4265	-0.258853691	0.351633162	0.91545517
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2023	0.377115329	-0.656583487	-0.454977714
b2025	0.177877571	-1.059139789	-0.733328715
b2022	0.428524034	-0.627090193	-0.492313094
b1262	0.166326604	-0.511195667	0.25165736
b3454	0.069588153	-1.877380805	-1.544696576
b3455	0.117845286	-1.629514896	-1.472696249
b3456	0.106386921	-1.798723289	-1.628742856
b3457	0.149797156	-1.782247845	-1.619736117
b3460	0.101120603	-0.191492554	0.328584259
b0401	0.436070073	-0.243091236	-0.310216215
b4141	0.126517391	0.706661014	1.046753608
b3770	0.749338668	0.903021387	1.316602264
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b4006	0.27828242	-1.417392591	-1.97311681
b2508	0.26528379	-0.620736082	-1.135063578
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b3035	0.541090416	0.067552643	-0.585637391
b3265	-1.559159152	0.361594706	1.147428954
b3266	-0.764290462	0.439599628	0.820233282
b3161	-0.222319402	-0.912981847	-0.371210782
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b3488	-1.733000443	0.301163786	0.77666593
b3679	-1.827354638	0.458667748	0.634158165
b0030	0.199519686	-0.367608182	-1.118270635
b0477	0.496468263	0.304289058	-0.096410324
b2393	0.529450094	-0.56393921	-0.773109513
b2406	-0.513452515	0.334296347	0.436508097
b2964	0.025561925	-1.549889762	-2.253176812
b3662	-0.076311597	-0.048212056	-0.172218656
b0411	0.335973842	-0.63203516	-0.914737942
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2889	-0.013711623	0.109061838	-0.233177828
b0029	0.389689471	0.116955213	0.374258601
b0073	0.398931493	0.761677518	1.397600943
b1800	-0.02511173	-0.207150084	-0.236677516
b0071	0.287069667	0.349345805	0.830934916
b0072	0.342546744	0.513460874	1.119834232
b0071	0.287069667	0.349345805	0.830934916
b0072	0.342546744	0.513460874	1.119834232
b0074	0.545206863	0.94180665	1.580941821
b0365	-1.425659482	-0.803373711	1.675034211
b0366	-0.992771627	-0.692022712	1.127298609
b0367	-0.944029974	-0.194175396	1.422274688
b0933	-0.344292423	-0.55285881	-0.176735167
b0934	-1.041319204	-0.25455846	0.788180773
b0936	-1.750272558	-0.290438236	0.874840887
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0914	0.567591142	-0.060859301	-0.913206679
b0054	0.363288825	-0.051777102	-0.269482443
b0641	0.107044349	-0.046373037	-0.134395909
b3199	0.192492278	0.283436952	0.128843753
b3200	0.277832573	-0.087066177	-0.125671511
b3201	0.31708722	-0.153016329	-0.195797867
b4261	0.186827508	0.271625516	-0.096252091
b4262	0.206756435	0.249321099	-0.282057528
b0696	-0.505644136	-0.063276253	0.668707393
b0697	-0.958205622	-0.412578274	1.516320553
b0698	-1.782127238	-1.710783702	1.35047317
b4513	-0.887515429	-1.958204934	1.284738862
b3774	0.320194694	0.032354214	0.491061516
b3774	0.320194694	0.032354214	0.491061516
b1095	0.34752852	-0.519424194	-0.793117883
b2323	0.352442386	-0.490439104	0.441288122
b1091	0.17212047	-0.549630421	-0.559973652
b0918	0.199899838	-0.19333712	-0.213718732
b3198	0.251909755	0.186699021	0.205299218
b1215	0.490440261	-0.025486303	-0.633556857
b2843	-0.20177202	0.064896319	0.200415372
b3581	-1.049395143	-0.262734852	-0.222735944
b4196	0.012183323	0.05421191	0.4744004
b1250	0.106090407	0.189491596	0.141032142
b1291	-0.071616894	0.234929004	0.052952522
b1363	-0.400067453	0.265889325	0.570059694
b3290	0.121682858	0.045693734	-0.456304386
b3747	0.264174869	-0.327531845	-0.714630234
b3849	0.242341771	0.159060256	-0.233019148
b0047	0.069058666	-0.546157669	0.038729513
b0842	0.347032338	-0.038664743	0.219966725
b1216	0.130806115	0.933230711	1.102825431
b3350	-0.204886127	-0.735017399	-0.579611803
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0306	0.364066782	0.147313026	-0.273751414
b0307	0.103572214	0.027390228	-0.05869151
b0308	-0.235296182	-0.41232286	0.353348903
b3605	-0.393523625	0.163036353	0.643220409
b0306	0.364066782	0.147313026	-0.273751414
b0307	0.103572214	0.027390228	-0.05869151
b0308	-0.235296182	-0.41232286	0.353348903
b3605	-0.393523625	0.163036353	0.643220409
b2975	-0.373629336	0.653381081	0.887032537
b3603	-0.037892001	-1.376241628	-0.853454718
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2257	-0.289888355	0.684732321	0.477310569
b0344	-2.204482713	0.707890453	1.853403942
b2132	0.375975607	-0.196904171	-0.150613367
b1326	0.114938421	0.217871753	0.597292192
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0709	0.469463093	-1.016265616	-1.300381517
b1634	0.452347014	-1.810386146	-1.427323164
b3496	0.07159546	0.030668823	-0.076930861
b4130	-0.606040951	0.301230704	0.166719973
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0709	0.469463093	-1.016265616	-1.300381517
b1634	0.452347014	-1.810386146	-1.427323164
b3496	0.07159546	0.030668823	-0.076930861
b4130	-0.606040951	0.301230704	0.166719973
b3945	0.482030077	-1.030574413	-1.873242326
b0237	0.382912753	-0.281414373	-0.694559634
b1415	0.043089811	-1.080835188	-0.291862192
b2799	0.022516	-0.519102214	-0.432859741
b0325	0.140471235	0.730572459	0.115378872
b0070	-0.125189253	0.392748368	0.792499506
b1528	-0.053732806	-0.049729601	0.551619535
b2170	0.258992644	0.317407624	0.054365965
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0343	-1.214566464	0.202451003	0.97738135
b1285	0.018117403	0.42839728	0.519162323
b1380	0.242631117	-0.710367733	-0.886024748
b2133	0.291473551	-0.221934224	-0.498429756
b3454	0.069588153	-1.877380805	-1.544696576
b3455	0.117845286	-1.629514896	-1.472696249
b3456	0.106386921	-1.798723289	-1.628742856
b3457	0.149797156	-1.782247845	-1.619736117
b3458	0.200381161	-2.126303264	-2.065108535
b3460	0.101120603	-0.191492554	0.328584259
b0401	0.436070073	-0.243091236	-0.310216215
b1798	0.197835639	-0.149719818	0.712591422
b4141	0.126517391	0.706661014	1.046753608
b3770	0.749338668	0.903021387	1.316602264
b4054	0.341470137	-0.331858028	-0.044082323
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1651	0.24388727	-0.191791148	-0.202371391
b0914	0.567591142	-0.060859301	-0.913206679
b0054	0.363288825	-0.051777102	-0.269482443
b0641	0.107044349	-0.046373037	-0.134395909
b3199	0.192492278	0.283436952	0.128843753
b3200	0.277832573	-0.087066177	-0.125671511
b3201	0.31708722	-0.153016329	-0.195797867
b4261	0.186827508	0.271625516	-0.096252091
b4262	0.206756435	0.249321099	-0.282057528
b0914	0.567591142	-0.060859301	-0.913206679
b0622	-0.136589555	0.643707248	0.841291872
b0622	-0.136589555	0.643707248	0.841291872
b4386	0.137903794	-0.247963979	-0.453390126
b4386	0.137903794	-0.247963979	-0.453390126
b0630	0.186959459	0.273492074	0.253657304
b0628	0.555839941	-0.265256844	-0.927608249
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2245	-0.071047808	-0.12943694	0.352348553
b0182	0.141503287	0.443730898	0.570605238
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b0494	0.123899563	0.196289245	0.603439875
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b3825	0.199184493	0.479962768	-0.033958752
b1539	0.374968552	-0.326344541	-0.614848396
b2306	-0.037186245	-1.511147336	-0.587361756
b2307	0.105303632	-1.453621989	-0.64732596
b2308	0.269149562	-1.801558294	-1.233985673
b2310	0.585158659	-2.305705119	-1.404720545
b4146	0.298432253	0.160404544	0.248211146
b0186	0.080792938	0.383213806	0.225304097
b4131	-1.170510034	-0.034959475	0.698696927
b2156	0.520223201	-1.34809884	-2.149741132
b0874	0.652961485	-0.749184945	-0.410964073
b2923	0.359094065	-1.036539268	-1.304381262
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b3907	-1.237288031	-0.479863621	0.574282567
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b3600	0.283139228	0.048797223	-0.598072764
b2323	0.352442386	-0.490439104	0.441288122
b0777	-0.620641894	1.426040551	2.361843163
b1800	-0.02511173	-0.207150084	-0.236677516
b3528	0.084944042	-2.527373481	-2.864424303
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b2976	0.370679374	0.152938367	0.225481298
b4014	0.256791783	1.576353669	1.134478973
b3528	0.084944042	-2.527373481	-2.864424303
b4123	0.635237533	-1.800923033	-2.946347467
b4138	0.262740302	-0.060733354	-0.73740181
b4032	0.365676264	0.107107808	-0.18274869
b4033	0.571070056	-0.003811895	-0.333312751
b4034	0.582496253	-0.971483584	-1.562916513
b4035	0.419301485	-0.969497413	-1.45376673
b0459	0.142693697	0.686424349	0.940834453
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b4032	0.365676264	0.107107808	-0.18274869
b4033	0.571070056	-0.003811895	-0.333312751
b4034	0.582496253	-0.971483584	-1.562916513
b4035	0.419301485	-0.969497413	-1.45376673
b4036	0.692777847	-0.758056756	-1.392763349
b4032	0.365676264	0.107107808	-0.18274869
b4033	0.571070056	-0.003811895	-0.333312751
b4034	0.582496253	-0.971483584	-1.562916513
b4035	0.419301485	-0.969497413	-1.45376673
b1621	0.369939351	0.353116708	0.049832165
b2415	0.275929316	0.065712667	-0.266131736
b2416	0.241073785	-0.10224412	-0.713379671
b2417	0.208594021	-0.262762913	-0.886925272
b4036	0.692777847	-0.758056756	-1.392763349
b4036	0.692777847	-0.758056756	-1.392763349
b4032	0.365676264	0.107107808	-0.18274869
b4033	0.571070056	-0.003811895	-0.333312751
b4034	0.582496253	-0.971483584	-1.562916513
b4035	0.419301485	-0.969497413	-1.45376673
b4036	0.692777847	-0.758056756	-1.392763349
b4032	0.365676264	0.107107808	-0.18274869
b4033	0.571070056	-0.003811895	-0.333312751
b4034	0.582496253	-0.971483584	-1.562916513
b4035	0.419301485	-0.969497413	-1.45376673
b4036	0.692777847	-0.758056756	-1.392763349
b2049	-0.647577433	1.866682744	1.948056816
b1613	0.358867357	-0.370761244	-0.672360246
b3666	-0.687370537	-2.262288843	0.718399826
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b4323	-0.028475216	-0.335621239	-0.13842864
b0731	-1.480746983	0.475720445	1.241357982
b2415	0.275929316	0.065712667	-0.266131736
b2416	0.241073785	-0.10224412	-0.713379671
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b0732	-0.338324802	0.205921316	0.431208841
b1817	0.299921756	0.133954307	-0.830544155
b1818	0.312745714	-0.150419112	-0.983504143
b1819	0.247793305	-0.318972856	-1.071781326
b2415	0.275929316	0.065712667	-0.266131736
b2416	0.241073785	-0.10224412	-0.713379671
b0241	-0.903871103	-0.523639415	0.429627306
b0929	0.470065903	-1.366947595	-1.360493472
b1377	-0.472060634	0.327076275	1.148617799
b2215	0.180532993	-0.433848486	-1.481278919
b1734	-0.117891898	-0.13202069	-0.160829862
b0334	-1.927595791	0.243101705	0.609401064
b0331	-0.629180418	-0.345078446	-0.304405692
b0333	-1.411619432	0.406672516	0.630639949
b1092	0.208498801	-0.568464928	-0.778590139
b1094	0.150487571	-0.366042499	-0.435593845
b2521	0.093910317	-0.557316137	-1.724888611
b0084	0.172544166	0.481179648	0.517637579
b0149	0.285851691	-0.348950276	-0.479905227
b0635	0.354164889	0.367669053	0.01349073
b3396	0.272964728	-0.411462222	-0.273522293
b0925	0.071819986	0.16948996	-0.425034873
b1678	-0.045148735	0.207749416	-0.1569159
b0084	0.172544166	0.481179648	0.517637579
b0149	0.285851691	-0.348950276	-0.479905227
b0635	0.354164889	0.367669053	0.01349073
b3396	0.272964728	-0.411462222	-0.273522293
b0376	0.313304322	-0.186984243	0.586558792
b0632	0.551364116	0.07248129	-0.156559368
b0839	0.277481027	0.278941932	0.089543493
b2010	-0.347936457	0.254371532	0.697856021
b2430	-0.011833387	-0.053947553	-0.684046103
b3182	0.402541205	-0.073381081	0.202062533
b0376	0.313304322	-0.186984243	0.586558792
b0632	0.551364116	0.07248129	-0.156559368
b0839	0.277481027	0.278941932	0.089543493
b2010	-0.347936457	0.254371532	0.697856021
b2430	-0.011833387	-0.053947553	-0.684046103
b3182	0.402541205	-0.073381081	0.202062533
b0376	0.313304322	-0.186984243	0.586558792
b0632	0.551364116	0.07248129	-0.156559368
b0839	0.277481027	0.278941932	0.089543493
b2010	-0.347936457	0.254371532	0.697856021
b2430	-0.011833387	-0.053947553	-0.684046103
b3182	0.402541205	-0.073381081	0.202062533
b0376	0.313304322	-0.186984243	0.586558792
b0632	0.551364116	0.07248129	-0.156559368
b0839	0.277481027	0.278941932	0.089543493
b2010	-0.347936457	0.254371532	0.697856021
b2430	-0.011833387	-0.053947553	-0.684046103
b3182	0.402541205	-0.073381081	0.202062533
b0376	0.313304322	-0.186984243	0.586558792
b0632	0.551364116	0.07248129	-0.156559368
b0839	0.277481027	0.278941932	0.089543493
b2010	-0.347936457	0.254371532	0.697856021
b2430	-0.011833387	-0.053947553	-0.684046103
b3182	0.402541205	-0.073381081	0.202062533
b0376	0.313304322	-0.186984243	0.586558792
b1655	0.239467105	-0.203422726	0.08501863
b1856	-1.77823064	0.275497279	1.036178691
b2134	0.244073233	0.18848909	0.275607526
b2175	0.22606857	0.511100697	0.677792924
b2328	0.268422147	0.044950556	0.29232305
b3182	0.402541205	-0.073381081	0.202062533
b0376	0.313304322	-0.186984243	0.586558792
b1655	0.239467105	-0.203422726	0.08501863
b1856	-1.77823064	0.275497279	1.036178691
b2134	0.244073233	0.18848909	0.275607526
b2175	0.22606857	0.511100697	0.677792924
b2328	0.268422147	0.044950556	0.29232305
b3182	0.402541205	-0.073381081	0.202062533
b0376	0.313304322	-0.186984243	0.586558792
b1655	0.239467105	-0.203422726	0.08501863
b1856	-1.77823064	0.275497279	1.036178691
b2134	0.244073233	0.18848909	0.275607526
b2175	0.22606857	0.511100697	0.677792924
b2328	0.268422147	0.044950556	0.29232305
b3182	0.402541205	-0.073381081	0.202062533
b0376	0.313304322	-0.186984243	0.586558792
b1655	0.239467105	-0.203422726	0.08501863
b1856	-1.77823064	0.275497279	1.036178691
b2134	0.244073233	0.18848909	0.275607526
b2175	0.22606857	0.511100697	0.677792924
b2328	0.268422147	0.044950556	0.29232305
b3182	0.402541205	-0.073381081	0.202062533
b3236	0.375034055	-0.815228971	-0.413337392
b2210	-0.132536518	-1.657179015	0.220712115
b2210	-0.132536518	-1.657179015	0.220712115
b1479	0.334735674	-0.50382562	-0.601344919
