short_codes,Time (s),values,experiment_IDs
Z24,39114.071,54348.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,39706.607,54249.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,40299.223,54643.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,40891.669,55165.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,41484.241,54589.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,42076.767,54991.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,42669.294,55391.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,43261.821,57157.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,43854.321,55644.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,44446.839,56475.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,45039.375,56688.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,45631.91,57601.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,46224.383,57506.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,46817.008,57831.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,47409.5,57105.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,48002.053,58431.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,48594.562,58222.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,49187.071,57800.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,49779.571,57520.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,50372.133,57846.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,50964.741,59573.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,51557.223,58425.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,52149.723,58940.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,52742.223,57716.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,53334.741,58692.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,53927.196,58878.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,54519.758,58935.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,55112.285,57968.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,55704.803,58006.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,56297.339,58762.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,56889.866,59980.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,57482.446,60161.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,58074.937,58934.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,58667.428,59354.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,59259.973,60168.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,59852.491,60350.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,60444.982,61279.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,61037.437,59313.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,61629.982,59778.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,62222.455,60724.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,62815.053,60383.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,63407.526,61195.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,64000.044,60421.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,64592.508,60830.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,65185.062,61567.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,65777.571,60193.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,66370.08,61663.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,66962.633,62051.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,67555.151,60583.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,68147.705,61649.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,68740.187,62632.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,69332.714,61985.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,69925.241,63017.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,70517.741,62174.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,71110.294,62545.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,71702.848,62207.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,72295.312,61015.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,72887.857,61731.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,73480.41,62719.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,74072.883,62095.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,74665.508,62302.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,75257.973,62859.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,75850.571,62994.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,76443.044,63388.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,77035.5,62753.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,77628.089,63645.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,78220.616,64762.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,78813.116,62030.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,79405.678,65141.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,79998.133,63658.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,80590.732,63612.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,81183.267,65729.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,81775.812,66163.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,82368.258,65251.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,82960.794,64664.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,83553.312,64800.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,84146.33,65480.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,84738.348,65985.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,85330.83,65933.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,85923.312,66225.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,86515.83,66148.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,87108.321,65476.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,87700.901,67629.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,88293.383,65893.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,88885.883,66256.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,89478.446,67343.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,90070.973,67619.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,90663.5,68498.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,91256.705,67888.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,91849.142,67512.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,92441.116,68911.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,93033.66,68987.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,93626.232,67113.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,94218.75,68656.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,94811.919,68892.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,95403.812,69596.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,95996.366,70579.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,96589.008,69689.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,97181.517,70952.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,97774.071,72092.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z49,10.089,16764.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,603.821,16486.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,1196.392,16680.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,1788.982,17156.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,2381.589,16377.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,2974.151,16840.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,3566.732,16242.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,4159.276,16620.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,4751.803,16849.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,5344.339,16688.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,5936.866,16358.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,6529.428,16361.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,7121.991,16353.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,7714.544,15946.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,8307.089,16100.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,8899.642,15978.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,9492.205,15701.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,10084.732,15480.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,10677.303,16302.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,11269.839,16114.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,11862.419,16138.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,12455.0,15982.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,13047.535,16643.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,13640.08,16453.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,14232.66,18399.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,14825.196,15824.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,15417.696,22677.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,16010.187,21721.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,16602.741,16584.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,17195.294,15722.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,17787.83,22086.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,18380.339,44269.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,18972.866,31324.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,19565.437,44020.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,20157.982,43884.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,20750.553,37467.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,21343.125,43437.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,21935.696,34281.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,22528.25,30862.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,23120.83,46503.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,23713.383,33753.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,24305.946,74524.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,24898.5,30228.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,25491.089,20627.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,26083.544,26228.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,26676.116,33163.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,27268.571,22849.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,27861.107,24196.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,28453.625,24002.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,29046.125,22469.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,29638.616,44407.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,30231.125,28047.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,30823.642,26882.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,31416.169,28719.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,32008.687,28426.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,32601.276,29804.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,33193.83,31845.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,33786.366,33742.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,34378.866,36110.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,34971.375,37599.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,35563.892,40540.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,36156.455,42492.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,36749.035,44989.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,37341.508,48742.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,37934.044,52116.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,38526.58,55960.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,39119.116,58201.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,39711.651,62347.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,40304.241,65477.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,40896.696,70435.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,41489.267,98869.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,42081.776,117616.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,42674.312,126078.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,43266.83,128607.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,43859.339,132247.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,44451.866,133088.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,45044.392,134222.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,45636.928,135184.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,46229.401,134818.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,46822.008,135662.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,47414.517,135585.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,48007.062,137517.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,48599.571,138027.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,49192.089,135740.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,49784.58,138438.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,50377.133,140638.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,50969.741,137061.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,51562.232,139802.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,52154.723,142056.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,52747.223,140710.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,53339.741,141528.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,53932.196,141552.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,54524.758,142909.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,55117.285,143147.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,55709.803,143646.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,56302.348,142743.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,56894.866,144113.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,57487.446,145271.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,58079.937,144448.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,58672.428,146768.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,59264.973,147061.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,59857.491,147954.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,60449.982,148795.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,61042.437,149676.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,61634.982,150895.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,62227.464,151638.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,62820.062,151793.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,63412.535,153065.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,64005.044,153509.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,64597.508,155319.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,65190.071,155323.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,65782.571,154153.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,66375.08,154147.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,66967.633,156344.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,67560.151,156894.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,68152.705,158847.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,68745.187,159631.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,69337.714,160372.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,69930.241,158991.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,70522.75,159913.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,71115.303,159711.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,71707.848,162266.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,72300.312,163104.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,72892.866,162304.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,73485.41,165596.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,74077.883,166401.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,74670.517,168035.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,75262.973,167850.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,75855.571,169607.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,76448.044,168575.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,77040.5,169871.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,77633.08,169601.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,78225.625,174575.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,78818.116,170807.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,79410.678,174005.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,80003.133,176570.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,80595.732,178876.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,81188.267,177807.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,81780.812,177096.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,82373.258,178170.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,82965.794,183522.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,83558.312,180545.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,84151.33,182953.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,84743.348,187323.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,85335.83,187066.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,85928.312,186821.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,86520.839,188537.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,87113.321,194537.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,87705.901,191541.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,88298.392,194363.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,88890.883,196593.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
