short_codes,Time (s),values,experiment_IDs
Z24,27263.339,241.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,27855.857,223.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,28448.366,242.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,29040.857,208.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,29633.393,252.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,30225.848,203.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,30818.375,267.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,31410.946,239.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,32003.401,268.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,32596.009,282.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,33188.562,297.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,33781.089,274.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,34373.598,278.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,34966.08,343.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,35558.625,336.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,36151.151,347.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,36743.723,363.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,37336.268,404.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,37928.732,406.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,38521.268,409.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,39113.821,386.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,39706.312,424.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,40298.919,482.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,40891.357,476.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,41483.955,510.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,42076.428,551.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,42668.982,538.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,43261.5,589.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,43854.0,555.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,44446.535,610.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,45039.044,568.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,45631.562,637.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,46224.035,725.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,46816.651,655.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,47409.232,691.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,48001.732,721.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,48594.223,702.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,49186.714,764.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,49779.321,853.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,50376.634,802.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,50964.375,838.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,51556.901,928.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,52149.357,901.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,52741.875,879.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,53334.419,889.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,53926.83,1021.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,54519.428,982.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,55111.946,1066.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,55704.464,1080.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,56297.0,1108.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,56889.509,1157.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,57482.071,1209.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,58074.58,1193.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,58667.035,1218.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,59259.607,1261.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,59852.205,1365.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,60444.598,1459.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,61037.044,1346.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,61629.598,1403.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,62222.062,1465.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,62814.75,1473.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,63407.151,1555.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,63999.669,1655.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,64592.125,1677.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,65184.705,1696.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,65777.16,1712.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,66369.66,1832.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,66962.214,1891.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,67554.768,1904.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,68147.303,1900.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,68739.812,2019.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,69332.357,2035.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,69924.866,2063.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,70517.339,2171.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,71109.91,2152.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,71702.482,2210.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,72294.884,2333.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,72887.473,2391.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,73480.018,2511.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,74072.473,2427.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,74665.089,2560.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,75257.58,2655.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,75850.187,2693.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,76442.643,2732.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,77035.089,2733.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,77627.687,2861.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,78220.178,2975.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,78812.687,3006.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,79405.285,3135.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,79997.705,3223.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,80590.348,3289.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,81182.839,3248.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,81775.375,3488.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,82367.839,3519.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,82960.428,3653.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,83552.893,3664.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,84145.875,3777.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,84737.91,3848.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,85330.393,3979.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,85925.491,4171.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,86517.455,4318.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,87109.625,4345.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,87701.607,4433.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,88293.776,4583.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,88886.241,4599.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,89478.91,4796.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,90071.223,4863.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,90663.875,5007.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,91256.866,5266.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,91848.875,5351.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,92444.026,5433.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,93035.875,5481.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,93627.526,5631.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,94219.419,5852.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,94812.446,6021.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,95404.134,6186.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,95999.741,6218.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,96595.714,6538.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,97190.848,6498.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z24,97774.803,6907.0,r1_ecoli_mRuby-r50_pf-5_malt-1_4HB
Z49,10.089,277.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,603.982,237.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,1196.419,308.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,1789.0,356.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,2381.616,312.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,2974.187,406.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,3566.759,447.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,4159.312,498.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,4751.839,566.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,5344.401,613.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,5936.884,631.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,6529.455,635.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,7122.018,705.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,7714.571,686.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,8307.116,740.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,8899.705,675.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,9492.241,775.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,10084.759,845.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,10677.33,863.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,11269.866,875.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,11862.482,834.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,12455.035,927.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,13047.58,918.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,13640.116,868.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,14232.696,969.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,14825.232,1045.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,15417.732,1005.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,16010.214,956.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,16602.768,1050.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,17195.312,1013.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,17787.848,1144.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,18380.339,1312.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,18972.875,1174.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,19565.455,1193.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,20158.0,1223.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,20750.598,1204.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,21343.134,1314.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,21935.714,1252.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,22528.285,1521.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,23120.857,1194.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,23713.401,1311.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,24305.946,1464.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,24898.535,1362.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,25491.107,1377.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,26083.562,1425.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,26676.116,1446.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,27268.598,1478.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,27861.116,1399.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,28453.625,1505.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,29046.125,1535.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,29638.651,1548.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,30231.107,1521.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,30823.634,1657.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,31416.205,1708.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,32008.669,1741.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,32601.268,1846.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,33193.83,1780.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,33786.348,1819.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,34378.857,1967.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,34971.339,1938.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,35563.893,2053.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,36156.41,2112.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,36748.991,2108.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,37341.526,2160.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,37934.0,2232.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,38526.535,2385.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,39119.08,2344.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,39711.58,2488.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,40304.187,2481.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,40896.625,2529.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,41489.214,2519.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,42081.687,2537.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,42674.25,2556.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,43266.768,2773.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,43859.268,2897.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,44451.803,3085.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,45044.312,3287.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,45636.83,3489.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,46229.294,3587.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,46821.91,3783.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,47414.491,4111.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,48006.991,4295.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,48599.491,4480.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,49191.982,4765.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,49784.58,4993.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,50381.893,5270.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,50969.634,5650.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,51562.169,5856.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,52154.616,6134.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,52747.143,6358.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,53339.687,6665.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,53932.098,7079.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,54524.696,7288.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,55117.214,7410.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,55709.723,7847.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,56302.268,8066.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,56894.768,8378.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,57487.339,8691.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,58079.839,8939.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,58672.303,9286.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,59264.857,9480.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,59857.464,10097.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,60449.848,10335.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,61042.312,10530.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,61634.848,11151.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,62227.312,11249.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,62820.0,11572.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,63412.401,11949.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,64004.91,12432.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,64597.366,12801.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,65189.946,12953.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,65782.393,13290.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,66374.901,14103.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,66967.437,13922.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,67559.982,14511.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,68152.526,14923.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,68745.044,15376.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,69337.58,15781.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,69930.08,15953.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,70522.571,16636.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,71115.125,16816.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,71707.696,17532.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,72300.098,17761.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,72892.687,18253.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,73485.232,18830.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,74077.669,19149.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,74670.303,19496.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,75262.794,20414.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,75855.384,20460.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,76447.839,21205.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,77040.294,21479.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,77632.893,22348.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,78225.384,22601.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,78817.893,23248.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,79410.482,23762.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,80002.901,24069.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,80595.553,24686.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,81188.035,25509.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,81780.571,25922.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,82373.035,26862.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,82965.625,27564.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,83558.089,27874.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,84151.071,28452.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,84743.107,29715.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,85335.589,30028.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,85930.687,30662.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,86522.643,32173.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,87114.812,33649.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,87706.794,34071.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,88298.964,34457.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,88891.428,35399.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,89484.098,36131.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,90076.41,36828.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Z49,90669.062,36860.0,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
