short_codes,trial_IDs,Time (s),OD:Raw_OD(590),ecoli:Fluorescence_1
G2,r1_ecoli_mRuby,68739.004,0.16566087603569,68362.0
G2,r1_ecoli_mRuby,69331.254,0.166346684098244,71990.0
G2,r1_ecoli_mRuby,69924.156,0.170679321885109,71963.0
G2,r1_ecoli_mRuby,70516.245,0.16851664185524,71864.0
G2,r1_ecoli_mRuby,71108.7985,0.171776387095451,72551.0
G2,r1_ecoli_mRuby,71701.379,0.171442437171936,73437.0
G2,r1_ecoli_mRuby,72294.2585,0.173125231266022,73080.0
G2,r1_ecoli_mRuby,72886.37,0.17441154718399,74818.0
G2,r1_ecoli_mRuby,73479.2225,0.17425252199173,73121.0
G2,r1_ecoli_mRuby,74071.361,0.175113347172737,75808.0
G2,r1_ecoli_mRuby,74664.031,0.179827585816383,76804.0
G2,r1_ecoli_mRuby,75256.85200000001,0.179018881917,75546.0
G2,r1_ecoli_mRuby,75848.928,0.183188551664352,76319.0
G2,r1_ecoli_mRuby,76441.459,0.18398902118206,76730.0
G2,r1_ecoli_mRuby,77034.07500000001,0.185307091474533,77002.0
G2,r1_ecoli_mRuby,77626.93299999999,0.189988219738007,78422.0
G2,r1_ecoli_mRuby,78218.924,0.189296954870224,78115.0
G2,r1_ecoli_mRuby,78811.4725,0.190969243645668,77945.0
G2,r1_ecoli_mRuby,79403.995,0.192167973518372,78508.0
G2,r1_ecoli_mRuby,79996.7225,0.192423951625824,80065.0
G2,r1_ecoli_mRuby,80588.937,0.194763788580894,80876.0
G2,r1_ecoli_mRuby,81182.30300000001,0.196694815158844,80411.0
G2,r1_ecoli_mRuby,81774.62,0.198036909103394,83633.0
G2,r1_ecoli_mRuby,82366.794,0.199944207072258,81624.0
G2,r1_ecoli_mRuby,82959.1425,0.201134178042412,83099.0
G2,r1_ecoli_mRuby,83551.35250000001,0.202205976843834,82976.0
G2,r1_ecoli_mRuby,84143.8565,0.203081876039505,83965.0
G2,r1_ecoli_mRuby,84736.459,0.209643363952637,85626.0
G2,r1_ecoli_mRuby,85329.303,0.207602652907372,84837.0
G2,r1_ecoli_mRuby,85921.33,0.211782747507095,85070.0
G2,r1_ecoli_mRuby,86513.678,0.211080521345139,84387.0
G2,r1_ecoli_mRuby,87106.2585,0.21227585375309,86575.0
G2,r1_ecoli_mRuby,87698.72750000001,0.213637346029282,86619.0
G2,r1_ecoli_mRuby,88291.995,0.216827908158302,87386.0
G2,r1_ecoli_mRuby,88883.85200000001,0.217459309101105,84442.0
G2,r1_ecoli_mRuby,89477.22750000001,0.219054305553436,89289.0
G2,r1_ecoli_mRuby,90069.098,0.222196233272553,87456.0
G2,r1_ecoli_mRuby,90661.5305,0.222334414720535,90413.0
G2,r1_ecoli_mRuby,91255.6155,0.227512976527214,89001.0
G2,r1_ecoli_mRuby,91847.589,0.23128342628479,92963.0
G2,r1_ecoli_mRuby,92439.6735,0.228166931867599,90688.0
G2,r1_ecoli_mRuby,93032.91,0.234487336874008,92158.0
