short_codes,Time (s),values,strain,experiment_IDs
Y49,44447.661,142473.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,45040.196,142981.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,45632.607,142743.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,46225.053,143828.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,46817.473,144856.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,47409.946,146144.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,48002.348,145017.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,48594.786,147861.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,49187.196,147548.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,49779.634,149282.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,50372.062,148300.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,50964.491,150111.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,51556.875,150692.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,52149.375,153407.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,52741.741,153052.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,53334.152,154207.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,53926.607,155542.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,54519.027,156522.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,55111.42,158111.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,55703.902,162964.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,56296.303,163151.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,56889.634,164409.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,57481.187,165747.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,58074.428,167332.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,58666.089,170341.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,59259.33,176906.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,59851.009,180054.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,60444.259,185458.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,61035.955,190016.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,61629.116,193870.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,62220.83,189721.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,62814.857,195641.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,63405.696,205606.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,63998.857,215784.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,64590.571,220701.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,65183.536,223769.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,65775.482,228648.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,66368.303,227872.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,66961.196,225401.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,67552.893,227163.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,68145.643,230789.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,68738.473,228583.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,69330.268,229442.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,69923.214,227069.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,70515.125,226632.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,71107.821,225029.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,71700.661,227729.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,72292.482,230354.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,72885.196,227503.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,73477.991,227080.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,74069.911,227581.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,74662.598,227748.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,75255.428,226234.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,75847.277,227575.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,76440.036,224498.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,77032.803,224666.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,77625.491,226704.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,78217.196,227311.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,78814.803,223499.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,79402.196,226854.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,79994.937,225506.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,80587.58,224535.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,81180.277,224051.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,81772.928,223769.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,82364.607,224103.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,82957.384,225257.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,83549.866,225242.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,84142.384,224163.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,84734.902,225266.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,85327.455,224172.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,85920.036,220694.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,86512.303,223484.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,87104.893,221532.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,87697.5,221965.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,88290.857,223443.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,88882.58,223933.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,89475.25,223205.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,90068.312,223944.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,90661.071,223779.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,91253.045,225618.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,91845.884,224908.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,92438.232,224862.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,93030.911,223866.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,93623.437,225482.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,94216.036,223373.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,94808.571,226014.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,95401.634,224182.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,95994.696,221609.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,96586.527,225569.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,97179.152,226525.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y49,97771.678,225661.0,mNeonGreen,r1_ecoli_mRuby-r3_pf-5_malt-4_4HB
Y35,8.83,24159.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,605.491,23799.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,1197.357,23861.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,1789.839,23635.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,2382.33,23458.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,2974.848,23168.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,3567.178,23462.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,4159.607,23151.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,4752.009,27851.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,5344.446,23352.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,5936.911,23279.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,6529.339,23610.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,7121.821,24194.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,7714.259,23755.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,8306.741,24000.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,8899.232,29196.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,9491.714,35175.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,10084.152,34495.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,10676.607,33450.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,11269.08,39245.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,11861.518,37446.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,12453.973,42890.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,13046.384,40316.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,13638.893,40414.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,14231.339,38832.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,14823.759,41236.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,15416.223,38493.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,16008.607,45551.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,16601.107,41383.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,17193.571,44403.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,17786.036,43742.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,18378.536,44576.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,18970.991,41381.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,19563.491,49318.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,20156.018,40227.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,20748.411,41787.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,21340.92,46686.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,21933.348,44673.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,22525.795,45043.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,23118.303,46619.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,23710.714,49278.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,24303.214,51373.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,24895.678,55495.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,25488.125,58609.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,26080.571,62362.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,26673.071,67008.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,27265.491,71270.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,27857.946,66945.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,28450.366,77512.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,29042.857,82319.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,29635.321,87671.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,30227.777,89016.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,30820.187,90375.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,31412.607,91329.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,32005.036,89636.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,32597.509,90244.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,33189.928,91820.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,33782.339,92152.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,34374.741,90459.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,34967.232,90013.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,35559.652,89672.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,36152.161,88100.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,36744.625,88782.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,37337.062,89511.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,37929.464,89181.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,38521.973,91632.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,39114.393,91798.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,39706.848,90654.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,40299.295,90402.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,40891.795,91094.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,41484.161,91334.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,42076.625,90206.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,42669.116,91386.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,43261.607,92237.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,43854.053,92087.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,44446.473,90148.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,45039.009,91643.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,45631.42,91141.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,46223.866,91421.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,46816.286,92089.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,47408.759,92454.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,48001.161,91345.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,48593.598,92880.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,49186.009,92260.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,49778.446,93349.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,50370.875,92583.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,50963.303,92492.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,51555.687,94106.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,52148.187,95136.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,52740.553,93758.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,53332.964,92568.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,53925.42,93783.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,54517.839,92748.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,55110.241,94211.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,55702.714,93653.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,56295.116,93626.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,56888.446,96059.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,57480.0,94931.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,58073.241,94493.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,58664.911,93896.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,59258.143,94261.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,59849.821,94308.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,60443.071,95879.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,61034.768,95333.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,61627.928,94838.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,62219.643,95133.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,62813.67,96873.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,63404.509,95704.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,63997.67,95859.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,64589.384,96304.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,65182.357,96655.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,65774.295,96179.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,66367.116,95674.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,66960.009,96313.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,67551.705,97265.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,68144.455,97143.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,68737.286,98396.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,69329.08,98247.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,69922.027,99853.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,70513.937,98127.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,71106.634,99140.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,71699.482,98848.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,72291.295,98371.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,72884.009,98509.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,73476.803,99098.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,74068.723,98582.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,74661.411,100468.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,75254.241,101769.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,75846.089,102548.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,76438.848,101837.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,77031.616,103211.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,77624.303,103379.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,78216.009,104109.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,78813.616,103851.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,79401.009,104919.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,79993.75,107230.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,80586.393,107460.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,81179.089,108713.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,81771.741,107302.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,82363.42,108081.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,82956.196,112313.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,83548.678,112163.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,84141.196,112949.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,84733.714,112073.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,85326.268,116164.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,85918.848,114669.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,86511.116,115852.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,87103.705,117563.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,87696.321,116953.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,88289.67,118081.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,88881.393,123058.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,89474.062,122582.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,90067.125,123212.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,90659.884,123716.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,91251.857,125161.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,91844.696,126944.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,92437.045,129682.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,93029.723,129470.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,93622.25,129145.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,94214.848,130668.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,94807.384,132088.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,95400.446,133596.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,95993.509,135466.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,96585.339,137685.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,97177.964,139599.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y35,97770.491,140485.0,mNeonGreen,r1_ecoli_ACS-r50_pf-5_malt-2_4HB
Y52,10.723,3073.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,607.375,3140.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,1199.25,3092.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,1791.723,3116.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,2384.214,3085.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,2976.741,3140.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,3569.071,3091.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,4161.5,3255.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,4753.902,3252.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,5346.339,3250.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,5938.795,3299.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,6531.232,3408.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,7123.705,3468.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,7716.152,3466.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
Y52,8308.625,3604.0,mNeonGreen,r10_ecoli_mRuby-r1_pf-5_malt-4_4HB
