"","Time_Date","RelativeTime","Sample_Rep","Organism","Experiment","Org_Exp","Transfer","Exp_Description","OD","pH","DO_Percent","N2O_mM","NO3_mM","NO2_mM","NH4_mM","TON_mM","C2H3O2_mM"
"27",2020-11-02 07:49:00,0,"F2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0,7.23,NA,0,11.08,0.12,4.106464,9.819818,37.5212392
"28",2020-11-02 07:49:00,0,"F3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0,7.21,NA,0,11.14,0.02,4.033696,9.817746,36.205316
"29",2020-11-02 07:49:00,0,"A1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"30",2020-11-02 07:49:00,0,"A2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"31",2020-11-02 07:49:00,0,"A3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0,NA,NA,NA,NA,NA,NA,NA,NA
"32",2020-11-02 07:49:00,0,"B1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0,NA,NA,NA,NA,NA,NA,NA,NA
"33",2020-11-02 07:49:00,0,"E1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0,NA,NA,NA,NA,NA,NA,NA,NA
"34",2020-11-02 07:49:00,0,"D1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0,NA,NA,NA,NA,NA,NA,NA,NA
"35",2020-11-02 07:49:00,0,"D2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0,NA,NA,NA,NA,NA,NA,NA,NA
"36",2020-11-02 07:49:00,0,"D3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"37",2020-11-02 18:50:00,11.02,"A1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"38",2020-11-02 18:50:00,11.02,"A2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"39",2020-11-02 18:50:00,11.02,"A3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.03,NA,NA,NA,NA,NA,NA,NA,NA
"40",2020-11-02 18:50:00,11.02,"B1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"41",2020-11-02 18:50:00,11.02,"B2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0,NA,NA,NA,NA,NA,NA,NA,NA
"42",2020-11-02 18:50:00,11.02,"F2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"43",2020-11-02 18:50:00,11.02,"F3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"44",2020-11-02 18:50:00,11.02,"D1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"45",2020-11-02 18:50:00,11.02,"D2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"46",2020-11-02 18:50:00,11.02,"D3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"47",2020-11-02 18:50:00,11.02,"E1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"48",2020-11-02 18:50:00,11.02,"E2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"49",2020-11-02 18:50:00,11.02,"E3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"50",2020-11-02 18:50:00,11.02,"F1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"51",2020-11-02 18:50:00,11.02,"F2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"52",2020-11-02 18:50:00,11.02,"F3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"53",2020-11-02 18:50:00,11.02,"B3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.03,NA,NA,NA,NA,NA,NA,NA,NA
"54",2020-11-02 18:50:00,11.02,"C1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"55",2020-11-02 18:50:00,11.02,"C2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.03,NA,NA,NA,NA,NA,NA,NA,NA
"56",2020-11-02 18:50:00,11.02,"C3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"57",2020-11-02 18:50:00,11.02,"B2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.03,NA,NA,NA,NA,NA,NA,NA,NA
"58",2020-11-02 18:50:00,11.02,"B3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.03,NA,NA,NA,NA,NA,NA,NA,NA
"59",2020-11-02 18:50:00,11.02,"C1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"60",2020-11-02 18:50:00,11.02,"C2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"61",2020-11-02 18:50:00,11.02,"C3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"62",2020-11-02 18:50:00,11.02,"D1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"63",2020-11-02 18:50:00,11.02,"D2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"64",2020-11-02 18:50:00,11.02,"D3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"65",2020-11-02 18:50:00,11.02,"E1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.03,NA,NA,NA,NA,NA,NA,NA,NA
"66",2020-11-02 18:50:00,11.02,"A1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"67",2020-11-02 18:50:00,11.02,"A2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.03,NA,NA,NA,NA,NA,NA,NA,NA
"68",2020-11-02 18:50:00,11.02,"A3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0,NA,NA,NA,NA,NA,NA,NA,NA
"69",2020-11-02 18:50:00,11.02,"B1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"70",2020-11-02 18:50:00,11.02,"E2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.03,NA,NA,NA,NA,NA,NA,NA,NA
"71",2020-11-02 18:50:00,11.02,"E3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.02,NA,NA,NA,NA,NA,NA,NA,NA
"72",2020-11-02 18:50:00,11.02,"F1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.01,NA,NA,NA,NA,NA,NA,NA,NA
"73",2020-11-03 07:45:00,23.93,"A1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.05,NA,NA,NA,NA,NA,NA,NA,NA
"74",2020-11-03 07:45:00,23.93,"B2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"75",2020-11-03 07:45:00,23.93,"A2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"76",2020-11-03 07:45:00,23.93,"A3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"77",2020-11-03 07:45:00,23.93,"B1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"78",2020-11-03 07:45:00,23.93,"C3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.08,NA,NA,NA,NA,NA,NA,NA,NA
"79",2020-11-03 07:45:00,23.93,"B3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"80",2020-11-03 07:45:00,23.93,"C1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.05,NA,NA,NA,NA,NA,NA,NA,NA
"81",2020-11-03 07:45:00,23.93,"C2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.07,NA,NA,NA,NA,NA,NA,NA,NA
"82",2020-11-03 07:45:00,23.93,"D3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.07,NA,NA,NA,NA,NA,NA,NA,NA
"83",2020-11-03 07:45:00,23.93,"E1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.05,NA,NA,NA,NA,NA,NA,NA,NA
"84",2020-11-03 07:45:00,23.93,"E2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.07,NA,NA,NA,NA,NA,NA,NA,NA
"85",2020-11-03 07:45:00,23.93,"E3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.05,NA,NA,NA,NA,NA,NA,NA,NA
"86",2020-11-03 07:45:00,23.93,"F1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"87",2020-11-03 07:45:00,23.93,"F2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"88",2020-11-03 07:45:00,23.93,"F3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.03,NA,NA,NA,NA,NA,NA,NA,NA
"89",2020-11-03 07:45:00,23.93,"A1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.05,NA,NA,NA,NA,NA,NA,NA,NA
"90",2020-11-03 07:45:00,23.93,"A2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.08,NA,NA,NA,NA,NA,NA,NA,NA
"91",2020-11-03 07:45:00,23.93,"A3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.04,NA,NA,NA,NA,NA,NA,NA,NA
"92",2020-11-03 07:45:00,23.93,"B1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.07,NA,NA,NA,NA,NA,NA,NA,NA
"93",2020-11-03 07:45:00,23.93,"D1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.05,NA,NA,NA,NA,NA,NA,NA,NA
"94",2020-11-03 07:45:00,23.93,"D2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.08,NA,NA,NA,NA,NA,NA,NA,NA
"95",2020-11-03 07:45:00,23.93,"C1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"96",2020-11-03 07:45:00,23.93,"C2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.07,NA,NA,NA,NA,NA,NA,NA,NA
"97",2020-11-03 07:45:00,23.93,"C3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.07,NA,NA,NA,NA,NA,NA,NA,NA
"98",2020-11-03 07:45:00,23.93,"D1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"99",2020-11-03 07:45:00,23.93,"D2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.04,NA,NA,NA,NA,NA,NA,NA,NA
"100",2020-11-03 07:45:00,23.93,"D3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"101",2020-11-03 07:45:00,23.93,"E1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.08,NA,NA,NA,NA,NA,NA,NA,NA
"102",2020-11-03 07:45:00,23.93,"E2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"103",2020-11-03 07:45:00,23.93,"E3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.08,NA,NA,NA,NA,NA,NA,NA,NA
"104",2020-11-03 07:45:00,23.93,"F1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.04,NA,NA,NA,NA,NA,NA,NA,NA
"105",2020-11-03 07:45:00,23.93,"F2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.07,NA,NA,NA,NA,NA,NA,NA,NA
"106",2020-11-03 07:45:00,23.93,"B2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"107",2020-11-03 07:45:00,23.93,"B3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"108",2020-11-03 07:45:00,23.93,"F3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.06,NA,NA,NA,NA,NA,NA,NA,NA
"109",2020-11-03 17:20:00,33.52,"B2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.12,NA,NA,NA,NA,NA,NA,NA,NA
"110",2020-11-03 17:20:00,33.52,"B3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.13,NA,NA,NA,NA,NA,NA,NA,NA
"111",2020-11-03 17:20:00,33.52,"C1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.11,NA,NA,NA,NA,NA,NA,NA,NA
"112",2020-11-03 17:20:00,33.52,"C3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.14,NA,NA,NA,NA,NA,NA,NA,NA
"113",2020-11-03 17:20:00,33.52,"D1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.13,NA,NA,NA,NA,NA,NA,NA,NA
"114",2020-11-03 17:20:00,33.52,"D2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.14,NA,NA,NA,NA,NA,NA,NA,NA
"115",2020-11-03 17:20:00,33.52,"C2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.13,NA,NA,NA,NA,NA,NA,NA,NA
"116",2020-11-03 17:20:00,33.52,"E1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.14,NA,NA,NA,NA,NA,NA,NA,NA
"117",2020-11-03 17:20:00,33.52,"E2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.14,NA,NA,NA,NA,NA,NA,NA,NA
"118",2020-11-03 17:20:00,33.52,"E3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.11,NA,NA,NA,NA,NA,NA,NA,NA
"119",2020-11-03 17:20:00,33.52,"D3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.13,NA,NA,NA,NA,NA,NA,NA,NA
"120",2020-11-03 17:20:00,33.52,"A1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.14,NA,NA,NA,NA,NA,NA,NA,NA
"121",2020-11-03 17:20:00,33.52,"A2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.13,NA,NA,NA,NA,NA,NA,NA,NA
"122",2020-11-03 17:20:00,33.52,"A3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.14,NA,NA,NA,NA,NA,NA,NA,NA
"123",2020-11-03 17:20:00,33.52,"B1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.13,NA,NA,NA,NA,NA,NA,NA,NA
"124",2020-11-03 17:20:00,33.52,"A2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.15,NA,NA,NA,NA,NA,NA,NA,NA
"125",2020-11-03 17:20:00,33.52,"A3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.11,NA,NA,NA,NA,NA,NA,NA,NA
"126",2020-11-03 17:20:00,33.52,"B1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.14,NA,NA,NA,NA,NA,NA,NA,NA
"127",2020-11-03 17:20:00,33.52,"B2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.1,NA,NA,NA,NA,NA,NA,NA,NA
"128",2020-11-03 17:20:00,33.52,"B3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.13,NA,NA,NA,NA,NA,NA,NA,NA
"129",2020-11-03 17:20:00,33.52,"C1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.12,NA,NA,NA,NA,NA,NA,NA,NA
"130",2020-11-03 17:20:00,33.52,"C2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.12,NA,NA,NA,NA,NA,NA,NA,NA
"131",2020-11-03 17:20:00,33.52,"C3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.12,NA,NA,NA,NA,NA,NA,NA,NA
"132",2020-11-03 17:20:00,33.52,"D1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.12,NA,NA,NA,NA,NA,NA,NA,NA
"133",2020-11-03 17:20:00,33.52,"F1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.12,7.21,NA,0.028,8.2,5.29,3.819314,10.17849,-0.5446888
"134",2020-11-03 17:20:00,33.52,"F2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.12,7.17,NA,0.057,6.72,3.85,4.089,9.770368,36.3633304
"135",2020-11-03 17:20:00,33.52,"F3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.13,7.2,NA,0.03,6.19,3.36,3.920946,9.849704,33.6641336
"136",2020-11-03 17:20:00,33.52,"A1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.14,NA,NA,NA,NA,NA,NA,NA,NA
"137",2020-11-03 17:20:00,33.52,"E3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.13,NA,NA,NA,NA,NA,NA,NA,NA
"138",2020-11-03 17:20:00,33.52,"F1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.09,7.16,NA,0.02,8.2,5.29,4.152721,6.985464,37.034244
"139",2020-11-03 17:20:00,33.52,"F2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.13,7.21,NA,0.024,6.72,3.85,4.004671,9.714296,36.6897208
"140",2020-11-03 17:20:00,33.52,"F3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.14,7.23,NA,0.029,6.19,3.36,4.2176,9.651543,36.6871304
"141",2020-11-03 17:20:00,33.52,"E2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.12,NA,NA,NA,NA,NA,NA,NA,NA
"142",2020-11-03 17:20:00,33.52,"D2","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.11,NA,NA,NA,NA,NA,NA,NA,NA
"143",2020-11-03 17:20:00,33.52,"D3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.12,NA,NA,NA,NA,NA,NA,NA,NA
"144",2020-11-03 17:20:00,33.52,"E1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.14,NA,NA,NA,NA,NA,NA,NA,NA
"145",2020-11-04 08:00:00,48.18,"E3","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.15,NA,NA,NA,NA,NA,NA,NA,NA
"146",2020-11-04 08:00:00,48.18,"F1","SynCom","pH_Shift","SynCom_pH_Shift","Pre","Pre_SynCom_pH_7",0.15,NA,NA,NA,NA,NA,NA,NA,NA
