short_codes,trial_IDs,Time (s),pf:Fluorescence,ecoli:Fluorescence_1,OD:Raw_OD(590)
B9,cpd01133,165332.895298538,433411.0,52093.0,0.502
B9,cpd01133,165925.48665142545,279910.0,28190.0,0.311
B9,cpd01133,166518.06175614035,498096.0,62771.0,0.492
B9,cpd01133,167110.76531772662,214500.0,22693.0,0.299
B9,cpd01133,167703.25480906432,252318.0,21882.0,0.291
B9,cpd01133,168295.81162828943,390873.0,38577.0,0.341
B9,cpd01133,168888.39744477338,162005.0,13310.0,0.22
B9,cpd01133,169480.93910749268,170116.0,12857.0,0.268
B9,cpd01133,170073.40505577484,431075.0,44360.0,0.332
B9,cpd01133,170666.0999325658,525109.0,78646.0,0.412
B9,cpd01133,171258.53875310672,381228.0,49842.0,0.238
B9,cpd01133,171851.0313649854,229759.0,18482.0,0.225
B9,cpd01133,172443.66937328214,218440.0,14753.0,0.227
B9,cpd01133,173036.31707978802,264181.0,43752.0,0.219
B9,cpd01133,173628.74704751463,276434.0,20567.0,0.233
B9,cpd01133,174221.2932664839,158787.0,11905.0,0.192
B9,cpd01133,174813.89841476607,223244.0,19043.0,0.188
B9,cpd01133,175406.47038958335,151713.0,18612.0,0.185
B9,cpd01133,175999.0225033626,355990.0,46085.0,0.199
B9,cpd01133,176591.6985414474,301678.0,40713.0,0.199
B9,cpd01133,177184.33627817986,142382.0,10718.0,0.189
B10,cpd00027,17.437182492690056,70234.0,19423.0,0.312
B10,cpd00027,612.0807006944443,69267.0,19314.0,0.337
B10,cpd00027,1204.6030660818715,70530.0,19188.0,0.368
B10,cpd00027,1797.1184104166666,70230.0,19435.0,0.401
B10,cpd00027,2389.6293491593565,70854.0,19250.0,0.44
B10,cpd00027,2982.2451478435673,70022.0,18988.0,0.475
B10,cpd00027,3574.7394448099417,72090.0,18464.0,0.519
B10,cpd00027,4167.291392763158,73658.0,18321.0,0.564
B10,cpd00027,4759.749574013157,74783.0,18084.0,0.605
B10,cpd00027,5352.226468421053,75516.0,17988.0,0.636
B10,cpd00027,5944.68672620614,80495.0,18147.0,0.67
B10,cpd00027,6537.197492141812,82384.0,17910.0,0.698
B10,cpd00027,7129.658575438596,85413.0,18029.0,0.726
B10,cpd00027,7722.119183114035,88595.0,17993.0,0.756
B10,cpd00027,8314.589749780702,91898.0,17958.0,0.784
B10,cpd00027,8907.125591959064,96183.0,17888.0,0.813
B10,cpd00027,9499.589261513158,99431.0,17906.0,0.845
B10,cpd00027,10092.044244152046,103595.0,17958.0,0.871
B10,cpd00027,10684.59565376462,108202.0,18374.0,0.892
B10,cpd00027,11277.059908881578,112267.0,18511.0,0.918
B10,cpd00027,11869.561323976608,114303.0,18387.0,0.944
B10,cpd00027,12462.074853106724,119995.0,18722.0,0.973
B10,cpd00027,13054.525985818713,126031.0,19041.0,1.0
B10,cpd00027,13646.927445285088,129956.0,19196.0,1.024
B10,cpd00027,14239.525828399126,134935.0,19455.0,1.044
B10,cpd00027,14831.958014400589,135985.0,19685.0,1.07
B10,cpd00027,15424.420524013158,143113.0,20347.0,1.091
B10,cpd00027,16016.964152814326,144469.0,20630.0,1.113
B10,cpd00027,16609.431545248535,151011.0,21019.0,1.137
B10,cpd00027,17201.92670263158,154330.0,21514.0,1.16
B10,cpd00027,17794.446215168125,160934.0,21960.0,1.178
B10,cpd00027,18386.95914254386,164819.0,22361.0,1.203
B10,cpd00027,18979.46532701023,171613.0,22659.0,1.213
B10,cpd00027,19571.990786805556,172301.0,23412.0,1.233
B10,cpd00027,20164.528064071634,177996.0,23630.0,1.258
B10,cpd00027,20757.044207273393,182730.0,23978.0,1.27
B10,cpd00027,21349.530477704677,187296.0,24576.0,1.294
B10,cpd00027,21942.065904276315,198322.0,25028.0,1.313
B10,cpd00027,22534.59832613304,198336.0,25725.0,1.331
B10,cpd00027,23127.081862828953,203062.0,26133.0,1.348
B10,cpd00027,23719.551082602342,211915.0,26704.0,1.368
B10,cpd00027,24312.06204864766,215954.0,27093.0,1.385
B10,cpd00027,24904.57369232456,237235.0,27571.0,1.401
B10,cpd00027,25497.192146966376,226939.0,28392.0,1.422
B10,cpd00027,26089.73537185673,236635.0,28725.0,1.438
B10,cpd00027,26682.251553728074,238960.0,29654.0,1.449
B10,cpd00027,27274.741707529243,251168.0,29951.0,1.469
B10,cpd00027,27867.299149890354,257420.0,30387.0,1.468
B10,cpd00027,28459.77462383041,262052.0,30855.0,1.482
B10,cpd00027,29052.297226571638,272446.0,31648.0,1.501
B10,cpd00027,29644.827986440057,279779.0,32305.0,1.517
B10,cpd00027,30237.282831140354,288328.0,32697.0,1.533
B10,cpd00027,30829.786733296787,300491.0,33409.0,1.552
B10,cpd00027,31422.255213852342,310855.0,34055.0,1.568
B10,cpd00027,32015.36283019006,319676.0,34827.0,1.581
B10,cpd00027,32607.234835672512,335833.0,35203.0,1.6
B10,cpd00027,33200.18353951024,344947.0,36302.0,1.609
B10,cpd00027,33792.272625731006,357358.0,36588.0,1.625
B10,cpd00027,34384.99975734649,368722.0,38197.0,1.634
B10,cpd00027,34977.37028877924,378354.0,38896.0,1.644
B10,cpd00027,35570.0976747076,387255.0,39820.0,1.657
B10,cpd00027,36162.36495252193,398760.0,40727.0,1.67
B10,cpd00027,36754.803826900585,405603.0,42074.0,1.68
B10,cpd00027,37347.2698253655,420704.0,43031.0,1.691
B10,cpd00027,37939.769586111106,431749.0,43936.0,1.7
B10,cpd00027,38532.227598976606,441459.0,45215.0,1.708
B10,cpd00027,39124.69970628655,459271.0,46323.0,1.717
B10,cpd00027,39717.20306695907,475119.0,47757.0,1.727
B10,cpd00027,40309.69415522661,487449.0,49132.0,1.737
B10,cpd00027,40902.14685274123,498053.0,49831.0,1.746
B10,cpd00027,41494.724779678356,504554.0,51417.0,1.752
B10,cpd00027,42087.21628355263,519905.0,53314.0,1.763
B10,cpd00027,42679.76975818714,528858.0,54368.0,1.77
B10,cpd00027,43272.2891802266,537783.0,56384.0,1.778
B10,cpd00027,43864.74336820175,547639.0,57724.0,1.786
B10,cpd00027,44457.23272865498,557686.0,60140.0,1.791
B10,cpd00027,45049.76675307018,567763.0,62112.0,1.795
B10,cpd00027,45642.21698768275,581511.0,63388.0,1.803
B10,cpd00027,46234.65241578947,586946.0,65708.0,1.807
B10,cpd00027,46827.139121747074,591650.0,67510.0,1.817
B10,cpd00027,47419.58095445906,599621.0,69272.0,1.823
B10,cpd00027,48012.07614820907,612479.0,71605.0,1.829
B10,cpd00027,48604.55811644736,620844.0,73720.0,1.839
B10,cpd00027,49197.11923450292,631023.0,75701.0,1.843
B10,cpd00027,49789.71486465644,635566.0,77624.0,1.845
B10,cpd00027,50382.12904459064,646877.0,80202.0,1.853
B10,cpd00027,50974.7038125731,652840.0,81595.0,1.856
B10,cpd00027,51567.209188231,663233.0,84627.0,1.864
B10,cpd00027,52159.76417905701,676493.0,87043.0,1.87
B10,cpd00027,52752.226890716374,683777.0,90255.0,1.874
B10,cpd00027,53344.666067690065,707477.0,91611.0,1.882
B10,cpd00027,53937.12918592836,703380.0,93998.0,1.884
B10,cpd00027,54529.56838256578,713651.0,96801.0,1.888
B10,cpd00027,55122.06898084795,725019.0,98521.0,1.893
B10,cpd00027,55714.59452309942,728486.0,100663.0,1.898
B10,cpd00027,56307.11644188596,743701.0,102440.0,1.903
B10,cpd00027,56899.62044565059,757429.0,103682.0,1.909
B10,cpd00027,57492.156467068715,761851.0,105867.0,1.91
B10,cpd00027,58084.65165741959,768936.0,107930.0,1.915
B10,cpd00027,58677.20195891813,774980.0,109858.0,1.923
B10,cpd00027,59269.74846151316,799403.0,111487.0,1.924
B10,cpd00027,59862.32961564328,812080.0,113078.0,1.929
B10,cpd00027,60454.796592141814,815151.0,113753.0,1.935
B10,cpd00027,61047.31131348683,824929.0,116866.0,1.938
B10,cpd00027,61639.842260087724,827815.0,118126.0,1.94
B10,cpd00027,62232.3112368421,847918.0,120110.0,1.946
B10,cpd00027,62824.87275442251,860011.0,120493.0,1.946
B10,cpd00027,63417.35137222221,867469.0,122303.0,1.953
B10,cpd00027,64009.93913819444,878866.0,124083.0,1.949
B10,cpd00027,64602.41834926901,890057.0,124200.0,1.959
B10,cpd00027,65194.92727006579,895370.0,124715.0,1.961
B10,cpd00027,65787.48543472221,901227.0,126278.0,1.965
B10,cpd00027,66379.97834685672,919106.0,127421.0,1.966
B10,cpd00027,66972.55232258771,929945.0,130044.0,1.974
B10,cpd00027,67565.03459740497,942171.0,130081.0,1.971
B10,cpd00027,68157.54682320905,947124.0,131695.0,1.977
B10,cpd00027,68750.01611140351,966360.0,133465.0,1.981
B10,cpd00027,69342.49857638888,977687.0,133107.0,1.984
B10,cpd00027,69934.96389334794,990185.0,134849.0,1.986
B10,cpd00027,70527.48938223685,995020.0,136867.0,1.984
B10,cpd00027,71119.94558771931,1009221.0,137067.0,1.991
B10,cpd00027,71712.42074345761,1017816.0,137786.0,1.99
B10,cpd00027,72304.92720105994,1031141.0,138684.0,1.994
B10,cpd00027,72897.48369608918,1042311.0,139543.0,1.998
B10,cpd00027,73490.03349678362,1064729.0,137804.0,2.004
B10,cpd00027,74082.5549429459,1080114.0,140105.0,2.006
B10,cpd00027,74675.04054163012,1084734.0,138300.0,2.012
B10,cpd00027,75267.62172386696,1103072.0,139125.0,2.011
B10,cpd00027,75860.15031352338,1122514.0,139783.0,2.007
B10,cpd00027,76452.67421206139,1132451.0,140119.0,2.014
B10,cpd00027,77045.18940456871,1148366.0,139001.0,2.025
B10,cpd00027,77637.70693274854,1171152.0,140142.0,2.029
B10,cpd00027,78230.20534239766,1195379.0,141108.0,2.028
B10,cpd00027,78822.70352668127,1212833.0,141126.0,2.034
B10,cpd00027,79415.22579071637,1235944.0,141989.0,2.031
B10,cpd00027,80007.78483768275,1231964.0,143741.0,2.03
B10,cpd00027,80600.32937255118,1229456.0,145366.0,2.03
B10,cpd00027,81192.8603069079,1243676.0,142415.0,2.024
B10,cpd00027,81785.41278311402,1229143.0,143043.0,2.02
B10,cpd00027,82378.01498333334,1246321.0,144889.0,2.018
B10,cpd00027,82970.4970736842,1240778.0,144755.0,2.018
B10,cpd00027,83563.00952397661,1240300.0,146406.0,2.019
B10,cpd00027,84155.58694203217,1251278.0,150214.0,2.017
B10,cpd00027,84748.09366524122,1273028.0,150669.0,2.017
B10,cpd00027,85340.68455683479,1250999.0,151354.0,2.017
B10,cpd00027,85933.19015288743,1270203.0,151077.0,2.014
B10,cpd00027,86525.72526571638,1284753.0,148968.0,2.013
B10,cpd00027,87118.29743479531,1279507.0,149972.0,2.009
B10,cpd00027,87710.8934945541,1277805.0,150672.0,2.001
B10,cpd00027,88303.43357448831,1277229.0,151736.0,1.997
B10,cpd00027,88895.99103355264,1271231.0,152846.0,1.991
B10,cpd00027,89488.57056312133,1254633.0,153330.0,1.988
B10,cpd00027,90081.15123461257,1267419.0,151674.0,1.983
B10,cpd00027,90673.69300782164,1297519.0,166667.0,2.022
B10,cpd00027,91266.24852909357,1316455.0,173485.0,2.043
B10,cpd00027,91858.84774097223,1324658.0,175017.0,2.037
B10,cpd00027,92451.36305288742,1336917.0,175345.0,2.034
B10,cpd00027,93043.92179846491,1361128.0,177169.0,2.038
B10,cpd00027,93636.40032390352,1342397.0,176886.0,2.036
B10,cpd00027,94228.98776779971,1336091.0,179098.0,2.029
B10,cpd00027,94821.50987280703,1338328.0,180555.0,2.029
B10,cpd00027,95414.02378742692,1322038.0,180495.0,2.025
B10,cpd00027,96006.56080076755,1337508.0,182818.0,2.023
B10,cpd00027,96599.13363413741,1323721.0,179446.0,2.005
B10,cpd00027,97191.73620968568,1329658.0,184934.0,2.02
B10,cpd00027,97784.3233634503,1328664.0,180650.0,2.001
B10,cpd00027,98376.93629802634,1335741.0,187685.0,2.015
B10,cpd00027,98969.48580383773,1310800.0,186257.0,2.007
B10,cpd00027,99562.07756118423,1339478.0,191524.0,2.015
B10,cpd00027,100154.58667843566,1343867.0,190697.0,2.004
B10,cpd00027,100747.10468548974,1334220.0,190976.0,1.987
B10,cpd00027,101339.59629232455,1330290.0,202185.0,2.014
B10,cpd00027,101932.0656324927,1345420.0,217630.0,2.048
B10,cpd00027,102524.57027898391,1327066.0,206867.0,1.996
B10,cpd00027,103117.08675807748,1319022.0,205248.0,1.988
B10,cpd00027,103709.5841123538,1340034.0,207635.0,1.978
B10,cpd00027,104302.12029649124,1353384.0,218298.0,1.998
B10,cpd00027,104894.68458965643,1332119.0,227591.0,2.016
B10,cpd00027,105487.22159170323,1364274.0,232656.0,2.012
B10,cpd00027,106079.73390058479,1343616.0,237163.0,2.01
B10,cpd00027,106672.28882744885,1368604.0,242546.0,2.005
B10,cpd00027,107264.81512306287,1371465.0,248885.0,2.007
B10,cpd00027,107857.33514046053,1333633.0,251418.0,2.004
B10,cpd00027,108449.82728870615,1375659.0,256734.0,2.007
B10,cpd00027,109042.31918245617,1376958.0,264720.0,2.006
B10,cpd00027,109634.71801016082,1364461.0,272642.0,2.008
B10,cpd00027,110227.27415252193,1373043.0,277515.0,2.01
B10,cpd00027,110819.81853790204,1369722.0,281691.0,2.009
B10,cpd00027,111412.33385233919,1370225.0,290078.0,2.007
B10,cpd00027,112004.86944817251,1398152.0,297517.0,2.006
B10,cpd00027,112597.31396655702,1378689.0,300916.0,2.01
B10,cpd00027,113190.01028468566,1392034.0,310895.0,2.004
B10,cpd00027,113782.53396783628,1387706.0,315386.0,2.006
B10,cpd00027,114375.11549089913,1389432.0,323607.0,2.0
B10,cpd00027,114967.66222006579,1402314.0,332624.0,2.003
B10,cpd00027,115560.27998698829,1413156.0,344242.0,2.006
B10,cpd00027,116152.82313976607,1468259.0,382161.0,2.093
B10,cpd00027,116745.25308428363,1496700.0,422931.0,2.129
B10,cpd00027,117337.81056531433,1475923.0,468495.0,2.128
B10,cpd00027,117930.359383443,1518581.0,465908.0,2.107
B10,cpd00027,118522.90370076755,1492329.0,492445.0,2.117
B10,cpd00027,119115.39849459064,1489226.0,488649.0,2.087
B10,cpd00027,119707.9309790936,1504569.0,509610.0,2.113
B10,cpd00027,120300.44004546783,1502130.0,496544.0,2.078
B10,cpd00027,120892.92642302632,1515458.0,540548.0,2.114
B10,cpd00027,121485.47865376463,1534559.0,535060.0,2.092
B10,cpd00027,122078.04294294592,1509609.0,551032.0,2.069
B10,cpd00027,122670.6030134503,1522760.0,567614.0,2.079
B10,cpd00027,123263.19058633041,1522772.0,583748.0,2.095
B10,cpd00027,123855.73260891814,1547992.0,620697.0,2.111
B10,cpd00027,124448.2543262427,1530129.0,586405.0,2.062
B10,cpd00027,125040.75944572371,1573740.0,593846.0,2.06
B10,cpd00027,125633.34572905702,1514941.0,577546.0,2.029
B10,cpd00027,126225.89911951755,1534222.0,633510.0,2.065
B10,cpd00027,126818.41079122807,1532395.0,591850.0,2.057
B10,cpd00027,127411.01782145468,1680317.0,709696.0,2.173
B10,cpd00027,128003.50244839181,1749176.0,852223.0,2.276
B10,cpd00027,128596.04190098685,1801991.0,890173.0,2.3
B10,cpd00027,129188.60712097953,1794468.0,861160.0,2.265
B10,cpd00027,129781.1511803728,1777190.0,876228.0,2.272
B10,cpd00027,130373.75279579678,1831564.0,1002520.0,2.332
B10,cpd00027,130966.17639733187,1798243.0,913985.0,2.274
B10,cpd00027,131558.8504409357,1768944.0,939444.0,2.253
B10,cpd00027,132151.45836728803,1847073.0,954308.0,2.288
B10,cpd00027,132743.93642057746,1825722.0,980903.0,2.267
B10,cpd00027,133336.4590561038,1844464.0,1014752.0,2.271
B10,cpd00027,133928.97633384506,1818155.0,999689.0,2.231
B10,cpd00027,134521.58882923977,1808514.0,993607.0,2.281
B10,cpd00027,135114.02855445907,1838469.0,1046299.0,2.292
B10,cpd00027,135706.54285953948,1782558.0,962560.0,2.224
B10,cpd00027,136299.10955657894,1928569.0,1100106.0,2.299
B10,cpd00027,136891.6641949927,1914422.0,1088803.0,2.259
B10,cpd00027,137484.17972532893,1988336.0,1201876.0,2.335
B10,cpd00027,138076.80365402045,2070660.0,1321599.0,2.402
B10,cpd00027,138669.34008333334,2012433.0,1289757.0,2.344
B10,cpd00027,139261.92755815058,2025705.0,1208285.0,2.336
B10,cpd00027,139854.39411827485,2006992.0,1198510.0,2.296
B10,cpd00027,140446.99983940058,1950099.0,1233390.0,2.302
B10,cpd00027,141039.39673289473,2079807.0,1298630.0,2.323
B10,cpd00027,141631.97725453216,2074946.0,1328768.0,2.347
B10,cpd00027,142224.46622540208,2030316.0,1288633.0,2.277
B10,cpd00027,142817.05943636692,2096044.0,1325144.0,2.365
B10,cpd00027,143409.52433987576,2099438.0,1428310.0,2.356
B10,cpd00027,144002.05686652046,2103235.0,1412755.0,2.344
B10,cpd00027,144594.53108910818,2213193.0,1547387.0,2.392
B10,cpd00027,145187.08408154242,2216783.0,1564004.0,2.393
B10,cpd00027,145779.6672483918,2199780.0,1407869.0,2.349
B10,cpd00027,146372.10183899853,2203548.0,1466986.0,2.366
B10,cpd00027,146964.83900548247,2195940.0,1430183.0,2.323
B10,cpd00027,147557.30515625002,2268055.0,1550163.0,2.405
B10,cpd00027,148149.76287978803,2273907.0,1501193.0,2.328
B10,cpd00027,148742.2422052997,2280294.0,1481652.0,2.394
B10,cpd00027,149334.74074755117,2335765.0,1575405.0,2.329
B10,cpd00027,149927.19783311404,2423699.0,1696966.0,2.371
B10,cpd00027,150519.8209022661,2417265.0,1650157.0,2.394
B10,cpd00027,151112.235826462,2450743.0,1637161.0,2.397
B10,cpd00027,151704.81657989766,2444849.0,1617997.0,2.406
B10,cpd00027,152297.25907295322,2459524.0,1715865.0,2.419
B10,cpd00027,152889.76690497075,2502320.0,1775604.0,2.426
B10,cpd00027,153482.26285727342,2405149.0,1669657.0,2.385
B10,cpd00027,154074.89901951753,2418802.0,1657843.0,2.388
B10,cpd00027,154667.32982693714,2512293.0,1836408.0,2.396
B10,cpd00027,155259.93257591373,2508479.0,1914743.0,2.423
B10,cpd00027,155852.4436066886,2322073.0,1601463.0,2.384
B10,cpd00027,156444.88220815058,2454006.0,1789634.0,2.321
B10,cpd00027,157037.4625441155,2559945.0,1733202.0,2.373
B10,cpd00027,157629.96748951022,2606534.0,1833745.0,2.395
B10,cpd00027,158222.48060818715,2498488.0,1692105.0,2.383
B10,cpd00027,158815.0556363304,2526832.0,1896747.0,2.376
B10,cpd00027,159407.591410307,2594450.0,1819224.0,2.382
B10,cpd00027,160000.0751059576,2635795.0,1992275.0,2.409
B10,cpd00027,160592.57589923244,2628168.0,1872806.0,2.301
B10,cpd00027,161185.198906981,2619180.0,1873996.0,2.375
B10,cpd00027,161777.78019075294,2798362.0,1969201.0,2.467
B10,cpd00027,162370.18227945906,2764625.0,2036954.0,2.471
B10,cpd00027,162962.82974868422,2787753.0,2028437.0,2.464
B10,cpd00027,163555.43822247806,2530083.0,1481991.0,2.318
B10,cpd00027,164147.92380760235,2490904.0,1672903.0,2.363
B10,cpd00027,164740.50186165937,2739213.0,2137057.0,2.354
B10,cpd00027,165332.895298538,2934585.0,2190724.0,2.412
B10,cpd00027,165925.48665142545,2708928.0,2230438.0,2.35
B10,cpd00027,166518.06175614035,2472407.0,1235325.0,2.313
B10,cpd00027,167110.76531772662,2326120.0,1485549.0,2.332
B10,cpd00027,167703.25480906432,2230714.0,1224919.0,2.311
B10,cpd00027,168295.81162828943,2965122.0,2333134.0,2.437
B10,cpd00027,168888.39744477338,2431308.0,1503064.0,2.348
B10,cpd00027,169480.93910749268,2066074.0,918212.0,2.304
B10,cpd00027,170073.40505577484,2914126.0,2418835.0,2.353
B10,cpd00027,170666.0999325658,2408463.0,1368908.0,2.34
B10,cpd00027,171258.53875310672,3159277.0,2478669.0,2.417
B10,cpd00027,171851.0313649854,2525135.0,1595798.0,2.365
B10,cpd00027,172443.66937328214,3103511.0,2555479.0,2.42
B10,cpd00027,173036.31707978802,2690954.0,1770992.0,2.374
B10,cpd00027,173628.74704751463,3192302.0,2539759.0,2.405
B10,cpd00027,174221.2932664839,2995625.0,2524982.0,2.39
B10,cpd00027,174813.89841476607,3087327.0,2607218.0,2.402
B10,cpd00027,175406.47038958335,3404583.0,2626855.0,2.406
B10,cpd00027,175999.0225033626,2533486.0,1523953.0,2.355
B10,cpd00027,176591.6985414474,3213826.0,2257005.0,2.344
B10,cpd00027,177184.33627817986,2949312.0,2022908.0,2.384
B11,cpd00067,17.437182492690056,78875.0,19319.0,0.296
B11,cpd00067,612.0807006944443,78437.0,19297.0,0.316
B11,cpd00067,1204.6030660818715,80107.0,19244.0,0.346
B11,cpd00067,1797.1184104166666,80751.0,19416.0,0.379
B11,cpd00067,2389.6293491593565,82332.0,19294.0,0.415
B11,cpd00067,2982.2451478435673,82529.0,19101.0,0.454
B11,cpd00067,3574.7394448099417,85892.0,19276.0,0.494
B11,cpd00067,4167.291392763158,87911.0,19027.0,0.526
B11,cpd00067,4759.749574013157,88112.0,18939.0,0.559
B11,cpd00067,5352.226468421053,90344.0,18683.0,0.587
B11,cpd00067,5944.68672620614,94472.0,18511.0,0.625
B11,cpd00067,6537.197492141812,95902.0,18562.0,0.661
B11,cpd00067,7129.658575438596,100771.0,18509.0,0.692
B11,cpd00067,7722.119183114035,102442.0,18852.0,0.717
B11,cpd00067,8314.589749780702,108998.0,18829.0,0.748
B11,cpd00067,8907.125591959064,109831.0,18947.0,0.776
B11,cpd00067,9499.589261513158,115991.0,18937.0,0.806
B11,cpd00067,10092.044244152046,119998.0,19333.0,0.831
B11,cpd00067,10684.59565376462,125428.0,19467.0,0.858
B11,cpd00067,11277.059908881578,128596.0,19659.0,0.882
B11,cpd00067,11869.561323976608,132438.0,19985.0,0.901
B11,cpd00067,12462.074853106724,136725.0,20016.0,0.925
B11,cpd00067,13054.525985818713,142301.0,20265.0,0.952
B11,cpd00067,13646.927445285088,145187.0,20440.0,0.973
B11,cpd00067,14239.525828399126,151614.0,20709.0,0.996
B11,cpd00067,14831.958014400589,155712.0,21071.0,1.018
B11,cpd00067,15424.420524013158,160941.0,21077.0,1.038
B11,cpd00067,16016.964152814326,165910.0,21451.0,1.058
B11,cpd00067,16609.431545248535,170499.0,22318.0,1.081
B11,cpd00067,17201.92670263158,176763.0,22167.0,1.101
B11,cpd00067,17794.446215168125,180874.0,22818.0,1.12
B11,cpd00067,18386.95914254386,188006.0,22918.0,1.138
B11,cpd00067,18979.46532701023,192653.0,23628.0,1.156
B11,cpd00067,19571.990786805556,197698.0,24217.0,1.175
B11,cpd00067,20164.528064071634,203479.0,24509.0,1.193
B11,cpd00067,20757.044207273393,209128.0,24962.0,1.21
B11,cpd00067,21349.530477704677,214182.0,25534.0,1.229
B11,cpd00067,21942.065904276315,219511.0,25672.0,1.247
B11,cpd00067,22534.59832613304,227165.0,25961.0,1.267
B11,cpd00067,23127.081862828953,234585.0,26842.0,1.284
B11,cpd00067,23719.551082602342,242899.0,26988.0,1.302
B11,cpd00067,24312.06204864766,250180.0,27719.0,1.319
B11,cpd00067,24904.57369232456,256418.0,27841.0,1.335
B11,cpd00067,25497.192146966376,261672.0,28436.0,1.354
B11,cpd00067,26089.73537185673,271362.0,29118.0,1.369
B11,cpd00067,26682.251553728074,278264.0,29731.0,1.384
B11,cpd00067,27274.741707529243,286070.0,30072.0,1.4
B11,cpd00067,27867.299149890354,293607.0,30039.0,1.419
B11,cpd00067,28459.77462383041,301548.0,30812.0,1.435
B11,cpd00067,29052.297226571638,311700.0,31199.0,1.451
B11,cpd00067,29644.827986440057,317917.0,31562.0,1.468
B11,cpd00067,30237.282831140354,329619.0,32000.0,1.485
B11,cpd00067,30829.786733296787,337306.0,32346.0,1.505
B11,cpd00067,31422.255213852342,352079.0,33376.0,1.523
B11,cpd00067,32015.36283019006,360652.0,33501.0,1.539
B11,cpd00067,32607.234835672512,376400.0,34470.0,1.552
B11,cpd00067,33200.18353951024,386842.0,34557.0,1.562
B11,cpd00067,33792.272625731006,392834.0,35334.0,1.577
B11,cpd00067,34384.99975734649,407156.0,36041.0,1.587
B11,cpd00067,34977.37028877924,417981.0,37018.0,1.596
B11,cpd00067,35570.0976747076,423086.0,37603.0,1.606
B11,cpd00067,36162.36495252193,437088.0,38197.0,1.615
B11,cpd00067,36754.803826900585,447156.0,39419.0,1.625
B11,cpd00067,37347.2698253655,459484.0,40220.0,1.64
B11,cpd00067,37939.769586111106,465920.0,41290.0,1.648
B11,cpd00067,38532.227598976606,479712.0,41514.0,1.659
B11,cpd00067,39124.69970628655,490192.0,42934.0,1.668
B11,cpd00067,39717.20306695907,504273.0,43217.0,1.678
B11,cpd00067,40309.69415522661,516488.0,45153.0,1.689
B11,cpd00067,40902.14685274123,526769.0,45716.0,1.694
B11,cpd00067,41494.724779678356,530417.0,46406.0,1.702
B11,cpd00067,42087.21628355263,546117.0,47608.0,1.713
B11,cpd00067,42679.76975818714,553000.0,48360.0,1.722
B11,cpd00067,43272.2891802266,562148.0,49536.0,1.734
B11,cpd00067,43864.74336820175,570637.0,50625.0,1.74
B11,cpd00067,44457.23272865498,581726.0,51596.0,1.747
B11,cpd00067,45049.76675307018,591467.0,52954.0,1.755
B11,cpd00067,45642.21698768275,605736.0,54173.0,1.762
B11,cpd00067,46234.65241578947,607181.0,55142.0,1.767
B11,cpd00067,46827.139121747074,614234.0,56461.0,1.776
B11,cpd00067,47419.58095445906,624213.0,57608.0,1.782
B11,cpd00067,48012.07614820907,641568.0,58944.0,1.793
B11,cpd00067,48604.55811644736,645726.0,59654.0,1.8
B11,cpd00067,49197.11923450292,655047.0,60702.0,1.805
B11,cpd00067,49789.71486465644,659751.0,62336.0,1.808
B11,cpd00067,50382.12904459064,671507.0,63446.0,1.815
B11,cpd00067,50974.7038125731,689188.0,64727.0,1.819
B11,cpd00067,51567.209188231,699236.0,66187.0,1.828
B11,cpd00067,52159.76417905701,704907.0,66803.0,1.834
B11,cpd00067,52752.226890716374,713088.0,68320.0,1.843
B11,cpd00067,53344.666067690065,731159.0,68790.0,1.852
B11,cpd00067,53937.12918592836,738289.0,70742.0,1.852
B11,cpd00067,54529.56838256578,744954.0,71727.0,1.861
B11,cpd00067,55122.06898084795,759571.0,72809.0,1.861
B11,cpd00067,55714.59452309942,763472.0,73571.0,1.868
B11,cpd00067,56307.11644188596,772286.0,74780.0,1.871
B11,cpd00067,56899.62044565059,786434.0,75736.0,1.875
B11,cpd00067,57492.156467068715,791090.0,77839.0,1.88
B11,cpd00067,58084.65165741959,799032.0,78275.0,1.884
B11,cpd00067,58677.20195891813,814991.0,79591.0,1.891
B11,cpd00067,59269.74846151316,821844.0,80479.0,1.892
B11,cpd00067,59862.32961564328,835027.0,81774.0,1.894
B11,cpd00067,60454.796592141814,843813.0,82830.0,1.904
B11,cpd00067,61047.31131348683,845931.0,83799.0,1.907
B11,cpd00067,61639.842260087724,864890.0,85104.0,1.907
B11,cpd00067,62232.3112368421,872024.0,86058.0,1.915
B11,cpd00067,62824.87275442251,879225.0,87236.0,1.912
B11,cpd00067,63417.35137222221,894209.0,88135.0,1.92
B11,cpd00067,64009.93913819444,904896.0,88874.0,1.919
B11,cpd00067,64602.41834926901,910650.0,90749.0,1.93
B11,cpd00067,65194.92727006579,925829.0,93686.0,1.932
B11,cpd00067,65787.48543472221,933801.0,93330.0,1.935
B11,cpd00067,66379.97834685672,938861.0,94354.0,1.936
B11,cpd00067,66972.55232258771,947820.0,95570.0,1.948
B11,cpd00067,67565.03459740497,958709.0,95882.0,1.947
B11,cpd00067,68157.54682320905,988315.0,96409.0,1.948
B11,cpd00067,68750.01611140351,979438.0,98713.0,1.959
B11,cpd00067,69342.49857638888,999035.0,99084.0,1.959
B11,cpd00067,69934.96389334794,1002300.0,102836.0,1.964
B11,cpd00067,70527.48938223685,1020702.0,101640.0,1.962
