short_codes,trial_IDs,Time (s),pf:Fluorescence,ecoli:Fluorescence_1,OD:Raw_OD(590)
B36,cpd00550,157629.96748951022,573501.0,553945.0,1.843
B36,cpd00550,158222.48060818715,485771.0,551150.0,1.839
B36,cpd00550,158815.0556363304,535280.0,554035.0,1.844
B36,cpd00550,159407.591410307,586690.0,566379.0,1.854
B36,cpd00550,160000.0751059576,479299.0,572286.0,1.868
B36,cpd00550,160592.57589923244,605303.0,601017.0,1.897
B36,cpd00550,161185.198906981,574551.0,538546.0,1.697
B36,cpd00550,161777.78019075294,638769.0,361878.0,1.473
B36,cpd00550,162370.18227945906,624420.0,371283.0,1.497
B36,cpd00550,162962.82974868422,590076.0,368838.0,1.497
B36,cpd00550,163555.43822247806,576652.0,375564.0,1.521
B36,cpd00550,164147.92380760235,613527.0,373485.0,1.488
B36,cpd00550,164740.50186165937,536378.0,377569.0,1.488
B36,cpd00550,165332.895298538,652871.0,380611.0,1.511
B36,cpd00550,165925.48665142545,531431.0,383268.0,1.521
B36,cpd00550,166518.06175614035,633221.0,387481.0,1.515
B36,cpd00550,167110.76531772662,541929.0,383542.0,1.508
B36,cpd00550,167703.25480906432,590259.0,385147.0,1.51
B36,cpd00550,168295.81162828943,620450.0,388487.0,1.517
B36,cpd00550,168888.39744477338,570342.0,381650.0,1.517
B36,cpd00550,169480.93910749268,586149.0,393112.0,1.517
B36,cpd00550,170073.40505577484,662746.0,389541.0,1.511
B36,cpd00550,170666.0999325658,675791.0,395141.0,1.525
B36,cpd00550,171258.53875310672,637067.0,398812.0,1.531
B36,cpd00550,171851.0313649854,591264.0,399214.0,1.522
B36,cpd00550,172443.66937328214,684988.0,411829.0,1.532
B36,cpd00550,173036.31707978802,651925.0,409517.0,1.535
B36,cpd00550,173628.74704751463,690709.0,405705.0,1.539
B36,cpd00550,174221.2932664839,721573.0,414581.0,1.541
B36,cpd00550,174813.89841476607,732342.0,415523.0,1.546
B36,cpd00550,175406.47038958335,685300.0,426223.0,1.56
B36,cpd00550,175999.0225033626,701588.0,421631.0,1.561
B36,cpd00550,176591.6985414474,686188.0,433150.0,1.558
B36,cpd00550,177184.33627817986,771841.0,437027.0,1.575
B37,cpd00588,17.437182492690056,44451.0,19244.0,0.201
B37,cpd00588,612.0807006944443,43328.0,19003.0,0.209
B37,cpd00588,1204.6030660818715,44533.0,19479.0,0.218
B37,cpd00588,1797.1184104166666,46513.0,19276.0,0.226
B37,cpd00588,2389.6293491593565,48070.0,19243.0,0.232
B37,cpd00588,2982.2451478435673,51213.0,19039.0,0.253
B37,cpd00588,3574.7394448099417,54176.0,19108.0,0.244
B37,cpd00588,4167.291392763158,56552.0,19465.0,0.258
B37,cpd00588,4759.749574013157,59739.0,18996.0,0.258
B37,cpd00588,5352.226468421053,63984.0,19241.0,0.267
B37,cpd00588,5944.68672620614,65912.0,19211.0,0.266
B37,cpd00588,6537.197492141812,69210.0,19264.0,0.27
B37,cpd00588,7129.658575438596,71379.0,19168.0,0.276
B37,cpd00588,7722.119183114035,73670.0,19489.0,0.284
B37,cpd00588,8314.589749780702,75048.0,19703.0,0.284
B37,cpd00588,8907.125591959064,76626.0,19905.0,0.296
B37,cpd00588,9499.589261513158,105090.0,19970.0,0.3
B37,cpd00588,10092.044244152046,80320.0,20704.0,0.325
B37,cpd00588,10684.59565376462,83016.0,20068.0,0.326
B37,cpd00588,11277.059908881578,84781.0,20815.0,0.327
B37,cpd00588,11869.561323976608,87301.0,21347.0,0.334
B37,cpd00588,12462.074853106724,91034.0,21266.0,0.339
B37,cpd00588,13054.525985818713,93040.0,21766.0,0.346
B37,cpd00588,13646.927445285088,98585.0,22091.0,0.363
B37,cpd00588,14239.525828399126,97196.0,22537.0,0.368
B37,cpd00588,14831.958014400589,99288.0,22696.0,0.377
B37,cpd00588,15424.420524013158,103919.0,22911.0,0.381
B37,cpd00588,16016.964152814326,103376.0,23320.0,0.384
B37,cpd00588,16609.431545248535,108399.0,24362.0,0.393
B37,cpd00588,17201.92670263158,106023.0,24084.0,0.401
B37,cpd00588,17794.446215168125,108464.0,24970.0,0.398
B37,cpd00588,18386.95914254386,110611.0,25336.0,0.399
B37,cpd00588,18979.46532701023,108218.0,25959.0,0.401
B37,cpd00588,19571.990786805556,105948.0,26497.0,0.4
B37,cpd00588,20164.528064071634,108801.0,26532.0,0.405
B37,cpd00588,20757.044207273393,107130.0,27371.0,0.405
B37,cpd00588,21349.530477704677,109238.0,27931.0,0.402
B37,cpd00588,21942.065904276315,111122.0,28531.0,0.402
B37,cpd00588,22534.59832613304,113346.0,29324.0,0.407
B37,cpd00588,23127.081862828953,110472.0,28777.0,0.402
B37,cpd00588,23719.551082602342,114249.0,30569.0,0.404
B37,cpd00588,24312.06204864766,114772.0,30856.0,0.401
B37,cpd00588,24904.57369232456,113288.0,31720.0,0.405
B37,cpd00588,25497.192146966376,114558.0,32404.0,0.405
B37,cpd00588,26089.73537185673,116982.0,33082.0,0.405
B37,cpd00588,26682.251553728074,122306.0,33626.0,0.405
B37,cpd00588,27274.741707529243,120768.0,34626.0,0.403
B37,cpd00588,27867.299149890354,120185.0,35403.0,0.411
B37,cpd00588,28459.77462383041,127165.0,35789.0,0.406
B37,cpd00588,29052.297226571638,125400.0,36645.0,0.407
B37,cpd00588,29644.827986440057,130083.0,37366.0,0.409
B37,cpd00588,30237.282831140354,133446.0,38162.0,0.407
B37,cpd00588,30829.786733296787,136721.0,38969.0,0.405
B37,cpd00588,31422.255213852342,136895.0,39223.0,0.407
B37,cpd00588,32015.36283019006,142154.0,40003.0,0.407
B37,cpd00588,32607.234835672512,142146.0,41263.0,0.409
B37,cpd00588,33200.18353951024,142945.0,41970.0,0.404
B37,cpd00588,33792.272625731006,147348.0,42620.0,0.409
B37,cpd00588,34384.99975734649,148885.0,42953.0,0.408
B37,cpd00588,34977.37028877924,150219.0,44190.0,0.408
B37,cpd00588,35570.0976747076,154209.0,44930.0,0.411
B37,cpd00588,36162.36495252193,156578.0,45484.0,0.41
B37,cpd00588,36754.803826900585,159878.0,46130.0,0.409
B37,cpd00588,37347.2698253655,159742.0,47522.0,0.412
B37,cpd00588,37939.769586111106,163825.0,48233.0,0.41
B37,cpd00588,38532.227598976606,165374.0,49392.0,0.409
B37,cpd00588,39124.69970628655,170990.0,50041.0,0.411
B37,cpd00588,39717.20306695907,174883.0,50929.0,0.41
B37,cpd00588,40309.69415522661,177650.0,51709.0,0.408
B37,cpd00588,40902.14685274123,181727.0,51843.0,0.409
B37,cpd00588,41494.724779678356,186996.0,52791.0,0.411
B37,cpd00588,42087.21628355263,187973.0,53610.0,0.409
B37,cpd00588,42679.76975818714,189978.0,54509.0,0.406
B37,cpd00588,43272.2891802266,197087.0,55243.0,0.408
B37,cpd00588,43864.74336820175,199611.0,56426.0,0.406
B37,cpd00588,44457.23272865498,206027.0,56423.0,0.407
B37,cpd00588,45049.76675307018,208020.0,57767.0,0.405
B37,cpd00588,45642.21698768275,213038.0,58878.0,0.406
B37,cpd00588,46234.65241578947,219739.0,59380.0,0.405
B37,cpd00588,46827.139121747074,222005.0,60400.0,0.402
B37,cpd00588,47419.58095445906,227673.0,61174.0,0.404
B37,cpd00588,48012.07614820907,226656.0,61764.0,0.404
B37,cpd00588,48604.55811644736,235106.0,62289.0,0.401
B37,cpd00588,49197.11923450292,240167.0,63222.0,0.4
B37,cpd00588,49789.71486465644,248359.0,63921.0,0.397
B37,cpd00588,50382.12904459064,252053.0,64824.0,0.396
B37,cpd00588,50974.7038125731,259014.0,65566.0,0.396
B37,cpd00588,51567.209188231,262290.0,66894.0,0.393
B37,cpd00588,52159.76417905701,268045.0,67638.0,0.392
B37,cpd00588,52752.226890716374,276050.0,68665.0,0.393
B37,cpd00588,53344.666067690065,277662.0,68906.0,0.393
B37,cpd00588,53937.12918592836,285275.0,70030.0,0.389
B37,cpd00588,54529.56838256578,290583.0,69977.0,0.387
B37,cpd00588,55122.06898084795,296342.0,71614.0,0.385
B37,cpd00588,55714.59452309942,302205.0,71871.0,0.386
B37,cpd00588,56307.11644188596,307338.0,73105.0,0.382
B37,cpd00588,56899.62044565059,316104.0,73344.0,0.384
B37,cpd00588,57492.156467068715,321241.0,73912.0,0.382
B37,cpd00588,58084.65165741959,329031.0,74452.0,0.38
B37,cpd00588,58677.20195891813,335996.0,76077.0,0.378
B37,cpd00588,59269.74846151316,344514.0,76394.0,0.38
B37,cpd00588,59862.32961564328,345565.0,76845.0,0.375
B37,cpd00588,60454.796592141814,355295.0,78053.0,0.376
B37,cpd00588,61047.31131348683,364386.0,78582.0,0.373
B37,cpd00588,61639.842260087724,372307.0,79443.0,0.373
B37,cpd00588,62232.3112368421,380218.0,79715.0,0.37
B37,cpd00588,62824.87275442251,387539.0,81147.0,0.368
B37,cpd00588,63417.35137222221,392778.0,81379.0,0.369
B37,cpd00588,64009.93913819444,401141.0,82168.0,0.363
B37,cpd00588,64602.41834926901,410499.0,82833.0,0.367
B37,cpd00588,65194.92727006579,412418.0,83771.0,0.362
B37,cpd00588,65787.48543472221,427928.0,84409.0,0.362
B37,cpd00588,66379.97834685672,436594.0,85078.0,0.365
B37,cpd00588,66972.55232258771,439840.0,85825.0,0.362
B37,cpd00588,67565.03459740497,451053.0,86032.0,0.359
B37,cpd00588,68157.54682320905,465555.0,86985.0,0.357
B37,cpd00588,68750.01611140351,513858.0,87143.0,0.357
B37,cpd00588,69342.49857638888,517533.0,87517.0,0.356
B37,cpd00588,69934.96389334794,512672.0,87511.0,0.354
B37,cpd00588,70527.48938223685,523942.0,88730.0,0.351
B37,cpd00588,71119.94558771931,536912.0,89665.0,0.353
B37,cpd00588,71712.42074345761,541846.0,91045.0,0.349
B37,cpd00588,72304.92720105994,562183.0,90603.0,0.35
B37,cpd00588,72897.48369608918,569070.0,92141.0,0.347
B37,cpd00588,73490.03349678362,583842.0,92698.0,0.348
B37,cpd00588,74082.5549429459,588976.0,92555.0,0.348
B37,cpd00588,74675.04054163012,605382.0,93018.0,0.343
B37,cpd00588,75267.62172386696,610526.0,94095.0,0.346
B37,cpd00588,75860.15031352338,623679.0,94866.0,0.341
B37,cpd00588,76452.67421206139,633579.0,94908.0,0.34
B37,cpd00588,77045.18940456871,647531.0,94923.0,0.34
B37,cpd00588,77637.70693274854,657004.0,95400.0,0.342
B37,cpd00588,78230.20534239766,669823.0,96701.0,0.339
B37,cpd00588,78822.70352668127,674576.0,97133.0,0.34
B37,cpd00588,79415.22579071637,687279.0,96622.0,0.335
B37,cpd00588,80007.78483768275,703150.0,98452.0,0.333
B37,cpd00588,80600.32937255118,703058.0,98564.0,0.335
B37,cpd00588,81192.8603069079,712941.0,99138.0,0.333
B37,cpd00588,81785.41278311402,721196.0,99325.0,0.336
B37,cpd00588,82378.01498333334,740335.0,99425.0,0.331
B37,cpd00588,82970.4970736842,750524.0,100273.0,0.331
B37,cpd00588,83563.00952397661,759814.0,101043.0,0.331
B37,cpd00588,84155.58694203217,780908.0,101181.0,0.329
B37,cpd00588,84748.09366524122,777304.0,101471.0,0.33
B37,cpd00588,85340.68455683479,801299.0,105257.0,0.329
B37,cpd00588,85933.19015288743,801987.0,106127.0,0.329
B37,cpd00588,86525.72526571638,850564.0,105603.0,0.327
B37,cpd00588,87118.29743479531,880748.0,103790.0,0.325
B37,cpd00588,87710.8934945541,896325.0,104017.0,0.324
B37,cpd00588,88303.43357448831,903099.0,105124.0,0.325
B37,cpd00588,88895.99103355264,990026.0,104383.0,0.326
B37,cpd00588,89488.57056312133,1018483.0,105291.0,0.326
B37,cpd00588,90081.15123461257,1076983.0,104502.0,0.323
B37,cpd00588,90673.69300782164,1086379.0,108787.0,0.326
B37,cpd00588,91266.24852909357,1100862.0,105896.0,0.323
B37,cpd00588,91858.84774097223,1107717.0,110328.0,0.322
B37,cpd00588,92451.36305288742,1112313.0,106860.0,0.324
B37,cpd00588,93043.92179846491,1121216.0,111370.0,0.325
B37,cpd00588,93636.40032390352,1115148.0,110980.0,0.323
B37,cpd00588,94228.98776779971,1105791.0,111206.0,0.321
B37,cpd00588,94821.50987280703,1105622.0,111051.0,0.321
B37,cpd00588,95414.02378742692,1108351.0,112326.0,0.321
B37,cpd00588,96006.56080076755,1123894.0,109091.0,0.322
B37,cpd00588,96599.13363413741,1127137.0,108454.0,0.32
B37,cpd00588,97191.73620968568,1112149.0,108551.0,0.322
B37,cpd00588,97784.3233634503,1114777.0,113703.0,0.32
B37,cpd00588,98376.93629802634,1124401.0,112714.0,0.319
B37,cpd00588,98969.48580383773,1107414.0,113306.0,0.317
B37,cpd00588,99562.07756118423,1124180.0,114162.0,0.318
B37,cpd00588,100154.58667843566,1127741.0,112471.0,0.318
B37,cpd00588,100747.10468548974,1146152.0,113273.0,0.319
B37,cpd00588,101339.59629232455,1135469.0,114618.0,0.316
B37,cpd00588,101932.0656324927,1153154.0,113699.0,0.317
B37,cpd00588,102524.57027898391,1145156.0,116722.0,0.318
B37,cpd00588,103117.08675807748,1156593.0,115100.0,0.317
B37,cpd00588,103709.5841123538,1147410.0,116224.0,0.314
B37,cpd00588,104302.12029649124,1138721.0,117391.0,0.315
B37,cpd00588,104894.68458965643,1156970.0,116215.0,0.316
B37,cpd00588,105487.22159170323,1164987.0,116973.0,0.315
B37,cpd00588,106079.73390058479,1170358.0,115513.0,0.316
B37,cpd00588,106672.28882744885,1185198.0,112655.0,0.316
B37,cpd00588,107264.81512306287,1158347.0,116879.0,0.315
B37,cpd00588,107857.33514046053,1195140.0,118874.0,0.315
B37,cpd00588,108449.82728870615,1170766.0,115416.0,0.316
B37,cpd00588,109042.31918245617,1186702.0,118783.0,0.317
B37,cpd00588,109634.71801016082,1187588.0,117955.0,0.315
B37,cpd00588,110227.27415252193,1206876.0,118324.0,0.313
B37,cpd00588,110819.81853790204,1190125.0,116748.0,0.312
B37,cpd00588,111412.33385233919,1218442.0,120203.0,0.314
B37,cpd00588,112004.86944817251,1230058.0,118407.0,0.316
B37,cpd00588,112597.31396655702,1234882.0,116589.0,0.317
B37,cpd00588,113190.01028468566,1197265.0,113892.0,0.316
B37,cpd00588,113782.53396783628,1210511.0,116720.0,0.317
B37,cpd00588,114375.11549089913,1212469.0,118557.0,0.315
B37,cpd00588,114967.66222006579,1206466.0,118286.0,0.318
B37,cpd00588,115560.27998698829,1172856.0,118299.0,0.315
B37,cpd00588,116152.82313976607,1241171.0,120228.0,0.315
B37,cpd00588,116745.25308428363,1279250.0,117636.0,0.317
B37,cpd00588,117337.81056531433,1156728.0,119246.0,0.319
B37,cpd00588,117930.359383443,1313579.0,119721.0,0.317
B37,cpd00588,118522.90370076755,1183199.0,118895.0,0.319
B37,cpd00588,119115.39849459064,1052386.0,120794.0,0.321
B37,cpd00588,119707.9309790936,810060.0,118150.0,0.322
B37,cpd00588,120300.44004546783,954826.0,119458.0,0.318
B37,cpd00588,120892.92642302632,762907.0,119914.0,0.32
B37,cpd00588,121485.47865376463,807014.0,119772.0,0.292
B37,cpd00588,122078.04294294592,1000171.0,119694.0,0.293
B37,cpd00588,122670.6030134503,1188636.0,119285.0,0.237
B37,cpd00588,123263.19058633041,1116731.0,118947.0,0.237
B37,cpd00588,123855.73260891814,1103616.0,120102.0,0.224
B37,cpd00588,124448.2543262427,840932.0,119415.0,0.223
B37,cpd00588,125040.75944572371,781507.0,119255.0,0.223
B37,cpd00588,125633.34572905702,1000157.0,119431.0,0.223
B37,cpd00588,126225.89911951755,1152937.0,119318.0,0.224
B37,cpd00588,126818.41079122807,1204340.0,119057.0,0.219
B37,cpd00588,127411.01782145468,794056.0,119498.0,0.204
B37,cpd00588,128003.50244839181,1278259.0,120861.0,0.203
B37,cpd00588,128596.04190098685,1239957.0,119288.0,0.204
B37,cpd00588,129188.60712097953,1280459.0,120390.0,0.2
B37,cpd00588,129781.1511803728,1300793.0,118555.0,0.206
B37,cpd00588,130373.75279579678,1205759.0,119780.0,0.2
B37,cpd00588,130966.17639733187,887263.0,121665.0,0.213
B37,cpd00588,131558.8504409357,882408.0,122203.0,0.198
B37,cpd00588,132151.45836728803,980887.0,119955.0,0.212
B37,cpd00588,132743.93642057746,1267562.0,121965.0,0.212
B37,cpd00588,133336.4590561038,1160616.0,121053.0,0.207
B37,cpd00588,133928.97633384506,1313053.0,120519.0,0.205
B37,cpd00588,134521.58882923977,783244.0,121201.0,0.201
B37,cpd00588,135114.02855445907,1325759.0,121450.0,0.199
B37,cpd00588,135706.54285953948,1369105.0,119496.0,0.198
B37,cpd00588,136299.10955657894,770382.0,122825.0,0.203
B37,cpd00588,136891.6641949927,906591.0,118534.0,0.206
B37,cpd00588,137484.17972532893,1298608.0,115136.0,0.2
B37,cpd00588,138076.80365402045,1066548.0,123613.0,0.212
B37,cpd00588,138669.34008333334,1053237.0,124826.0,0.211
B37,cpd00588,139261.92755815058,1105637.0,121581.0,0.2
B37,cpd00588,139854.39411827485,943734.0,119796.0,0.19
B37,cpd00588,140446.99983940058,1054178.0,122782.0,0.201
B37,cpd00588,141039.39673289473,1346853.0,121387.0,0.212
B37,cpd00588,141631.97725453216,886684.0,119055.0,0.201
B37,cpd00588,142224.46622540208,1370784.0,120461.0,0.209
B37,cpd00588,142817.05943636692,1025735.0,120599.0,0.189
B37,cpd00588,143409.52433987576,904166.0,120766.0,0.206
B37,cpd00588,144002.05686652046,1370468.0,120789.0,0.187
B37,cpd00588,144594.53108910818,908347.0,120757.0,0.195
B37,cpd00588,145187.08408154242,1406442.0,123627.0,0.209
B37,cpd00588,145779.6672483918,1281647.0,120872.0,0.191
B37,cpd00588,146372.10183899853,958834.0,119420.0,0.2
B37,cpd00588,146964.83900548247,1280929.0,119197.0,0.213
B37,cpd00588,147557.30515625002,797717.0,119836.0,0.201
B37,cpd00588,148149.76287978803,1126718.0,117903.0,0.199
B37,cpd00588,148742.2422052997,713846.0,120530.0,0.19
B37,cpd00588,149334.74074755117,721180.0,121151.0,0.22
B37,cpd00588,149927.19783311404,603609.0,123312.0,0.197
B37,cpd00588,150519.8209022661,884966.0,121824.0,0.215
B37,cpd00588,151112.235826462,856801.0,121841.0,0.197
B37,cpd00588,151704.81657989766,615240.0,120856.0,0.198
B37,cpd00588,152297.25907295322,584160.0,119779.0,0.188
B37,cpd00588,152889.76690497075,549680.0,119969.0,0.21
B37,cpd00588,153482.26285727342,579670.0,121616.0,0.225
B37,cpd00588,154074.89901951753,537229.0,116583.0,0.214
B37,cpd00588,154667.32982693714,641659.0,124356.0,0.213
B37,cpd00588,155259.93257591373,557542.0,115074.0,0.203
B37,cpd00588,155852.4436066886,532277.0,119845.0,0.193
B37,cpd00588,156444.88220815058,533006.0,122993.0,0.213
B37,cpd00588,157037.4625441155,563978.0,122301.0,0.212
B37,cpd00588,157629.96748951022,530833.0,121679.0,0.199
B37,cpd00588,158222.48060818715,505838.0,119090.0,0.189
B37,cpd00588,158815.0556363304,540127.0,120356.0,0.204
B37,cpd00588,159407.591410307,492443.0,122528.0,0.203
B37,cpd00588,160000.0751059576,518550.0,118899.0,0.182
B37,cpd00588,160592.57589923244,494096.0,121866.0,0.198
B37,cpd00588,161185.198906981,484104.0,121457.0,0.194
B37,cpd00588,161777.78019075294,500474.0,120808.0,0.242
B37,cpd00588,162370.18227945906,472510.0,124841.0,0.209
B37,cpd00588,162962.82974868422,465976.0,121299.0,0.206
B37,cpd00588,163555.43822247806,458964.0,123125.0,0.207
B37,cpd00588,164147.92380760235,460759.0,121058.0,0.206
B37,cpd00588,164740.50186165937,546359.0,117711.0,0.199
B37,cpd00588,165332.895298538,443230.0,121632.0,0.229
B37,cpd00588,165925.48665142545,436635.0,115547.0,0.197
B37,cpd00588,166518.06175614035,432358.0,121666.0,0.22
B37,cpd00588,167110.76531772662,430059.0,118796.0,0.191
B37,cpd00588,167703.25480906432,421002.0,121235.0,0.195
B37,cpd00588,168295.81162828943,424434.0,123819.0,0.203
B37,cpd00588,168888.39744477338,411562.0,121007.0,0.221
B37,cpd00588,169480.93910749268,402141.0,119606.0,0.192
B37,cpd00588,170073.40505577484,387031.0,127776.0,0.225
B37,cpd00588,170666.0999325658,382778.0,126952.0,0.221
B37,cpd00588,171258.53875310672,378702.0,128668.0,0.229
B37,cpd00588,171851.0313649854,378016.0,122451.0,0.193
B37,cpd00588,172443.66937328214,367903.0,122948.0,0.205
B37,cpd00588,173036.31707978802,364096.0,127799.0,0.231
B37,cpd00588,173628.74704751463,355921.0,126098.0,0.233
B37,cpd00588,174221.2932664839,348415.0,129186.0,0.22
B37,cpd00588,174813.89841476607,339789.0,125776.0,0.242
B37,cpd00588,175406.47038958335,330749.0,121409.0,0.219
B37,cpd00588,175999.0225033626,322818.0,124890.0,0.22
B37,cpd00588,176591.6985414474,305269.0,127925.0,0.223
B37,cpd00588,177184.33627817986,309846.0,132285.0,0.226
B38,cpd00314,17.437182492690056,42701.0,19735.0,0.217
B38,cpd00314,612.0807006944443,40294.0,20065.0,0.221
B38,cpd00314,1204.6030660818715,42708.0,20120.0,0.233
B38,cpd00314,1797.1184104166666,43545.0,20104.0,0.245
B38,cpd00314,2389.6293491593565,46417.0,20325.0,0.253
B38,cpd00314,2982.2451478435673,45303.0,20286.0,0.261
B38,cpd00314,3574.7394448099417,47876.0,20428.0,0.271
B38,cpd00314,4167.291392763158,48833.0,20842.0,0.276
B38,cpd00314,4759.749574013157,50163.0,21516.0,0.282
B38,cpd00314,5352.226468421053,53685.0,21714.0,0.29
B38,cpd00314,5944.68672620614,53844.0,22420.0,0.293
B38,cpd00314,6537.197492141812,58374.0,23276.0,0.299
B38,cpd00314,7129.658575438596,60202.0,24051.0,0.307
B38,cpd00314,7722.119183114035,62777.0,25375.0,0.309
B38,cpd00314,8314.589749780702,65379.0,26416.0,0.319
B38,cpd00314,8907.125591959064,69475.0,27686.0,0.324
B38,cpd00314,9499.589261513158,68119.0,28569.0,0.329
B38,cpd00314,10092.044244152046,71664.0,29611.0,0.337
B38,cpd00314,10684.59565376462,73555.0,31260.0,0.345
B38,cpd00314,11277.059908881578,75427.0,32310.0,0.354
B38,cpd00314,11869.561323976608,75931.0,33275.0,0.357
B38,cpd00314,12462.074853106724,80254.0,34785.0,0.367
B38,cpd00314,13054.525985818713,80360.0,35828.0,0.373
B38,cpd00314,13646.927445285088,82615.0,37016.0,0.382
B38,cpd00314,14239.525828399126,83889.0,38817.0,0.389
B38,cpd00314,14831.958014400589,84618.0,39742.0,0.397
B38,cpd00314,15424.420524013158,85284.0,41091.0,0.402
B38,cpd00314,16016.964152814326,88314.0,42847.0,0.408
B38,cpd00314,16609.431545248535,89623.0,43869.0,0.419
B38,cpd00314,17201.92670263158,91544.0,45199.0,0.423
B38,cpd00314,17794.446215168125,92206.0,47144.0,0.431
B38,cpd00314,18386.95914254386,93163.0,48672.0,0.437
B38,cpd00314,18979.46532701023,95060.0,49769.0,0.444
B38,cpd00314,19571.990786805556,97943.0,51563.0,0.452
B38,cpd00314,20164.528064071634,101300.0,53033.0,0.458
B38,cpd00314,20757.044207273393,102808.0,54305.0,0.468
B38,cpd00314,21349.530477704677,104127.0,55993.0,0.471
B38,cpd00314,21942.065904276315,108028.0,57620.0,0.48
B38,cpd00314,22534.59832613304,108783.0,59560.0,0.491
B38,cpd00314,23127.081862828953,111416.0,61452.0,0.5
B38,cpd00314,23719.551082602342,109685.0,63377.0,0.505
B38,cpd00314,24312.06204864766,112248.0,65286.0,0.513
B38,cpd00314,24904.57369232456,117533.0,67112.0,0.522
B38,cpd00314,25497.192146966376,120171.0,69737.0,0.531
B38,cpd00314,26089.73537185673,120940.0,71514.0,0.537
B38,cpd00314,26682.251553728074,124017.0,74291.0,0.545
B38,cpd00314,27274.741707529243,125133.0,76382.0,0.552
B38,cpd00314,27867.299149890354,129635.0,77950.0,0.564
B38,cpd00314,28459.77462383041,129765.0,79656.0,0.569
B38,cpd00314,29052.297226571638,130218.0,82890.0,0.578
B38,cpd00314,29644.827986440057,136834.0,85464.0,0.587
B38,cpd00314,30237.282831140354,135849.0,88544.0,0.595
B38,cpd00314,30829.786733296787,139529.0,90257.0,0.604
B38,cpd00314,31422.255213852342,145767.0,93373.0,0.611
B38,cpd00314,32015.36283019006,146905.0,95596.0,0.617
B38,cpd00314,32607.234835672512,150440.0,98434.0,0.627
B38,cpd00314,33200.18353951024,154759.0,102883.0,0.634
B38,cpd00314,33792.272625731006,156482.0,103761.0,0.646
B38,cpd00314,34384.99975734649,160236.0,107356.0,0.655
B38,cpd00314,34977.37028877924,164033.0,112643.0,0.665
B38,cpd00314,35570.0976747076,166660.0,114893.0,0.672
B38,cpd00314,36162.36495252193,173353.0,118236.0,0.679
B38,cpd00314,36754.803826900585,175202.0,120690.0,0.687
B38,cpd00314,37347.2698253655,178251.0,123917.0,0.697
B38,cpd00314,37939.769586111106,183090.0,126816.0,0.7
B38,cpd00314,38532.227598976606,187088.0,129450.0,0.712
B38,cpd00314,39124.69970628655,191111.0,132175.0,0.722
B38,cpd00314,39717.20306695907,193987.0,136285.0,0.727
B38,cpd00314,40309.69415522661,200598.0,138513.0,0.736
B38,cpd00314,40902.14685274123,203384.0,140189.0,0.745
B38,cpd00314,41494.724779678356,209702.0,143948.0,0.755
B38,cpd00314,42087.21628355263,212774.0,146606.0,0.761
B38,cpd00314,42679.76975818714,218171.0,149890.0,0.769
B38,cpd00314,43272.2891802266,219534.0,152898.0,0.777
B38,cpd00314,43864.74336820175,223593.0,154883.0,0.782
B38,cpd00314,44457.23272865498,222521.0,156667.0,0.789
B38,cpd00314,45049.76675307018,226711.0,161691.0,0.797
B38,cpd00314,45642.21698768275,231830.0,162180.0,0.805
B38,cpd00314,46234.65241578947,236949.0,165504.0,0.81
B38,cpd00314,46827.139121747074,242320.0,168093.0,0.817
B38,cpd00314,47419.58095445906,243983.0,169112.0,0.827
B38,cpd00314,48012.07614820907,252672.0,172323.0,0.834
B38,cpd00314,48604.55811644736,255400.0,174634.0,0.841
B38,cpd00314,49197.11923450292,263752.0,175831.0,0.847
B38,cpd00314,49789.71486465644,265073.0,177430.0,0.856
B38,cpd00314,50382.12904459064,272011.0,180633.0,0.862
B38,cpd00314,50974.7038125731,276800.0,181717.0,0.869
B38,cpd00314,51567.209188231,282323.0,182820.0,0.875
B38,cpd00314,52159.76417905701,287517.0,185861.0,0.882
B38,cpd00314,52752.226890716374,292678.0,187164.0,0.887
B38,cpd00314,53344.666067690065,304980.0,188244.0,0.893
B38,cpd00314,53937.12918592836,316707.0,190711.0,0.899
B38,cpd00314,54529.56838256578,325285.0,192795.0,0.906
B38,cpd00314,55122.06898084795,334696.0,194898.0,0.912
B38,cpd00314,55714.59452309942,340977.0,194514.0,0.921
B38,cpd00314,56307.11644188596,349496.0,195564.0,0.929
B38,cpd00314,56899.62044565059,352201.0,196735.0,0.933
B38,cpd00314,57492.156467068715,361861.0,197794.0,0.938
B38,cpd00314,58084.65165741959,373212.0,199105.0,0.944
B38,cpd00314,58677.20195891813,380550.0,198886.0,0.95
B38,cpd00314,59269.74846151316,387606.0,199810.0,0.956
B38,cpd00314,59862.32961564328,393118.0,201102.0,0.962
B38,cpd00314,60454.796592141814,393067.0,203586.0,0.974
B38,cpd00314,61047.31131348683,398952.0,202126.0,0.982
B38,cpd00314,61639.842260087724,416139.0,203992.0,0.988
B38,cpd00314,62232.3112368421,413665.0,203882.0,1.005
B38,cpd00314,62824.87275442251,424316.0,206189.0,1.011
B38,cpd00314,63417.35137222221,417601.0,205851.0,1.021
B38,cpd00314,64009.93913819444,414564.0,206829.0,1.017
B38,cpd00314,64602.41834926901,414909.0,208313.0,1.016
B38,cpd00314,65194.92727006579,417021.0,207845.0,1.024
B38,cpd00314,65787.48543472221,425331.0,206151.0,1.018
B38,cpd00314,66379.97834685672,430022.0,208031.0,1.022
