short_codes	trial_IDs	Time (s)	OD:Raw_OD(590)	pf:mNeonGreen	ecoli:mRuby
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	2.5090000000000003	0.0696746006608009	3283.0	15037.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	598.643	0.073072749376297	3331.0	14840.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	1190.521	0.0705026373267174	3184.0	14520.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	1783.003	0.0709629207849503	3232.0	14399.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	2375.488	0.0713920593261719	3273.0	14303.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	2968.006	0.0745502322912216	3215.0	14436.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	3560.336	0.0755853056907654	3272.0	14283.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	4152.768	0.0758213177323341	3353.0	14370.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	4745.178666666667	0.0791030824184418	3173.0	14077.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	5337.616	0.0795246541500092	3294.0	14395.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	5930.080666666666	0.0807967528700829	3252.0	14467.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	6522.518	0.0832362130284309	3320.0	14538.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	7115.006	0.0902618765830994	3387.0	14358.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	7707.452666666667	0.0892929568886757	3373.0	14247.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	8299.940666666667	0.0911939233541489	3457.0	14273.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	8892.437666666667	0.0962465330958366	3442.0	14555.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	9484.928666666667	0.0988327503204346	3518.0	14764.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	10077.372	0.0980681121349335	3586.0	14578.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	10669.845333333333	0.100819008052349	3627.0	14543.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	11262.312666666667	0.105215515196323	3741.0	14672.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	11854.753000000002	0.106327939033508	3735.0	14885.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	12447.214333333332	0.10894885212183	3928.0	14810.0
