short_codes,trial_IDs,Time (s),OD:Raw_OD(590),pf:mNeonGreen,ecoli:mRuby
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,27273.785666666667,0.221184098720551,45707.0,11623.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,27866.244000000002,0.228341102600098,48922.0,11673.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,28458.65166666667,0.241521283984184,50881.0,12112.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,29051.14,0.250002294778824,53850.0,12228.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,29643.607,0.258502018451691,55486.0,12677.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,30236.059666666668,0.26535462141037,57646.0,13058.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,30828.479000000003,0.27551543712616,59122.0,13028.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,31420.911000000004,0.287465918064117,59889.0,13443.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,32013.324666666667,0.295966225862503,61371.0,13611.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,32605.806666666667,0.305012214183807,62723.0,14088.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,33198.226,0.316747975349426,64054.0,14309.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,33790.628,0.333192992210388,67228.0,15072.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,34383.03566666666,0.349064576625824,71700.0,15321.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,34975.52066666666,0.364216148853302,74611.0,15619.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,35567.943666666666,0.381107676029205,83570.0,15711.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,36160.44966666666,0.402512788772583,83256.0,16374.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,36752.916666666664,0.42339653968811,87193.0,16742.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,37345.356999999996,0.453633481264114,92062.0,17004.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,37937.756,0.481219518184662,96692.0,17213.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,38530.274,0.510263288021088,101731.0,17493.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,39122.69666666666,0.555795931816101,111052.0,17749.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,39715.15766666667,0.661746454238892,124266.0,18011.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,40307.60133333333,0.680004978179932,129569.0,17817.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,40900.092333333334,0.696961498260498,134646.0,18633.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,41492.48233333334,0.710157692432404,137057.0,19039.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,42084.97033333333,0.721361887454987,140186.0,19479.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,42677.437666666665,0.746850502490997,138607.0,20591.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,43269.922666666665,0.760569286346436,140386.0,21118.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,43862.369000000006,0.779483580589294,139357.0,22560.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,44454.79766666666,0.786007118225098,142584.0,23543.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,45047.32433333333,0.815262687206268,142221.0,25065.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,45639.738000000005,0.840013718605041,144667.0,26253.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,46232.18466666667,0.863599789142609,146684.0,27061.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,46824.613333333335,0.893685829639435,147357.0,28968.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,47417.08633333333,0.923431289196014,148532.0,30775.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,48009.488333333335,0.950100243091583,150216.0,31749.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,48601.919666666676,0.973661601543427,151075.0,33085.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,49194.342666666664,1.0035789847374,157276.0,33574.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,49786.77966666667,1.02763411998749,160671.0,35532.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,50379.21433333333,1.04857006072998,164969.0,36421.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,50971.64266666666,1.0665379524231,169850.0,37226.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,51564.03,1.08641877174377,173969.0,37980.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,52156.52366666667,1.10656626224518,176777.0,38946.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,52748.90166666667,1.12840390205383,187460.0,39172.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,53341.321333333326,1.14445221424103,193442.0,39748.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,53933.776666666665,1.16958093643188,204122.0,40976.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,54526.22333333333,1.19019584655762,212219.0,41238.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,55118.604,1.20597991943359,221690.0,41833.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,55711.098,1.22572293281555,215157.0,42827.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,56303.494333333336,1.25023663043976,199426.0,44905.0
G50,r1_ecoli_mRuby-r1_pf-4_pf-5_ecoli,56896.818666666666,1.27451281547546,213186.0,44267.0
