,Genome,Growth,Essential genes,Essential reactions
0,AR_0607,2.3805938280657295,"fig|550.3129.peg.870,fig|550.3129.peg.4845,fig|550.3129.peg.2809,fig|550.3129.peg.277,fig|550.3129.peg.3121,fig|550.3129.peg.4469,fig|550.3129.peg.436,fig|550.3129.peg.4424,fig|550.3129.peg.1713,fig|550.3129.peg.2051,fig|550.3129.peg.1067,fig|550.3129.peg.2392,fig|550.3129.peg.4477,fig|550.3129.peg.995,fig|550.3129.peg.4935,fig|550.3129.peg.210,fig|550.3129.peg.209,fig|550.3129.peg.3133,fig|550.3129.peg.4949,fig|550.3129.peg.4673,fig|550.3129.peg.361,fig|550.3129.peg.977,fig|550.3129.peg.3944,fig|550.3129.peg.3059,fig|550.3129.peg.2495,fig|550.3129.peg.2562,fig|550.3129.peg.4846,fig|550.3129.peg.189,fig|550.3129.peg.3051,fig|550.3129.peg.656,fig|550.3129.peg.1686,fig|550.3129.peg.2773,fig|550.3129.peg.3431,fig|550.3129.peg.1387,fig|550.3129.peg.5126,fig|550.3129.peg.44,fig|550.3129.peg.597,fig|550.3129.peg.1970,fig|550.3129.peg.2380,fig|550.3129.peg.449,fig|550.3129.peg.2379,fig|550.3129.peg.1113,fig|550.3129.peg.3489,fig|550.3129.peg.208,fig|550.3129.peg.495,fig|550.3129.peg.598,fig|550.3129.peg.484,fig|550.3129.peg.4436,fig|550.3129.peg.2329,fig|550.3129.peg.3141,fig|550.3129.peg.2852,fig|550.3129.peg.890,fig|550.3129.peg.3127,fig|550.3129.peg.2496,fig|550.3129.peg.3084,fig|550.3129.peg.2830,fig|550.3129.peg.2377,fig|550.3129.peg.875,fig|550.3129.peg.2330,fig|550.3129.peg.3120,fig|550.3129.peg.1354,fig|550.3129.peg.1353,fig|550.3129.peg.339,fig|550.3129.peg.4137,fig|550.3129.peg.742,fig|550.3129.peg.272,fig|550.3129.peg.743,fig|550.3129.peg.2043,fig|550.3129.peg.45,fig|550.3129.peg.3066,fig|550.3129.peg.1116,fig|550.3129.peg.4444,fig|550.3129.peg.1642,fig|550.3129.peg.1678,fig|550.3129.peg.4485,fig|550.3129.peg.1673,fig|550.3129.peg.2824,fig|550.3129.peg.4423,fig|550.3129.peg.574,fig|550.3129.peg.1958,fig|550.3129.peg.3504,fig|550.3129.peg.3070,fig|550.3129.peg.3772,fig|550.3129.peg.4323,fig|550.3129.peg.3122,fig|550.3129.peg.3544,fig|550.3129.peg.2376,fig|550.3129.peg.3413,fig|550.3129.peg.4476,fig|550.3129.peg.2325,fig|550.3129.peg.1551,fig|550.3129.peg.2493,fig|550.3129.peg.2050,fig|550.3129.peg.206,fig|550.3129.peg.618,fig|550.3129.peg.4478,fig|550.3129.peg.2374,fig|550.3129.peg.3750,fig|550.3129.peg.777,fig|550.3129.peg.4451,fig|550.3129.peg.2444,fig|550.3129.peg.3078,fig|550.3129.peg.2624,fig|550.3129.peg.1559,fig|550.3129.peg.3131,fig|550.3129.peg.2625,fig|550.3129.peg.2385,fig|550.3129.peg.4472,fig|550.3129.peg.997,fig|550.3129.peg.3027,fig|550.3129.peg.346,fig|550.3129.peg.260,fig|550.3129.peg.3083,fig|550.3129.peg.1007,fig|550.3129.peg.435,fig|550.3129.peg.207,fig|550.3129.peg.1980,fig|550.3129.peg.3138,fig|550.3129.peg.344,fig|550.3129.peg.4471,fig|550.3129.peg.2831,fig|550.3129.peg.2626,fig|550.3129.peg.3432,fig|550.3129.peg.3783,fig|550.3129.peg.2375,fig|550.3129.peg.1967","rxn02175_c0,EX_cpd00009_e0,rxn05334_c0,EX_cpd00048_e0,rxn00029_c0,rxn02476_c0,EX_cpd00393_e0,rxn05340_c0,rxn05336_c0,rxn03164_c0,rxn05333_c0,rxn03908_c0,rxn13782_c0,EX_cpd00254_e0,EX_cpd00156_e0,rxn03638_c0,rxn03893_c0,rxn00710_c0,rxn00800_c0,rxn01513_c0,rxn01466_c0,rxn06848_c0,rxn05462_c0,rxn03137_c0,rxn00686_c0,rxn01643_c0,rxn02898_c0,rxn08336_c0,rxn05255_c0,rxn02008_c0,rxn11946_c0,rxn02341_c0,EX_cpd00322_e0,rxn05468_c0,rxn01538_c0,rxn00117_c0,rxn05463_c0,rxn00599_c0,rxn01997_c0,rxn02003_c0,EX_cpd00149_e0,rxn00910_c0,rxn04308_c0,rxn09106_c0,rxn01520_c0,rxn09693_c0,rxn05344_c0,rxn00693_c0,rxn08822_c0,rxn02774_c0,rxn03843_c0,rxn00122_c0,rxn09037_c0,rxn03909_c0,rxn00832_c0,rxn12510_c0,rxn01512_c0,rxn01485_c0,rxn09128_c0,rxn03511_c0,rxn00237_c0,rxn02056_c0,rxn05329_c0,rxn05328_c0,EX_cpd00104_e0,rxn06865_c0,rxn02937_c0,rxn02895_c0,rxn06991_c0,EX_cpd00063_e0,rxn08954_c0,rxn05324_c0,rxn00917_c0,rxn00555_c0,rxn05461_c0,rxn05332_c0,rxn03130_c0,rxn02405_c0,rxn10199_c0,rxn03150_c0,rxn02831_c0,rxn00100_c0,rxn03397_c0,rxn03910_c0,rxn01602_c0,rxn02404_c0,rxn08711_c0,rxn06023_c0,rxn03916_c0,rxn01213_c0,rxn05339_c0,rxn09225_c0,rxn03084_c0,rxn00060_c0,rxn08708_c0,rxn01740_c0,rxn03537_c0,rxn00392_c0,rxn00438_c0,rxn08710_c0,rxn02264_c0,rxn00337_c0,rxn08234_c0,EX_cpd00058_e0,rxn08712_c0,rxn03904_c0,rxn00838_c0,rxn00461_c0,rxn03087_c0,rxn05465_c0,rxn03408_c0,SK_cpd11416_c0,EX_cpd00099_e0,rxn03958_c0,rxn03538_c0,rxn05115_c0,EX_cpd00030_e0,rxn00193_c0,rxn05345_c0,rxn00141_c0,rxn05459_c0,rxn03146_c0,rxn01117_c0,rxn01018_c0,rxn02897_c0,rxn05327_c0,rxn02331_c0,rxn06526_c0,rxn05323_c0,rxn05322_c0,rxn03918_c0,rxn03393_c0,rxn03159_c0,rxn01362_c0,rxn05343_c0,rxn06723_c0,rxn03182_c0,rxn01973_c0,rxn01465_c0,rxn05150_c0,rxn01675_c0,rxn00102_c0,rxn03394_c0,rxn03136_c0,rxn11703_c0,rxn01332_c0,EX_cpd00205_e0,rxn05029_c0,rxn02286_c0,rxn03181_c0,rxn00966_c0,rxn03395_c0,rxn11702_c0,rxn09210_c0,rxn02213_c0,rxn04139_c0,rxn02011_c0,rxn03919_c0,EX_cpd00034_e0,rxn05326_c0,rxn13783_c0,rxn02000_c0,rxn05005_c0,rxn08333_c0,rxn03917_c0,rxn01739_c0,rxn03907_c0,rxn08130_c0,rxn05514_c0,rxn10481_c0,rxn05341_c0,rxn05346_c0,rxn00137_c0,rxn05342_c0,rxn10336_c0,rxn13784_c0,rxn02212_c0,rxn08709_c0,rxn03396_c0,rxn08619_c0,rxn02285_c0,rxn00283_c0,rxn01258_c0,rxn09202_c0,rxn05330_c0,rxn05460_c0,rxn00834_c0,rxn03147_c0,EX_cpd00007_e0,rxn05350_c0,rxn05325_c0,bio1,rxn08618_c0,rxn05331_c0,rxn00293_c0,rxn00770_c0,rxn05338_c0,rxn00790_c0,rxn01974_c0,rxn09113_c0,rxn05114_c0,rxn02832_c0,rxn06729_c0,rxn08713_c0,rxn08620_c0,rxn08311_c0,EX_cpd00305_e0,rxn05006_c0,rxn03031_c0,rxn03439_c0,rxn05337_c0,rxn08583_c0,rxn05348_c0,rxn03901_c0,rxn05335_c0,rxn01255_c0,rxn00126_c0"
1,AR_0282,0.23549222700151848,"fig|470.13924.peg.730,fig|470.13924.peg.3349,fig|470.13924.peg.2637,fig|470.13924.peg.3245,fig|470.13924.peg.3449,fig|470.13924.peg.506,fig|470.13924.peg.3444,fig|470.13924.peg.2644,fig|470.13924.peg.823,fig|470.13924.peg.941,fig|470.13924.peg.795,fig|470.13924.peg.1515,fig|470.13924.peg.549,fig|470.13924.peg.2892,fig|470.13924.peg.909,fig|470.13924.peg.1216,fig|470.13924.peg.2035,fig|470.13924.peg.1964,fig|470.13924.peg.2972,fig|470.13924.peg.1800,fig|470.13924.peg.3371,fig|470.13924.peg.3025,fig|470.13924.peg.1942,fig|470.13924.peg.1229,fig|470.13924.peg.933,fig|470.13924.peg.1312,fig|470.13924.peg.2336,fig|470.13924.peg.1621,fig|470.13924.peg.620,fig|470.13924.peg.343,fig|470.13924.peg.3762,fig|470.13924.peg.2595,fig|470.13924.peg.3026,fig|470.13924.peg.1409,fig|470.13924.peg.1551,fig|470.13924.peg.1230,fig|470.13924.peg.2142,fig|470.13924.peg.1947,fig|470.13924.peg.678,fig|470.13924.peg.1799,fig|470.13924.peg.2027,fig|470.13924.peg.191,fig|470.13924.peg.953,fig|470.13924.peg.2061,fig|470.13924.peg.714,fig|470.13924.peg.2321,fig|470.13924.peg.1542,fig|470.13924.peg.3701,fig|470.13924.peg.3797,fig|470.13924.peg.528,fig|470.13924.peg.733,fig|470.13924.peg.641,fig|470.13924.peg.1269,fig|470.13924.peg.2256,fig|470.13924.peg.1769,fig|470.13924.peg.1323,fig|470.13924.peg.2936,fig|470.13924.peg.3024,fig|470.13924.peg.2100,fig|470.13924.peg.2263,fig|470.13924.peg.3445,fig|470.13924.peg.444,fig|470.13924.peg.1218,fig|470.13924.peg.822,fig|470.13924.peg.2953,fig|470.13924.peg.86,fig|470.13924.peg.1316,fig|470.13924.peg.2032,fig|470.13924.peg.1313,fig|470.13924.peg.2416,fig|470.13924.peg.2801,fig|470.13924.peg.2970,fig|470.13924.peg.3308,fig|470.13924.peg.812,fig|470.13924.peg.498,fig|470.13924.peg.160,fig|470.13924.peg.813,fig|470.13924.peg.3023,fig|470.13924.peg.1717,fig|470.13924.peg.1356,fig|470.13924.peg.2151,fig|470.13924.peg.516,fig|470.13924.peg.2188,fig|470.13924.peg.2159,fig|470.13924.peg.2033,fig|470.13924.peg.1248,fig|470.13924.peg.1684,fig|470.13924.peg.2954,fig|470.13924.peg.1968,fig|470.13924.peg.1166,fig|470.13924.peg.2031,fig|470.13924.peg.419,fig|470.13924.peg.303,fig|470.13924.peg.3195,fig|470.13924.peg.2107,fig|470.13924.peg.121,fig|470.13924.peg.540,fig|470.13924.peg.1731,fig|470.13924.peg.289,fig|470.13924.peg.1945,fig|470.13924.peg.3196,fig|470.13924.peg.2983,fig|470.13924.peg.2891,fig|470.13924.peg.2417,fig|470.13924.peg.161,fig|470.13924.peg.2026,fig|470.13924.peg.2160,fig|470.13924.peg.1539,fig|470.13924.peg.1682,fig|470.13924.peg.1561,fig|470.13924.peg.1185,fig|470.13924.peg.2283,fig|470.13924.peg.1946,fig|470.13924.peg.1572,fig|470.13924.peg.282,fig|470.13924.peg.2285,fig|470.13924.peg.3443,fig|470.13924.peg.824,fig|470.13924.peg.3037,fig|470.13924.peg.1744,fig|470.13924.peg.2187,fig|470.13924.peg.285,fig|470.13924.peg.1006,fig|470.13924.peg.576,fig|470.13924.peg.3215,fig|470.13924.peg.3439,fig|470.13924.peg.3758,fig|470.13924.peg.2200,fig|470.13924.peg.3899","rxn03909_c0,rxn00832_c0,rxn00851_c0,rxn12510_c0,rxn01512_c0,rxn01485_c0,rxn09128_c0,rxn03511_c0,rxn08551_c0,rxn00237_c0,rxn03108_c0,rxn02056_c0,rxn05329_c0,EX_cpd00104_e0,rxn06865_c0,rxn02937_c0,rxn02895_c0,rxn12008_c0,rxn02008_c0,rxn11946_c0,rxn02341_c0,EX_cpd00322_e0,rxn05687_c0,rxn05468_c0,rxn00117_c0,rxn01537_c0,rxn05645_c0,EX_cpd00644_e0,rxn04675_c0,rxn00599_c0,rxn02003_c0,rxn01997_c0,rxn05465_c0,rxn03408_c0,rxn01643_c0,rxn01100_c0,EX_cpd10515_e0,rxn00549_c0,rxn03164_c0,rxn05333_c0,rxn03908_c0,rxn13782_c0,EX_cpd00254_e0,EX_cpd00156_e0,rxn03638_c0,EX_cpd00028_e0,rxn01116_c0,rxn02286_c0,rxn04113_c0,rxn03181_c0,rxn00966_c0,rxn03395_c0,rxn09210_c0,rxn05308_c0,rxn02213_c0,rxn04139_c0,rxn02011_c0,rxn03919_c0,EX_cpd00034_e0,rxn05326_c0,rxn13783_c0,rxn02000_c0,rxn05005_c0,rxn08711_c0,rxn06023_c0,rxn03916_c0,rxn01213_c0,rxn05339_c0,rxn09225_c0,rxn16108_c0,rxn03084_c0,rxn08527_c0,EX_cpd00246_e0,rxn05231_c0,rxn00060_c0,rxn01018_c0,rxn02897_c0,rxn05327_c0,rxn02331_c0,rxn05322_c0,rxn03918_c0,rxn00124_c0,rxn03393_c0,rxn05652_c0,rxn00119_c0,rxn03159_c0,EX_cpd00118_e0,EX_cpd00215_e0,rxn02175_c0,EX_cpd00009_e0,rxn10954_c0,rxn05334_c0,EX_cpd00048_e0,rxn05316_c0,rxn05618_c0,rxn00029_c0,rxn02476_c0,EX_cpd00393_e0,rxn05340_c0,rxn00785_c0,rxn08619_c0,rxn02285_c0,rxn08233_c0,rxn00283_c0,rxn00907_c0,rxn01258_c0,rxn09202_c0,rxn12666_c0,rxn05330_c0,rxn00834_c0,rxn03147_c0,rxn01673_c0,EX_cpd00007_e0,rxn05350_c0,rxn05325_c0,bio1,rxn08618_c0,rxn05331_c0,rxn00293_c0,rxn05736_c0,rxn00770_c0,rxn05338_c0,rxn00790_c0,EX_cpd00220_e0,rxn08333_c0,rxn01353_c0,rxn03893_c0,rxn00710_c0,rxn00800_c0,rxn05508_c0,rxn01513_c0,rxn00213_c0,rxn01466_c0,rxn08475_c0,rxn06076_c0,rxn06848_c0,rxn03137_c0,rxn00686_c0,EX_cpd00119_e0,rxn05244_c0,rxn05744_c0,rxn03537_c0,rxn00392_c0,rxn00438_c0,rxn08710_c0,rxn02264_c0,rxn00337_c0,EX_cpd00058_e0,rxn08712_c0,rxn03904_c0,rxn00838_c0,rxn00461_c0,rxn03087_c0,rxn08528_c0,rxn03917_c0,rxn01739_c0,rxn03907_c0,rxn05514_c0,rxn05293_c0,rxn10481_c0,rxn00704_c0,rxn11676_c0,rxn05341_c0,rxn05346_c0,rxn00137_c0,rxn05342_c0,rxn10336_c0,rxn13784_c0,rxn02212_c0,rxn08241_c0,rxn08709_c0,rxn01974_c0,rxn09113_c0,rxn05114_c0,rxn02832_c0,rxn06729_c0,rxn08713_c0,EX_cpd00132_e0,rxn08620_c0,rxn08311_c0,EX_cpd00305_e0,rxn05006_c0,rxn03031_c0,rxn03439_c0,rxn05337_c0,rxn00777_c0,rxn08583_c0,rxn09657_c0,rxn05348_c0,rxn03901_c0,rxn01255_c0,rxn00126_c0,rxn08708_c0,rxn01740_c0,rxn01362_c0,rxn05343_c0,rxn05148_c0,rxn06723_c0,rxn03182_c0,rxn01973_c0,rxn01465_c0,rxn01675_c0,rxn00102_c0,rxn08352_c0,rxn03394_c0,rxn03136_c0,rxn03075_c0,rxn01332_c0,EX_cpd00205_e0,rxn05029_c0,rxn00558_c0,rxn03396_c0,EX_cpd00149_e0,rxn00910_c0,rxn04308_c0,rxn09106_c0,rxn01520_c0,rxn02155_c0,rxn09693_c0,EX_cpd00264_e0,rxn00693_c0,rxn08822_c0,rxn02774_c0,rxn03843_c0,rxn00122_c0,rxn08336_c0,rxn02898_c0,rxn05255_c0,rxn05669_c0,SK_cpd11416_c0,EX_cpd00099_e0,rxn03958_c0,rxn00747_c0,rxn03538_c0,rxn05115_c0,EX_cpd00030_e0,rxn00193_c0,rxn05345_c0,rxn01137_c0,rxn00141_c0,rxn01106_c0,rxn03146_c0,rxn10094_c0,rxn02484_c0,rxn05457_c0,rxn00459_c0,rxn01117_c0,rxn08801_c0,rxn00138_c0,EX_cpd00063_e0,rxn08954_c0,rxn02305_c0,rxn05324_c0,rxn00917_c0,rxn00555_c0,rxn03130_c0,rxn02405_c0,rxn00786_c0,rxn10199_c0,rxn03150_c0,rxn02831_c0,rxn00100_c0,rxn03397_c0,rxn03910_c0,rxn01602_c0,rxn02404_c0"
2,AR_0502,2.380594320385267,"fig|550.3126.peg.3484,fig|550.3126.peg.579,fig|550.3126.peg.1572,fig|550.3126.peg.3276,fig|550.3126.peg.3117,fig|550.3126.peg.980,fig|550.3126.peg.4685,fig|550.3126.peg.1427,fig|550.3126.peg.644,fig|550.3126.peg.2490,fig|550.3126.peg.2610,fig|550.3126.peg.4037,fig|550.3126.peg.2686,fig|550.3126.peg.847,fig|550.3126.peg.187,fig|550.3126.peg.1677,fig|550.3126.peg.2623,fig|550.3126.peg.2720,fig|550.3126.peg.428,fig|550.3126.peg.483,fig|550.3126.peg.1051,fig|550.3126.peg.2476,fig|550.3126.peg.10,fig|550.3126.peg.960,fig|550.3126.peg.3706,fig|550.3126.peg.828,fig|550.3126.peg.1064,fig|550.3126.peg.1918,fig|550.3126.peg.3358,fig|550.3126.peg.2470,fig|550.3126.peg.1090,fig|550.3126.peg.1425,fig|550.3126.peg.2605,fig|550.3126.peg.81,fig|550.3126.peg.1676,fig|550.3126.peg.2449,fig|550.3126.peg.1986,fig|550.3126.peg.1426,fig|550.3126.peg.2068,fig|550.3126.peg.4630,fig|550.3126.peg.2261,fig|550.3126.peg.3286,fig|550.3126.peg.188,fig|550.3126.peg.1880,fig|550.3126.peg.1820,fig|550.3126.peg.2608,fig|550.3126.peg.500,fig|550.3126.peg.1019,fig|550.3126.peg.4294,fig|550.3126.peg.2693,fig|550.3126.peg.2910,fig|550.3126.peg.609,fig|550.3126.peg.3463,fig|550.3126.peg.2870,fig|550.3126.peg.2266,fig|550.3126.peg.1056,fig|550.3126.peg.2695,fig|550.3126.peg.1983,fig|550.3126.peg.4462,fig|550.3126.peg.1887,fig|550.3126.peg.3357,fig|550.3126.peg.430,fig|550.3126.peg.1814,fig|550.3126.peg.2075,fig|550.3126.peg.1996,fig|550.3126.peg.596,fig|550.3126.peg.672,fig|550.3126.peg.2871,fig|550.3126.peg.3021,fig|550.3126.peg.2076,fig|550.3126.peg.1405,fig|550.3126.peg.3464,fig|550.3126.peg.4050,fig|550.3126.peg.2616,fig|550.3126.peg.4049,fig|550.3126.peg.2265,fig|550.3126.peg.1525,fig|550.3126.peg.4699,fig|550.3126.peg.3302,fig|550.3126.peg.1895,fig|550.3126.peg.2469,fig|550.3126.peg.1825,fig|550.3126.peg.1862,fig|550.3126.peg.2996,fig|550.3126.peg.431,fig|550.3126.peg.1806,fig|550.3126.peg.651,fig|550.3126.peg.830,fig|550.3126.peg.1826,fig|550.3126.peg.4029,fig|550.3126.peg.975,fig|550.3126.peg.2694,fig|550.3126.peg.2702,fig|550.3126.peg.1522,fig|550.3126.peg.1638,fig|550.3126.peg.1974,fig|550.3126.peg.409,fig|550.3126.peg.1816,fig|550.3126.peg.4631,fig|550.3126.peg.4193,fig|550.3126.peg.1450,fig|550.3126.peg.2999,fig|550.3126.peg.1863,fig|550.3126.peg.563,fig|550.3126.peg.2607,fig|550.3126.peg.1523,fig|550.3126.peg.1868,fig|550.3126.peg.3390,fig|550.3126.peg.429,fig|550.3126.peg.2700,fig|550.3126.peg.2699,fig|550.3126.peg.565,fig|550.3126.peg.595,fig|550.3126.peg.1876,fig|550.3126.peg.1827,fig|550.3126.peg.1692,fig|550.3126.peg.3029,fig|550.3126.peg.2524,fig|550.3126.peg.4309,fig|550.3126.peg.655,fig|550.3126.peg.818,fig|550.3126.peg.2611,fig|550.3126.peg.427,fig|550.3126.peg.495,fig|550.3126.peg.2606,fig|550.3126.peg.1809","rxn02175_c0,EX_cpd00009_e0,rxn05334_c0,EX_cpd00048_e0,rxn00029_c0,rxn02476_c0,EX_cpd00393_e0,rxn05340_c0,rxn03893_c0,rxn00710_c0,rxn00800_c0,rxn01513_c0,rxn01466_c0,rxn06848_c0,rxn05462_c0,rxn03137_c0,rxn00686_c0,rxn01643_c0,rxn08711_c0,rxn06023_c0,rxn03916_c0,rxn01213_c0,rxn05339_c0,rxn09225_c0,rxn03084_c0,rxn00060_c0,rxn02898_c0,rxn08336_c0,rxn05255_c0,rxn02008_c0,rxn11946_c0,rxn02341_c0,EX_cpd00322_e0,rxn05468_c0,rxn01538_c0,rxn00117_c0,rxn05463_c0,rxn00599_c0,rxn05336_c0,rxn03164_c0,rxn05333_c0,rxn03908_c0,rxn13782_c0,EX_cpd00254_e0,EX_cpd00156_e0,rxn03638_c0,EX_cpd00063_e0,rxn08954_c0,rxn05324_c0,rxn00917_c0,rxn00555_c0,rxn05461_c0,rxn05332_c0,rxn03130_c0,rxn02405_c0,rxn10199_c0,rxn03150_c0,rxn02831_c0,rxn00100_c0,rxn03397_c0,rxn03910_c0,rxn01602_c0,rxn02404_c0,EX_cpd00149_e0,rxn00910_c0,rxn04308_c0,rxn09106_c0,rxn01520_c0,rxn09693_c0,rxn05344_c0,rxn00693_c0,rxn08822_c0,rxn02774_c0,rxn03843_c0,rxn00122_c0,rxn09037_c0,rxn01018_c0,rxn02897_c0,rxn05327_c0,rxn02331_c0,rxn06526_c0,rxn05323_c0,rxn05322_c0,rxn03918_c0,rxn03393_c0,rxn03159_c0,rxn08708_c0,rxn01740_c0,rxn03537_c0,rxn00392_c0,rxn00438_c0,rxn08710_c0,rxn02264_c0,rxn00337_c0,rxn08234_c0,EX_cpd00058_e0,rxn08712_c0,rxn03904_c0,rxn00838_c0,rxn00461_c0,rxn03087_c0,rxn01362_c0,rxn05343_c0,rxn06723_c0,rxn03182_c0,rxn01973_c0,rxn01465_c0,rxn05150_c0,rxn01675_c0,rxn00102_c0,rxn03394_c0,rxn03136_c0,rxn11703_c0,rxn01332_c0,EX_cpd00205_e0,rxn05029_c0,rxn03909_c0,rxn00832_c0,rxn12510_c0,rxn01512_c0,rxn01485_c0,rxn09128_c0,rxn03511_c0,rxn00237_c0,rxn02056_c0,rxn05329_c0,rxn05328_c0,EX_cpd00104_e0,rxn06865_c0,rxn02937_c0,rxn02895_c0,rxn06991_c0,rxn01997_c0,rxn02003_c0,rxn05465_c0,rxn03408_c0,SK_cpd11416_c0,EX_cpd00099_e0,rxn03958_c0,rxn03538_c0,rxn05115_c0,EX_cpd00030_e0,rxn00193_c0,rxn05345_c0,rxn00141_c0,rxn05459_c0,rxn03146_c0,rxn01117_c0,rxn08333_c0,rxn03917_c0,rxn01739_c0,rxn03907_c0,rxn08130_c0,rxn05514_c0,rxn10481_c0,rxn05341_c0,rxn05346_c0,rxn00137_c0,rxn05342_c0,rxn10336_c0,rxn13784_c0,rxn02212_c0,rxn08241_c0,rxn08709_c0,rxn02286_c0,rxn03181_c0,rxn00966_c0,rxn03395_c0,rxn11702_c0,rxn09210_c0,rxn02213_c0,rxn04139_c0,rxn02011_c0,rxn03919_c0,EX_cpd00034_e0,rxn05326_c0,rxn13783_c0,rxn02000_c0,rxn05005_c0,rxn03396_c0,rxn08619_c0,rxn02285_c0,rxn00283_c0,rxn01258_c0,rxn09202_c0,rxn05330_c0,rxn05460_c0,rxn00834_c0,rxn03147_c0,EX_cpd00007_e0,rxn05350_c0,rxn05325_c0,bio1,rxn08618_c0,rxn05331_c0,rxn00293_c0,rxn00770_c0,rxn05338_c0,rxn00790_c0,rxn01974_c0,rxn09113_c0,rxn05114_c0,rxn02832_c0,rxn06729_c0,rxn08713_c0,rxn08620_c0,rxn08311_c0,EX_cpd00305_e0,rxn05006_c0,rxn03031_c0,rxn03439_c0,rxn05337_c0,rxn08583_c0,rxn05348_c0,rxn03901_c0,rxn05335_c0,rxn01255_c0,rxn00126_c0"
