,Time (s),values,experiment_IDs,short_codes
55,32591.661,23217.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
56,33184.071,23946.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
57,33776.437,24961.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
58,34368.821,25469.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
59,34961.321,27135.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
60,35553.732,27439.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
61,36146.241,28625.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
62,36738.714,29430.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
63,37331.125,30369.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
64,37923.518,31479.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
65,38516.062,31862.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
66,39108.437,32938.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
67,39700.884,33643.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
68,40293.321,34291.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
69,40885.812,35657.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
70,41478.187,36051.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
71,42070.669,36511.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
72,42663.125,36666.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
73,43255.616,37071.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
74,43848.062,37536.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
75,44440.464,38304.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
76,45033.009,38105.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
77,45625.419,38780.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
78,46217.857,39108.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
79,46810.286,39383.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
80,47402.794,40188.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
81,47995.169,40358.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
82,48587.589,41075.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
83,49180.027,41623.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
84,49772.446,41639.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
85,50364.884,41271.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
86,50957.312,41715.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
87,51549.669,42914.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
88,52142.187,43823.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
89,52734.527,46031.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
90,53326.982,47105.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
91,53919.393,50019.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
92,54511.902,53095.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
93,55104.205,57360.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
94,55696.732,61314.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
95,56289.071,67635.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
96,56882.446,74169.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
97,57474.036,79210.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
98,58067.223,84494.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
99,58658.928,91239.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
100,59252.143,99998.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
101,59843.812,107405.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
102,60437.027,114643.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
103,61028.777,120669.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
104,61621.919,127554.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
105,62213.625,136267.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
106,62807.669,142092.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
107,63398.58,149223.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
108,63991.652,157084.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
109,64583.339,162609.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
110,65176.411,166784.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
111,65768.241,175214.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
112,66361.053,181474.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
113,66954.107,185930.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
114,67545.687,190279.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
115,68138.411,198859.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
116,68731.268,198962.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
117,69323.161,205463.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
118,69916.062,210084.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
119,70507.928,214848.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
120,71100.607,218225.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
121,71693.473,223179.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
122,72285.294,224909.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
123,72877.982,228139.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
124,73470.866,233128.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
125,74062.687,233669.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
126,74655.366,238904.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
127,75248.214,240355.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
128,75840.134,245836.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
129,76432.821,249870.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
130,77025.571,248634.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
131,77618.268,254162.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
132,78210.018,253595.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
133,78807.571,257160.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
134,79394.973,258072.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
135,79987.714,258801.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
136,80580.357,261882.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
137,81173.053,264080.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
138,81765.714,264704.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
139,82357.384,266646.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
140,82950.152,268557.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
141,83542.661,264744.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
142,84135.152,273577.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
143,84727.705,270893.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
144,85320.214,271484.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
145,85915.143,273250.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
146,86507.161,274778.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
147,87099.071,270079.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
148,87691.098,272163.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
149,88283.821,274749.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
150,88876.794,275120.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
151,89468.607,276550.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
152,90061.348,277020.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
153,90654.5,280374.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
154,91246.268,280993.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
155,91842.062,278071.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
156,92433.794,301048.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
157,93025.893,295764.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
158,93617.634,297871.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
159,94210.098,300126.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
160,94802.134,291431.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
161,95395.187,294314.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
162,95995.384,279473.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
163,96586.768,296379.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
164,97173.286,300614.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
165,97772.169,294120.0,r3_ecoli_ACS-r1_pf-5_malt-0.5_4HB,Y18
166,9.678,719.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
167,606.348,657.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
168,1198.214,670.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
169,1790.732,695.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
170,2383.187,619.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
171,2975.705,698.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
172,3568.027,660.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
173,4160.455,690.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
174,4752.857,645.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
175,5345.294,634.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
176,5937.741,634.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
177,6530.196,702.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
178,7122.687,646.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
179,7715.107,656.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
180,8307.58,636.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
181,8900.062,683.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
182,9492.544,658.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
183,10084.982,666.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
184,10677.455,721.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
185,11269.919,681.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
186,11862.33,756.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
187,12454.768,705.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
188,13047.241,685.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
189,13639.714,757.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
190,14232.161,705.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
191,14824.58,768.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
192,15417.018,797.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
193,16009.402,735.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
194,16601.875,772.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
195,17194.393,760.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
196,17786.848,787.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
197,18379.321,767.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
198,18971.812,806.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
199,19564.303,819.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
200,20156.821,801.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
201,20749.196,781.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
202,21341.723,812.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
203,21934.134,825.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
204,22526.58,849.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
205,23119.044,906.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
206,23711.482,929.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
207,24303.928,947.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
208,24896.437,935.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
209,25488.848,981.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
210,26081.286,960.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
211,26673.768,1039.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
212,27266.196,1066.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
213,27858.669,1090.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
214,28451.053,1106.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
215,29043.518,1066.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
216,29635.991,1096.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
217,30228.411,1167.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
218,30820.839,1241.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
219,31413.25,1208.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
220,32005.634,1267.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
221,32598.152,1268.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
222,33190.553,1281.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
223,33782.919,1313.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
224,34375.303,1378.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
225,34967.803,1443.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
226,35560.196,1579.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
227,36152.714,1622.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
228,36745.169,1713.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
229,37337.58,1913.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
230,37929.973,2032.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
231,38522.518,2235.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
232,39114.893,2410.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
233,39707.348,2596.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
234,40299.768,2845.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
235,40892.259,3046.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
236,41484.616,3411.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
237,42077.125,3506.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
238,42669.571,3729.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
239,43262.053,4072.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
240,43854.482,4358.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
241,44446.884,4667.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
242,45039.428,5070.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
243,45631.839,5352.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
244,46224.259,5759.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
245,46816.705,6020.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
246,47409.187,6416.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
247,48001.58,6650.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
248,48593.991,7174.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
249,49186.419,7650.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
250,49778.839,8026.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
251,50371.286,8592.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
252,50963.705,9035.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
253,51556.053,9485.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
254,52148.58,9916.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
255,52740.911,10509.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
256,53333.348,11177.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
257,53925.777,11706.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
258,54518.268,12090.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
259,55110.562,12521.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
260,55703.089,13609.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
261,56295.428,14262.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
262,56888.794,14787.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
263,57480.375,15399.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
264,58073.571,16401.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
265,58665.277,17076.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
266,59258.473,17968.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
267,59850.125,19015.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
268,60443.366,19759.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
269,61035.107,20994.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
270,61628.232,21492.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
271,62219.955,22823.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
272,62813.991,23942.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
273,63404.902,25027.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
274,63997.973,26130.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
275,64589.652,27105.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
276,65182.714,28217.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
277,65774.536,29709.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
278,66367.348,32005.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
279,66960.375,32531.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
280,67551.955,34188.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
281,68144.687,35050.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
282,68737.536,37226.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
283,69329.428,39412.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
284,69922.339,39640.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
285,70514.196,41016.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
286,71106.875,43289.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
287,71699.741,45064.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
288,72291.562,46404.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
289,72884.25,48301.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
290,73477.134,49361.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
291,74068.964,51529.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
292,74661.634,53651.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
293,75254.482,55046.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
294,75846.402,56266.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
295,76439.089,57472.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
296,77031.839,58982.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
297,77624.536,60592.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
298,78216.286,61834.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
299,78813.839,61827.0,r1_ecoli_mRuby-r20_pf-5_malt-4_4HB,Y47
