149698.22	89639	101658
702115.9	89639	101658
1663.218	89639	101658
242605.18	89639	101658
134536.40	89639	101658
379.417	89639	101658
1883.1827	89639	101658
1663.219	89639	101658
1883.1829	89639	101658
1663.222	89639	101658
1663.224	89639	101658
134536.29	89639	101658
242605.35	89639	101658
134536.30	89639	101658
134536.32	89639	101658
1663.207	89639	101658
242605.31	89639	101658
242605.37	89639	101658
242606.13	89639	101658
216778.58	89639	101658
242606.10	89639	101658
242605.23	89639	101658
134536.18	89639	101658
242606.31	89639	101658
242606.34	89639	101658
1663.209	89639	101658
1663.201	89639	101658
242606.35	89639	101658
242606.37	89639	101658
1663.203	89639	101658
134536.36	89639	101658
32008.565	89639	101658
149698.20	89639	101658
242605.12	89639	101658
231455.6	89639	101658
242605.41	89639	101658
242605.27	89639	101658
134536.8	89639	101658
134536.22	89639	101658
34073.52	89639	101658
242605.29	89639	101658
1663.205	89639	101658
1822464.27	89639	101658
32008.566	89639	101658
134536.26	89639	101658
242606.24	89639	101658
32008.567	89639	101658
32008.568	89639	101658
286.2315	89639	101658
32008.569	89639	101658
242606.43	89639	101658
32008.570	89639	101658
82633.15	89639	101658
242605.51	89639	101658
1663.241	89639	101658
1663.242	89639	101658
169427.8	89639	101658
134536.50	89639	101658
32008.577	89639	101658
702115.10	89639	101658
379.413	89639	101658
242605.52	89639	101658
1357915.4	89639	101658
110932.17	89639	101658
321662.16	89639	101658
34073.56	89639	101658
34073.58	89639	101658
242606.44	89639	101658
158500.12	89639	101658
34072.39	89639	101658
242606.45	89639	101658
242605.45	89639	101658
134536.43	89639	101658
242605.46	89639	101658
134536.44	89639	101658
216778.63	89639	101658
242605.48	89639	101658
286.2260	89639	101658
242605.54	89639	101658
237.95	89639	101658
40323.177	89639	101658
34072.41	89639	101658
134536.42	89639	101658
134536.45	89639	101658
151783.37	89639	101658
216778.66	89639	101658
216778.67	89639	101658
242605.49	89639	101658
32008.571	89639	101658
134536.46	89639	101658
261302.3	89639	101658
1663.233	89639	101658
104336.19	89639	101658
286.2262	89639	101658
1663.250	89639	101658
104336.20	89639	101658
1663.235	89639	101658
1822464.29	89639	101658
286.2272	89639	101658
149698.23	89639	101658
60548.8	89639	101658
169427.7	89639	101658
1663.238	89639	101658
1663.239	89639	101658
272620.9	89638	101656
511145.182	89638	101656
99287.12	89638	101656
90371.3209	89638	101656
149539.1451	89638	101656
224308.43	89638	101656
345073.21	89638	101656
243277.254	89638	101656
62977.6	89638	101656
93062.19	89638	101656
316407.9	89638	101656
83333.108	89638	101656
266834.11	89638	101656
267608.8	89638	101656
208964.12	89638	101656
272626.9	89638	101656
169963.11	89638	101656
269482.11	89638	101656
1813946.3	89638	101656
192.7	89638	101656
398527.4	89638	101656
565050.3	89638	101656
68895.5	89638	101656
398580.10	89638	101656
1380365.3	89638	101656
926556.3	89638	101656
679895.18	89638	101656
757424.7	89638	101656
1934254.3	89638	101656
225937.3	89638	101656
1986952.3	89638	101656
294.204	89638	101656
294.161	89638	101656
294.203	89638	101656
294.160	89638	101656
294.165	89638	101656
321846.3	89638	101656
644801.3	89638	101656
326297.10	89638	101656
323850.11	89638	101656
211586.12	89638	101656
94122.6	89638	101656
1219046.3	89638	101656
573.1355	89638	101656
1262462.5	89638	101656
630.95	89638	101656
630.111	89638	101656
630.132	89638	101656
393305.7	89638	101656
1262466.3	89638	101656
630.64	89638	101656
1262465.3	89638	101656
630.44	89638	101656
1262463.3	89638	101656
1262464.3	89638	101656
630.104	89638	101656
2508718.3	89638	101656
226186.12	89638	101656
562.13577	89638	101656
1333534.3	89638	101656
303.176	89638	101656
470.9146	89638	101656
470.9249	89638	101656
554.21	89638	101656
615.104	89638	101656
964.11	89638	101656
1303.43	89638	101656
29447.22	89638	101656
37919.10	89638	101656
47920.27	89638	101656
